N	2gram	Bakhtin_Fr_4	Analitik
1	не только	10	22
2	и в	29	18
3	как и	12	14
4	так и	11	14
5	в этом	11	14
6	и его	8	13
7	но и	9	13
8	том что	3	12
9	в качестве	3	12
10	и не	16	12
11	в частности	3	12
12	при этом	3	11
13	то есть	21	10
14	как бы	8	10
15	что в	1	9
16	может быть	2	9
17	со стороны	2	9
18	в том	7	9
19	с его	4	8
20	своего рода	6	8
21	не случайно	3	8
22	и даже	3	8
23	в первой	1	8
24	как раз	2	7
25	в его	8	7
26	с другой	4	7
27	во второй	2	7
28	но не	2	7
29	еще не	4	6
30	в этой	13	6
31	он не	3	6
32	в их	2	6
33	к тому	2	6
34	для него	1	6
35	о том	2	6
36	того же	5	5
37	той же	3	5
38	в самом	1	5
39	в слове	2	5
40	в мире	1	5
41	в сущности	6	5
42	что и	1	5
43	уже не	2	5
44	в конце	9	5
45	никогда не	2	5
46	и т.п	12	5
47	в свою	1	5
48	прежде всего	8	5
49	в результате	4	5
50	другой стороны	3	5
51	принадлежит к	1	4
52	и на	11	4
53	что он	4	4
54	в своем	3	4
55	и как	3	4
56	что по	1	4
57	и к	2	4
58	таким образом	20	4
59	в итоге	1	4
60	в одном	1	4
61	свою очередь	1	4
62	и сам	3	4
63	можно сказать	1	4
64	себя в	2	4
65	далеко не	5	4
66	о чем	2	4
67	в данном	1	4
68	все же	3	4
69	перед нами	4	4
70	с новыми	1	3
71	здесь и	3	3
72	мы не	1	3
73	говорить о	1	3
74	в целом	1	3
75	уже в	2	3
76	здесь не	3	3
77	но как	3	3
78	если в	2	3
79	а всего	1	3
80	что они	2	3
81	как в	2	3
82	с этим	1	3
83	с их	1	3
84	роль в	3	3
85	тому же	1	3
86	подобно тому	3	3
87	в году	3	3
88	то же	10	3
89	не будет	1	3
90	его в	9	3
91	ко второму	1	3
92	и того	1	3
93	одного и	1	3
94	точки зрения	4	3
95	и без	1	3
96	не столько	2	3
97	все это	4	3
98	до известной	1	3
99	в то	10	3
100	дело не	1	3
101	ничего не	1	3
102	же время	8	3
103	с ее	3	3
104	в ее	3	3
105	данном случае	1	3
106	так в	1	3
107	жизнь и	4	3
108	именно в	2	3
109	дело с	1	3
110	на языке	3	3
111	во всем	1	3
112	этом отношении	1	3
113	в особенности	2	3
114	еще и	7	3
115	он и	5	3
116	известной степени	1	3
117	к этому	2	3
118	отношения к	1	2
119	самом деле	1	2
120	по преимуществу	3	2
121	в литературу	1	2
122	и он	1	2
123	в ней	3	2
124	со всеми	1	2
125	конечном счете	1	2
126	в общем	1	2
127	отличие от	1	2
128	это и	5	2
129	как к	3	2
130	но в	12	2
131	в противоположность	1	2
132	бы и	1	2
133	все эти	9	2
134	в тех	1	2
135	в себе	3	2
136	после чего	1	2
137	так сказать	2	2
138	на его	2	2
139	что она	1	2
140	в нем	5	2
141	о которой	1	2
142	видеть в	1	2
143	не как	1	2
144	и вот	3	2
145	о его	2	2
146	например как	1	2
147	и по	5	2
148	этом он	2	2
149	входит в	1	2
150	это не	5	2
151	в жизни	2	2
152	в них	7	2
153	не мог	2	2
154	или точнее	1	2
155	с точки	2	2
156	в отличие	1	2
157	но они	4	2
158	даже в	1	2
159	вплоть до	1	2
160	дело в	2	2
161	которого он	1	2
162	по своей	3	2
163	его за	1	2
164	в себя	2	2
165	в дальнейшем	3	2
166	те же	1	2
167	в борьбе	1	2
168	в новом	2	2
169	поэтому в	2	2
170	об этом	1	2
171	и здесь	3	2
172	о своей	2	2
173	в конечном	1	2
174	в форме	1	2
175	тех пор	1	2
176	один из	4	2
177	но с	1	2
178	только в	2	2
179	то в	3	2
180	и ее	1	2
181	с одной	2	2
182	все они	5	2
183	для всех	1	2
184	в большинстве	6	2
185	мы можем	3	2
186	тем что	4	2
187	указание на	1	2
188	одной стороны	2	2
189	как сам	1	2
190	в романе	10	2
191	говорит о	1	2
192	в соответствии	1	2
193	женскому полу	1	2
194	на эту	3	2
195	там где	3	2
196	что мы	1	2
197	не может	2	2
198	и потому	1	2
199	по своему	4	2
200	в той	2	2
201	тому как	3	2
202	да и	2	2
203	этого слова	1	2
204	и для	2	2
205	и от	1	2
206	мира и	4	2
207	хотя и	2	2
208	и все	13	2
209	не более	1	2
210	не должен	1	2
211	то что	4	2
212	о своем	2	2
213	сказать что	5	2
214	а также	2	2
215	как известно	2	1
216	к последующему	1	1
217	библии ведь	1	1
218	человека и	1	1
219	связана с	4	1
220	на самом	4	1
221	границ и	1	1
222	видом и	1	1
223	и есть	4	1
224	перед лицом	2	1
225	из самых	1	1
226	и до	5	1
227	из его	1	1
228	с таким	2	1
229	в доме	3	1
230	есть на	1	1
231	мы уже	10	1
232	при анализе	1	1
233	время от	1	1
234	как было	1	1
235	в полной	1	1
236	был еще	2	1
237	и был	1	1
238	в таком	1	1
239	он был	2	1
240	он сам	1	1
241	на их	2	1
242	этом и	1	1
243	всего этого	1	1
244	жизнью но	1	1
245	не все	1	1
246	отношение к	1	1
247	были глубоко	1	1
248	за пределы	1	1
249	один и	2	1
250	и первый	2	1
251	независимо от	1	1
252	это игра	1	1
253	этом же	1	1
254	напомним что	1	1
255	самом начале	1	1
256	мир и	2	1
257	сливается с	1	1
258	и у	2	1
259	идет не	1	1
260	бы не	2	1
261	речи также	1	1
262	это разделение	1	1
263	всего к	1	1
264	раз в	2	1
265	обычной жизненной	1	1
266	и тот	2	1
267	о ее	1	1
268	удовольствием и	1	1
269	на то	1	1
270	что каждая	2	1
271	переодеваниями и	1	1
272	в отдельности	1	1
273	время и	2	1
274	однако он	1	1
275	в силу	1	1
276	на жизнь	1	1
277	чтобы их	1	1
278	но дело	1	1
279	здесь мы	1	1
280	а затем	3	1
281	связанных с	2	1
282	есть одна	1	1
283	этой традиции	3	1
284	большинстве случаев	5	1
285	это было	1	1
286	есть и	4	1
287	же образом	1	1
288	рядом с	5	1
289	в самую	1	1
290	мировой литературы	2	1
291	а за	1	1
292	литературе как	1	1
293	года и	2	1
294	в один	2	1
295	остается в	1	1
296	со всей	1	1
297	судьбы можно	1	1
298	всех этих	3	1
299	несовместимое с	1	1
300	на таких	1	1
301	и становится	1	1
302	в эту	3	1
303	бы на	2	1
304	в своей	5	1
305	право на	1	1
306	особенности же	1	1
