N	3gram	Propp_Isto_1	FransuaR
1	в большинстве случаев	4	5
2	более или менее	5	3
3	но и в	2	3
4	для того чтобы	1	3
5	таким образом и	1	3
6	с другой стороны	5	3
7	с самого начала	2	3
8	таким образом в	1	3
9	подобно тому как	1	3
10	один и тот	2	2
11	на самом же	1	2
12	образом и здесь	1	2
13	с одной стороны	4	2
14	это своего рода	1	2
15	это конечно не	2	2
16	и тот же	2	2
17	самом же деле	1	2
18	до наших дней	1	2
19	не только в	1	2
20	в то время	3	2
21	о том что	3	2
22	если бы он	1	1
23	и в конце	1	1
24	но это конечно	1	1
25	дело в том	3	1
26	и др но	1	1
27	лежащего в основе	1	1
28	то же самое	3	1
29	при всем их	1	1
30	одной стороны и	1	1
31	но все это	1	1
32	до сих пор	5	1
33	из них в	1	1
34	до известной степени	1	1
35	и на них	1	1
36	при этом он	1	1
37	элементы при всем	1	1
38	сказать что и	1	1
39	в этом отношении	1	1
40	немедленно после этого	1	1
41	за то что	1	1
42	в том случае	1	1
43	здесь мы видим	1	1
44	в это время	1	1
45	то время как	3	1
46	это один из	2	1
47	но в то	1	1
48	на первый взгляд	2	1
49	тесно связана с	1	1
50	смысле этого слова	1	1
51	в отличие от	2	1
52	что образ женщины	1	1
53	в мифе о	1	1
54	все же не	2	1
55	в связи с	3	1
56	это не значит	1	1
57	как мы увидим	2	1
58	и в соответствии	1	1
59	не может быть	7	1
60	перед нами как	1	1
61	же самое что	2	1
62	в дальнейшем он	1	1
63	с того что	3	1
64	и др это	1	1
65	мы видим что	8	1
66	тех или иных	1	1
67	или даже два	1	1
68	так и по	1	1
69	в соответствии с	1	1
70	в том что	4	1
71	соответствии с этим	1	1
72	все это не	1	1
73	что и в	1	1
74	к тому же	1	1
75	из дальнейшего развития	1	1
76	мы видели что	2	1
