N	2gram	Bakhtin_sl_2	Istorich
1	и в	39	28
2	и т	35	25
3	может быть	37	25
4	т д	2	22
5	а не	14	15
6	не может	20	15
7	никогда не	7	14
8	для нас	5	13
9	то же	4	12
10	не только	24	12
11	что в	3	12
12	только в	5	11
13	мы не	2	10
14	все же	6	10
15	и что	1	10
16	что он	2	10
17	мы увидим	2	10
18	но и	21	10
19	прежде всего	8	10
20	не в	9	9
21	так и	15	9
22	о том	2	9
23	то что	2	9
24	в том	5	9
25	и не	22	9
26	в этом	16	8
27	но в	6	8
28	таким образом	8	8
29	не всегда	2	8
30	в ней	3	7
31	это не	5	7
32	еще не	7	7
33	и здесь	2	7
34	и др	4	7
35	том что	5	7
36	в этих	7	7
37	а в	4	7
38	в этой	1	6
39	его в	4	6
40	для изучения	1	6
41	тем не	1	6
42	не менее	4	6
43	что и	3	6
44	так как	4	6
45	с другой	5	6
46	вместе с	2	6
47	например в	5	5
48	должна быть	3	5
49	в своем	6	5
50	более или	2	5
51	увидим что	1	5
52	что она	1	5
53	или менее	2	5
54	дело не	1	5
55	в дальнейшем	2	5
56	в его	7	5
57	но не	6	5
58	в качестве	1	5
59	в одном	2	5
60	до сих	2	5
61	попадает в	1	5
62	сих пор	2	5
63	или в	2	5
64	не знает	2	5
65	сказать что	3	5
66	другой стороны	1	5
67	героя в	3	5
68	и даже	7	4
69	и для	5	4
70	и на	4	4
71	между собой	1	4
72	то мы	1	4
73	одним словом	2	4
74	чем это	1	4
75	не все	2	4
76	с этим	2	4
77	все эти	6	4
78	на то	1	4
79	но все	5	4
80	об этом	1	4
81	и с	9	4
82	как и	6	4
83	даже в	2	4
84	на него	2	4
85	в основе	4	4
86	связи с	3	4
87	здесь не	4	4
88	в пределах	13	4
89	так в	2	4
90	другими словами	1	4
91	того что	1	4
92	с одной	5	4
93	в большинстве	6	4
94	большинстве случаев	5	4
95	к ним	1	4
96	а именно	2	4
97	превращается в	1	4
98	один из	5	4
99	одной стороны	5	4
100	могут быть	7	4
101	там где	6	4
102	все это	16	4
103	в связи	2	4
104	это так	1	4
105	хотя бы	3	4
106	но это	3	4
107	обстоит дело	2	4
108	но оно	2	4
109	и другие	2	4
110	они не	2	4
111	также и	2	3
112	не знают	1	3
113	видели что	1	3
114	по отношению	4	3
115	не просто	1	3
116	перед нами	3	3
117	могли бы	1	3
118	точку зрения	3	3
119	при этом	7	3
120	и по	1	3
121	на этом	3	3
122	в другом	2	3
123	не с	3	3
124	этот материал	1	3
125	в их	2	3
126	бы быть	1	3
127	очень разнообразны	1	3
128	по себе	5	3
129	в то	4	3
130	на котором	2	3
131	дело в	2	3
132	с материалом	2	3
133	того как	2	3
134	утверждать что	1	3
135	должен быть	2	3
136	как мы	7	3
137	для этого	4	3
138	и должно	1	3
139	или на	2	3
140	представления о	1	3
141	в какой	1	3
142	во всем	4	3
143	должен был	1	3
144	и его	33	3
145	уже не	5	3
146	не можем	1	3
147	или даже	3	3
148	и их	5	3
149	тем что	1	3
150	в форме	2	3
151	эти формы	4	3
152	именно в	2	3
153	мы еще	1	3
154	как это	3	3
155	отношению к	4	3
156	к сожалению	1	3
157	отношения к	4	2
158	одним из	2	2
159	и потому	7	2
160	и между	2	2
161	оно может	2	2
162	в зависимости	4	2
163	зависимости от	4	2
164	подчеркнуть что	2	2
165	к своему	9	2
166	на них	2	2
167	во всех	12	2
168	как таковая	1	2
169	то он	1	2
170	точка зрения	2	2
171	значение и	1	2
172	должны были	1	2
173	отличие от	13	2
174	связи и	2	2
175	как в	13	2
176	без другого	1	2
177	один только	1	2
178	однако не	1	2
179	как уже	2	2
180	и как	3	2
181	за собой	1	2
182	в целом	1	2
183	он в	1	2
184	которые в	2	2
185	в себе	2	2
186	как он	2	2
187	свой материал	1	2
188	в нем	19	2
189	связанные с	4	2
190	он не	2	2
191	всех этих	4	2
192	материала и	3	2
193	и тем	1	2
194	но уже	1	2
195	они часто	1	2
196	мы видели	2	2
197	ведет к	1	2
198	должно быть	1	2
199	на первый	1	2
200	для него	7	2
201	что такое	1	2
202	в такой	1	2
203	в отличие	12	2
204	только для	1	2
205	однако в	2	2
206	в таких	1	2
207	как о	2	2
208	самого начала	1	2
209	тогда когда	2	2
210	одна из	4	2
211	д если	1	2
212	очень мало	1	2
213	по своей	1	2
214	только с	2	2
215	не могут	5	2
216	в высокой	1	2
217	в области	2	2
218	и этим	1	2
219	с самого	1	2
220	приводит к	1	2
221	еще в	1	2
222	поэтому в	1	2
223	с ним	7	2
224	ничего не	1	2
225	о нем	2	2
226	но мы	2	2
227	нас в	1	2
228	между тем	3	2
229	во всей	1	2
230	и только	1	2
231	от этих	1	2
232	здесь в	3	2
233	даже на	3	2
234	в ту	1	2
235	в свете	3	2
236	и она	1	2
237	большей или	1	2
238	с той	1	2
239	одной из	1	2
240	дело с	4	2
241	правда и	2	2
242	их не	1	2
243	именно на	2	2
244	себя в	8	2
245	для всех	4	2
246	борьбы с	3	2
247	оно в	1	2
248	это значение	1	2
249	его и	2	2
250	вовсе не	10	2
251	как раз	1	2
252	в особенности	3	2
253	даже не	1	2
254	что не	1	2
255	говорит о	1	2
256	в некоторых	3	2
257	связано с	3	2
258	в немецкой	1	2
259	не на	1	2
260	зависит от	1	2
261	его как	2	2
262	вступает в	1	2
263	xix века	4	2
264	конечно не	5	2
265	этих случаях	2	2
266	как бы	7	2
267	именно так	1	2
268	хотя он	1	2
269	с изучением	1	2
270	в основном	4	2
271	не знаем	2	2
272	нисколько не	1	2
273	и часто	3	2
274	и от	3	2
275	от степени	1	2
276	всякого рода	1	2
277	ни к	2	2
278	или меньшей	1	2
279	в рамках	1	2
280	в виде	2	2
281	в частности	1	2
282	это было	1	2
283	к этому	1	2
284	можно говорить	2	1
285	речь идет	1	1
286	не должны	1	1
287	не остается	1	1
288	только единичные	1	1
289	их особенно	1	1
290	он может	1	1
291	это и	2	1
292	исторический материал	1	1
293	в средние	1	1
294	и исторические	2	1
295	и есть	1	1
296	ту же	3	1
297	те же	2	1
298	ведь и	2	1
299	и этот	1	1
300	форм этой	1	1
301	этом направлении	1	1
302	мы уже	2	1
303	его не	4	1
304	а как	1	1
305	есть не	1	1
306	социальной и	1	1
307	себе как	2	1
308	та же	1	1
309	например у	2	1
310	что уже	1	1
311	всяком сюжете	1	1
312	или с	1	1
313	он как	1	1
314	говорить о	3	1
315	эпохи в	1	1
316	а путем	1	1
317	и иначе	1	1
318	как миф	1	1
319	слова эти	1	1
