N	3gram	Propp_Russ_2	Psycholo
1	для того чтобы	6	19
2	в том что	18	12
3	все то что	1	11
4	о том что	4	10
5	на то что	1	6
6	можно было бы	1	4
7	то что в	1	3
8	одна из них	1	3
9	так же как	4	3
10	в том чтобы	2	3
11	смысле этого слова	1	3
12	так как это	1	3
13	и в этом	1	3
14	во всяком случае	1	3
15	это и есть	1	3
16	с одной стороны	2	3
17	потому что он	1	2
18	о том как	1	2
19	во всех этих	1	2
20	вместе с тем	4	2
21	но может быть	1	2
22	в это время	1	2
23	то время как	1	2
24	с другой стороны	1	2
25	таким образом в	1	2
26	в то время	2	2
27	а как раз	1	2
28	мы уже знаем	1	2
29	и т д	5	2
30	что иное как	2	1
31	совершенно очевидно что	1	1
32	том что это	3	1
33	как это имело	1	1
34	подобно тому как	3	1
35	перед нами когда	1	1
36	же как и	2	1
37	или во всяком	1	1
38	мы не можем	2	1
39	но далеко не	1	1
40	у нас на	1	1
41	нужно было бы	1	1
42	из того что	1	1
43	и таким образом	1	1
44	до некоторой степени	1	1
45	если бы герой	1	1
46	правильнее было бы	1	1
47	и одна из	1	1
48	можно найти в	1	1
49	и в некоторых	2	1
50	для нас совершенно	1	1
51	один из них	1	1
52	на первый взгляд	1	1
53	в свою очередь	1	1
54	нами когда мы	1	1
55	дело в том	1	1
56	тесно связаны с	1	1
57	утверждает что у	1	1
58	том что они	1	1
59	во всем этом	1	1
60	а может быть	1	1
61	и вокруг него	1	1
62	не может быть	3	1
63	не что иное	2	1
64	тем и другим	1	1
65	к выводу что	1	1
66	как раз наоборот	1	1
67	ни одна из	1	1
68	можно сказать что	1	1
69	с тем и	1	1
70	они как бы	1	1
71	в этой же	1	1
72	как мы уже	1	1
73	что в этот	1	1
