N	2gram	Losev_Vlad_1	Dialekti
1	не есть	1	40
2	и не	17	30
3	и т	2	21
4	т д	2	19
5	и в	31	18
6	точки зрения	2	17
7	ничего не	3	17
8	может быть	6	17
9	и есть	1	16
10	в нем	4	16
11	ни в	2	15
12	так что	10	15
13	потому что	11	14
14	а не	1	14
15	не только	24	13
16	и даже	15	13
17	то что	18	13
18	что в	14	13
19	в этом	14	12
20	было бы	2	12
21	если бы	1	12
22	и что	6	12
23	не может	6	12
24	учение о	2	11
25	в себе	4	11
26	что он	12	11
27	так как	8	11
28	все это	5	11
29	то же	6	10
30	есть нечто	1	10
31	наука не	1	10
32	несмотря на	4	10
33	что такое	2	10
34	прежде всего	1	10
35	сказать что	7	10
36	и то	10	9
37	отнюдь не	3	9
38	так и	6	9
39	это не	1	9
40	том что	14	9
41	никогда не	9	9
42	в том	11	9
43	ясно что	2	8
44	но это	3	8
45	в каком	2	8
46	к нему	4	8
47	совершенно не	2	8
48	также и	10	7
49	и как	4	7
50	то в	1	7
51	что она	2	7
52	что не	1	7
53	не существует	1	7
54	вовсе не	5	7
55	не просто	1	7
56	но и	19	7
57	хотя бы	2	6
58	в чем	2	6
59	но в	12	6
60	с другой	3	6
61	и вот	3	6
62	не в	5	6
63	она не	1	6
64	в то	8	6
65	с ним	5	6
66	никак не	4	6
67	можно сказать	6	6
68	ни с	4	6
69	не было	5	6
70	да и	4	6
71	и ни	2	6
72	я не	4	5
73	и он	3	5
74	отношение к	3	5
75	в своем	4	5
76	все же	3	5
77	себе не	1	5
78	в противоположность	1	5
79	на то	5	5
80	и с	14	5
81	и мы	2	5
82	а потом	1	5
83	в этих	1	5
84	но если	1	5
85	в отношении	3	5
86	есть только	1	5
87	в дальнейшем	8	5
88	не с	1	5
89	мы должны	2	5
90	он сам	2	5
91	в особенности	4	5
92	говорит о	1	5
93	и пр	1	5
94	она есть	1	5
95	об отношении	1	5
96	или не	1	5
97	а в	9	5
98	это и	2	4
99	почти всегда	1	4
100	каком случае	1	4
101	даже просто	1	4
102	то я	1	4
103	как он	4	4
104	одно и	1	4
105	об этом	7	4
106	нисколько не	2	4
107	и более	1	4
108	на всю	2	4
109	и притом	3	4
110	это мы	2	4
111	наука и	2	4
112	же время	4	4
113	к ней	4	4
114	к тому	3	4
115	как мы	9	4
116	только то	1	4
117	и вообще	4	4
118	о том	11	4
119	от него	2	4
120	но не	3	4
121	не мешает	1	4
122	с какой	1	4
123	в котором	6	4
124	в конце	9	4
125	для меня	4	4
126	мы можем	1	4
127	как раз	7	4
128	больше того	1	4
129	как это	7	4
130	хотя и	4	4
131	собственно говоря	3	4
132	так же	1	4
133	другой стороны	3	4
134	во всяком	2	4
135	отношения к	1	3
136	самом деле	1	3
137	только потому	1	3
138	есть не	1	3
139	и тут	2	3
140	но она	3	3
141	в ней	1	3
142	мысли и	4	3
143	на самом	1	3
144	к богу	1	3
145	что они	3	3
146	склонность к	1	3
147	говорит что	4	3
148	более или	3	3
149	конечно не	2	3
150	но эта	1	3
151	в самом	2	3
152	от бога	1	3
153	он не	10	3
154	и еще	2	3
155	то как	2	3
156	содержит в	1	3
157	но все	1	3
158	этом смысле	4	3
159	в них	2	3
160	или менее	3	3
161	в их	1	3
162	что я	2	3
163	же тут	1	3
164	и почти	2	3
165	даже в	2	3
166	тому что	1	3
167	вплоть до	1	3
168	на себе	1	3
169	случае не	1	3
170	но только	3	3
171	в разных	1	3
172	в науке	3	3
173	только с	1	3
174	уже и	2	3
175	указывает на	2	3
176	больше ничего	1	3
177	и о	2	3
178	стороны не	1	3
179	жизнь и	3	3
180	что и	5	3
181	один из	4	3
182	но с	1	3
183	только в	9	3
184	только на	3	3
185	но что	3	3
186	даже и	9	3
187	даже не	2	3
