N	2gram	Tiupa_Narr_1	Formalny
1	и в	11	24
2	в его	6	23
3	прежде всего	4	22
4	и не	23	20
5	так и	5	18
6	точки зрения	5	16
7	не может	8	16
8	в этом	12	15
9	в нем	4	14
10	может быть	15	14
11	таким образом	1	13
12	с точки	1	13
13	и т	1	12
14	в своем	3	11
15	как и	13	11
16	в своей	5	11
17	в их	1	11
18	не менее	3	11
19	в ней	4	10
20	то же	8	10
21	и ее	3	10
22	и его	10	10
23	а не	13	10
24	в то	4	9
25	и потому	1	9
26	все это	1	9
27	и на	5	8
28	как в	4	8
29	т д	1	8
30	и с	3	8
31	лишь в	3	8
32	не в	6	8
33	же время	4	8
34	в ее	1	8
35	произведения и	1	8
36	именно в	3	8
37	то что	9	8
38	в свою	2	8
39	на самом	1	7
40	с ее	2	7
41	не только	31	7
42	жизни и	6	7
43	до конца	2	7
44	и от	2	7
45	но и	27	7
46	еще не	4	6
47	самом деле	3	6
48	отнюдь не	2	6
49	более или	1	6
50	в целом	3	6
51	в этой	6	6
52	как бы	6	6
53	входит в	2	6
54	или менее	1	6
55	она не	2	6
56	свою очередь	2	6
57	в пределах	2	6
58	и здесь	1	6
59	до сих	2	6
60	в том	8	6
61	на литературу	1	6
62	как это	3	6
63	художественное произведение	1	6
64	сих пор	2	6
65	и все	3	6
66	а в	13	6
67	бы ни	1	5
68	хотя бы	2	5
69	во всех	1	5
70	но в	7	5
71	в самом	6	5
72	при этом	19	5
73	по себе	4	5
74	не могло	2	5
75	и до	1	5
76	у нас	3	5
77	должен быть	1	5
78	как мы	2	5
79	в литературе	4	5
80	того что	4	5
81	только на	2	5
82	со стороны	8	5
83	с другой	2	5
84	в искусстве	1	5
85	с его	4	4
86	по отношению	3	4
87	и к	1	4
88	в которой	1	4
89	главным образом	1	4
90	не как	1	4
91	не из	1	4
92	в мире	4	4
93	с другими	1	4
94	друг друга	2	4
95	оно не	2	4
96	при таком	1	4
97	никогда не	4	4
98	если бы	7	4
99	для этого	1	4
100	в формах	1	4
101	мы увидим	1	4
102	всяком случае	2	4
103	с одной	1	4
104	одной стороны	1	4
105	в связи	2	4
106	в частности	14	4
107	отношению к	3	4
108	быть и	2	4
109	что в	3	4
110	к этой	1	4
111	так же	1	4
112	во всяком	2	4
113	это и	1	3
114	мы не	3	3
115	по аналогии	1	3
116	зависимости от	2	3
117	бы то	1	3
118	но не	4	3
119	со всеми	1	3
120	значение и	1	3
121	отношение к	1	3
122	и читатель	1	3
123	все же	4	3
124	когда он	1	3
125	целый ряд	1	3
126	и как	3	3
127	и наконец	1	3
128	в себе	6	3
129	человек не	1	3
130	так сказать	2	3
131	он не	3	3
132	так например	1	3
133	то ни	1	3
134	значение в	1	3
135	его в	1	3
136	в жизни	3	3
137	произведение как	1	3
138	кругозора и	3	3
139	нельзя понять	1	3
140	они не	1	3
141	тем самым	5	3
142	но для	3	3
143	не о	2	3
144	связи с	2	3
145	сводится к	3	3
146	не по	4	3
147	отличается от	1	3
148	к тому	6	3
149	здесь не	2	3
150	ясно что	1	3
151	особенно в	2	3
152	наконец в	1	3
153	как она	2	3
154	один из	6	3
155	для него	4	3
156	в особенности	2	3
157	и даже	2	3
158	в области	2	3
159	бытия в	1	3
160	не было	3	3
161	его как	1	3
162	произведение в	1	3
163	на фоне	1	3
164	но это	1	3
165	у них	1	3
166	с помощью	1	3
167	же в	2	3
168	между ними	2	3
169	что он	3	3
170	же как	1	2
171	чтобы не	1	2
172	в эстетике	1	2
173	тех же	1	2
174	в зависимости	2	2
175	в году	2	2
176	в предыдущей	1	2
177	последней в	1	2
178	во внешнем	1	2
179	как если	2	2
180	своей работе	1	2
181	а только	1	2
182	и всякий	1	2
183	друг от	1	2
184	идет о	3	2
185	с этим	1	2
186	в него	1	2
187	в действительности	1	2
188	глава вторая	2	2
189	впечатление что	1	2
190	в произведении	2	2
191	не приходится	1	2
192	в литературном	1	2
193	в нашем	3	2
194	не могла	2	2
195	и вот	2	2
