N	3gram	Voloshinov_1	Myshleni
1	в том что	3	21
2	с точки зрения	20	18
3	для того чтобы	3	10
4	с одной стороны	1	7
5	в высшей степени	3	7
6	в связи с	7	6
7	во всяком случае	2	6
8	не может быть	13	6
9	по отношению к	2	5
10	можно было бы	2	5
11	на этот вопрос	3	5
12	в самом деле	9	4
13	в последнее время	1	4
14	в том числе	2	3
15	в отличие от	5	3
16	том числе и	2	3
17	как мы уже	1	3
18	лежит в основе	1	3
19	смысле этого слова	2	3
20	в этом отношении	3	3
21	более или менее	1	2
22	по ту сторону	1	2
23	на самом деле	1	2
24	подобно тому как	1	2
25	в этом смысле	2	2
26	хотя бы и	1	2
27	или во всяком	1	2
28	само по себе	1	2
29	то же самое	3	2
30	вовсе не в	1	2
31	и в самом	1	2
32	вопрос о том	2	2
33	является необходимым условием	1	2
34	друг от друга	1	2
35	сама по себе	2	2
36	друг с другом	1	2
37	точки зрения и	1	1
38	этой проблемы в	1	1
39	между тем мы	1	1
40	сводится к тому	2	1
41	и более или	1	1
42	прежде всего как	1	1
43	и есть его	1	1
44	этой точки зрения	1	1
45	не следует что	1	1
46	являются с точки	1	1
47	этого слова как	1	1
48	к этой проблеме	1	1
49	как и во	1	1
50	какого бы то	2	1
51	один и тот	3	1
52	ибо как мы	1	1
53	речь и ее	1	1
54	на первый план	2	1
55	эта проблема является	1	1
56	до сих пор	8	1
57	не имеют ничего	1	1
58	как и все	2	1
59	тот или иной	1	1
60	мы не будем	3	1
61	бы то ни	8	1
62	речи как и	1	1
63	мира и он	1	1
64	на самом же	2	1
65	вместо того чтобы	1	1
66	с тем что	1	1
67	проблемы как проблема	1	1
68	совершенно так же	1	1
69	или хотя бы	2	1
70	проблема внутренней речи	1	1
71	рано или поздно	1	1
72	социальной среде в	1	1
73	ничего не имеет	1	1
74	лишь в процессе	1	1
75	как если бы	2	1
76	и вовсе не	1	1
77	в тот или	1	1
78	не в начале	1	1
79	в процессе своего	1	1
80	в применении к	1	1
81	все же и	1	1
82	и т.д но	1	1
83	сами по себе	1	1
84	в данный момент	2	1
85	то ни было	8	1
86	таким образом и	1	1
87	и тот же	3	1
88	отсюда следует что	2	1
89	все без исключения	3	1
90	мы тем самым	1	1
91	что он является	1	1
92	не могут быть	2	1
93	связаны между собой	1	1
94	по себе лишено	1	1
95	все более и	1	1
96	социологической точки зрения	1	1
97	и т.п но	1	1
98	с другой стороны	5	1
99	и т.п в	3	1
100	так же как	2	1
101	упускается из виду	2	1
102	в социальной среде	1	1
103	внутренней речи и	2	1
104	связи с этим	3	1
105	ничего общего с	2	1
106	дело идет о	1	1
107	с самого начала	4	1
108	не только не	1	1
109	как бы ни	1	1
110	более и более	1	1
111	фактический материал и	1	1
112	той или иной	1	1
113	как он является	1	1
114	можно сказать что	3	1
115	и с точки	1	1
116	точки зрения она	1	1
117	между словом и	1	1
118	самом деле если	2	1
119	речи таким образом	1	1
120	самом же деле	2	1
121	в совершенно иной	1	1
122	том что он	1	1
123	имеют ничего общего	1	1
124	как мы видели	1	1
125	обусловлены прежде всего	1	1
