N	3gram	Losev_Vlad_1	formyVre
1	то же время	4	9
2	как мы уже	3	8
3	в то же	4	6
4	и в то	2	5
5	в связи с	1	5
6	для того чтобы	2	5
7	как раз в	1	4
8	в этом отношении	1	3
9	одно и то	1	3
10	не может быть	3	3
11	в то время	2	3
12	и то же	1	3
13	в чем не	1	2
14	дело в том	4	2
15	мы уже сказали	2	2
16	и в особенности	1	2
17	также и в	1	2
18	как раз и	2	2
19	ни в чем	1	2
20	на другой день	1	2
21	вместе с тем	1	2
22	и в частности	2	2
23	то время как	1	2
24	не только в	2	2
25	с одной стороны	1	2
26	а также и	1	2
27	со всеми его	1	2
28	в том что	7	2
29	к тому же	2	2
30	а следовательно и	1	1
31	да и в	1	1
32	другой день после	1	1
33	по этому вопросу	1	1
34	в дальнейшем в	1	1
35	том что в	3	1
36	с ним но	1	1
37	в самом деле	1	1
38	и по существу	1	1
39	что мы и	1	1
40	в том же	1	1
41	всей его жизни	2	1
42	так и его	1	1
43	человек может быть	1	1
44	на первый план	2	1
45	но все это	1	1
46	весьма часто и	1	1
47	главным образом в	2	1
48	некоторые моменты его	1	1
49	и во многом	1	1
50	как мы увидим	2	1
51	и в дальнейшем	1	1
52	но он не	1	1
53	с тем что	1	1
54	в положительном смысле	1	1
55	и совсем не	1	1
56	большую роль в	1	1
57	и ничего не	1	1
58	в значительной мере	1	1
59	так как он	2	1
60	в это время	1	1
61	еще вовсе не	1	1
62	в особенности же	1	1
63	но в то	1	1
64	смысле этого слова	1	1
65	так и в	1	1
66	и в этом	1	1
67	и в быту	1	1
68	ни к какой	1	1
69	в этот момент	1	1
70	в разных местах	1	1
71	кроме того в	1	1
72	во всяком случае	2	1
73	мы будем называть	1	1
74	что касается до	1	1
75	и в том	1	1
76	мы уже видели	1	1
77	их жизни но	1	1
78	в свою очередь	1	1
79	и в отрицательном	1	1
80	о том что	7	1
81	но отнюдь не	1	1
82	всю его жизнь	1	1
83	на несколько дней	1	1
84	и в литературе	1	1
85	мы уже знаем	1	1
86	прямое и непосредственное	1	1
87	момент его жизни	1	1
88	в себе не	1	1
89	в жизни и	1	1
