N	2gram	Losev_Prob_3	Literetu
1	а не	18	20
2	и в	44	19
3	может быть	28	17
4	в стихотворении	2	13
5	своего рода	1	13
6	то же	13	12
7	и не	35	11
8	как и	10	10
9	в том	21	10
10	но и	10	10
11	в этом	17	9
12	в то	9	9
13	не может	7	9
14	такого рода	6	9
15	не только	14	8
16	и даже	14	8
17	с другой	7	8
18	слова и	3	7
19	том что	12	7
20	так и	10	7
21	с одной	2	7
22	то что	23	7
23	и на	1	6
24	в себе	8	6
25	при этом	4	6
26	однако в	2	6
27	не менее	10	6
28	себя в	2	6
29	одной стороны	1	6
30	но не	3	5
31	он не	8	5
32	в качестве	3	5
33	для всех	1	5
34	у нас	10	5
35	то есть	34	5
36	того что	8	5
37	вместе с	2	5
38	мы не	7	4
39	того же	2	4
40	так что	12	4
41	отнюдь не	10	4
42	едва ли	5	4
43	для него	3	4
44	точки зрения	5	4
45	не в	13	4
46	даже в	1	4
47	в ней	5	4
48	в его	9	4
49	и других	1	4
50	тем что	4	4
51	прежде всего	3	4
52	в частности	2	4
53	в искусстве	4	4
54	другой стороны	5	4
55	жизни и	6	4
56	что в	8	4
57	речь идет	1	3
58	одним из	1	3
59	и то	14	3
60	идет о	1	3
61	тем же	2	3
62	и он	1	3
63	я на	1	3
64	во всех	2	3
65	поскольку в	1	3
66	в этой	3	3
67	то и	5	3
68	в нем	9	3
69	перестает быть	1	3
70	в их	2	3
71	том чтобы	1	3
72	с точки	2	3
73	тем самым	5	3
74	вплоть до	1	3
75	не столько	2	3
76	никогда не	6	3
77	ничего не	3	3
78	и его	5	3
79	данном случае	7	3
80	не с	1	3
81	и с	9	3
82	быть может	1	3
83	в другом	2	3
84	но с	2	3
85	а в	5	3
86	так как	9	3
87	себе и	1	3
88	не знали	2	3
89	в данном	9	3
90	а именно	8	3
91	по существу	2	3
92	но это	8	3
93	в начале	2	3
94	и для	2	3
95	обращается к	1	3
96	на свою	1	3
97	и как	3	3
98	здесь поэт	1	3
99	что он	9	3
100	как на	2	3
101	и т	13	2
102	же как	3	2
103	слов но	1	2
104	и до	2	2
105	и за	2	2
106	той же	1	2
107	на первом	1	2
108	что нам	1	2
109	с ее	2	2
