N	2gram	Losev_Dial_4	Myslijsy
1	потому что	10	49
2	и в	15	24
3	в душе	1	23
4	может быть	17	23
5	то что	16	20
6	и не	30	19
7	в том	11	18
8	а не	18	18
9	что в	7	16
10	не только	8	15
11	по себе	13	15
12	при этом	2	13
13	не в	8	13
14	было бы	9	13
15	то же	9	12
16	мы можем	3	12
17	не может	11	12
18	мы не	9	11
19	таким образом	5	11
20	вместе с	2	11
21	если бы	6	11
22	что и	6	11
23	что мы	7	11
24	только в	7	11
25	как в	3	10
26	в себе	8	10
27	тогда когда	5	10
28	так что	6	10
29	так как	14	10
30	в нем	5	9
31	вовсе не	6	9
32	то и	2	9
33	но и	4	9
34	как бы	14	9
35	точно так	2	9
36	и на	5	8
37	в этом	11	8
38	том что	10	8
39	могут быть	3	8
40	а в	1	8
41	в чем	8	7
42	во всех	2	7
43	с этим	3	7
44	как и	7	7
45	между собою	2	7
46	зрения и	1	7
47	того как	2	7
48	не могут	2	7
49	быть может	1	7
50	прежде всего	11	7
51	тем что	2	7
52	того что	13	7
53	во всяком	2	7
54	и т	17	6
55	что если	3	6
56	и как	4	6
57	в состоянии	1	6
58	одного и	1	6
59	тем не	2	6
60	в то	6	6
61	не имеет	14	6
62	связи с	1	6
63	есть только	3	6
64	свою очередь	2	6
65	и только	2	6
66	не можем	1	6
67	в одном	4	6
68	заметить что	1	6
69	с другой	1	6
70	не было	2	6
71	не есть	40	6
72	в свою	3	6
73	что они	4	5
74	все же	2	5
75	уже в	1	5
76	бы не	2	5
77	на то	5	5
78	есть не	5	5
79	и уже	4	5
80	не от	1	5
81	не менее	2	5
82	по крайней	7	5
83	с ним	3	5
84	так и	5	5
85	о том	5	5
86	с другими	1	5
87	крайней мере	7	5
88	тот же	1	5
89	бы ни	2	5
90	из них	2	5
91	от того	2	5
92	в них	2	5
93	для того	5	5
94	в природе	3	5
95	что не	3	5
96	и их	2	5
97	только для	3	5
98	или не	4	5
99	в которой	2	5
100	а между	1	4
101	сам по	2	4
102	к другому	1	4
103	в самом	2	4
104	к общему	1	4
105	еще не	4	4
106	удовольствия и	1	4
107	но в	3	4
108	уже не	9	4
109	из этих	2	4
110	только один	1	4
111	как он	1	4
112	главным образом	2	4
113	и если	3	4
114	в нее	1	4
115	а вместе	1	4
116	сознание и	1	4
117	с тем	4	4
118	такой же	1	4
119	в котором	2	4
120	место в	1	4
121	стало быть	15	4
122	тем самым	3	4
123	для меня	2	4
124	и другое	2	4
125	образом в	1	4
126	подобно тому	4	4
127	одна из	1	4
128	должны быть	4	4
129	никогда не	2	4
130	и что	9	4
131	что он	7	4
132	с одной	1	4
133	как кажется	1	4
134	которые могут	1	4
135	и вместе	1	4
136	души и	1	4
137	в человеке	2	4
138	тому как	4	4
139	чувства и	2	4
140	что оно	7	4
141	от него	3	4
142	себе не	2	4
143	говоря о	1	3
144	человека и	2	3
145	и то	3	3
146	этого последнего	1	3
147	но тем	1	3
148	той же	5	3
149	есть нечто	2	3
150	но она	1	3
151	то это	1	3
152	же что	3	3
153	только тогда	5	3
154	очевидно что	1	3
155	со стороны	3	3
156	в нас	1	3
157	помнить что	1	3
158	хотя и	6	3
159	что это	13	3
160	думать что	2	3
161	с чем	1	3
162	что она	5	3
163	т д	15	3
164	о которой	1	3
165	не как	4	3
166	человека в	1	3
167	и может	2	3
168	его не	1	3
169	на все	2	3
170	его в	1	3
171	от одного	2	3
172	это не	12	3
173	и тем	6	3
174	о которых	1	3
175	и тогда	2	3
176	и при	2	3
177	себе в	1	3
178	быть не	2	3
179	того кто	1	3
180	в ней	5	3
181	и притом	3	3
182	в каком	5	3
183	только от	1	3
184	оно не	2	3
185	если мы	5	3
186	как не	2	3
187	что само	1	3
188	самое это	1	3
189	те же	1	3
190	мог бы	2	3
191	том как	2	3
192	мы в	1	3
193	в словах	3	3
194	и вообще	7	3
195	находится в	2	3
196	но мы	2	3
197	не имеем	2	3
198	от них	1	3
199	которые мы	2	3
200	и во	2	3
201	в языке	1	3
202	вслед за	1	3
203	которое мы	1	3
204	и у	1	3
205	одно из	1	3
206	не так	1	3
207	это будет	3	3
208	что на	2	3
209	на ней	1	3
210	что для	1	3
211	только по	1	3
212	есть явление	1	3
213	мы говорим	2	3
214	но это	4	3
215	и для	5	3
216	и от	1	3
217	и человек	1	3
218	и все	11	3
219	или нет	3	3
220	только что	2	3
221	с ними	4	3
222	все что	2	3
223	как на	1	3
224	предполагает что	1	2
225	на самом	1	2
226	самый предмет	1	2
227	и есть	19	2
228	чего не	3	2
229	когда это	1	2
230	которое может	1	2
231	отношения к	3	2
232	бы что	1	2
233	вопрос о	2	2
234	оба эти	1	2
235	собою и	1	2
236	с его	5	2
237	только после	2	2
238	то мы	3	2
239	не то	1	2
240	только потому	3	2
241	значение и	1	2
242	в общем	1	2
243	за пределы	3	2
244	сама по	5	2
245	общего с	3	2
246	от нашего	1	2
247	все эти	3	2
248	в нашем	1	2
249	и тот	1	2
250	как оно	1	2
251	время и	2	2
252	всех этих	1	2
253	одной и	3	2
254	и по	2	2
255	на этом	3	2
256	одно и	1	2
257	но все	2	2
258	мысль об	1	2
259	связанные с	1	2
260	в жизни	5	2
261	само собою	1	2
262	ни с	4	2
263	должно быть	2	2
264	что такое	5	2
265	это что	1	2
266	от себя	2	2
267	и той	3	2
268	мы находим	2	2
269	но он	1	2
270	это воспоминание	1	2
271	и действия	1	2
272	их в	1	2
273	или если	1	2
274	для нее	2	2
275	что есть	2	2
276	перед собою	1	2
277	или что	2	2
278	и его	7	2
279	что с	2	2
280	есть прежде	3	2
281	сказать что	6	2
282	знать что	1	2
283	были и	1	2
284	но только	5	2
285	того чтобы	5	2
286	явление совершенно	1	2
287	и весь	1	2
288	же время	6	2
289	с нами	1	2
290	этих последних	1	2
291	во всем	2	2
292	и чувства	1	2
293	не знали	1	2
294	у нас	3	2
295	превращается в	1	2
296	когда мы	1	2
297	и это	8	2
298	что все	4	2
299	в собственном	3	2
300	в себя	5	2
301	что может	1	2
302	было в	1	2
303	после того	1	2
304	и здесь	1	2
305	или от	22	2
306	это было	2	2
307	чувство удовольствия	3	2
308	и следовательно	3	2
309	если это	1	2
310	не зная	1	2
311	эти последние	1	2
312	этом смысле	4	2
313	один из	4	2
314	что только	1	2
315	мы видим	4	2
316	во времени	1	2
317	в теле	1	2
318	кроме этого	1	2
319	есть в	4	2
320	с нею	1	2
321	мы принуждены	1	2
322	и они	1	2
323	в нашей	2	2
324	а это	2	2
325	а то	1	2
326	не дает	2	2
327	и других	1	2
328	допустим что	2	2
329	прибавить что	1	2
330	но что	5	2
331	само по	4	2
332	такое же	1	2
333	себя и	3	2
334	в связи	1	2
335	так же	4	2
336	ко всем	1	2
337	и потому	3	2
338	как это	2	2
339	или по	4	2
340	она есть	10	2
341	этой последней	1	2
342	быть только	1	2
343	сравнении с	2	2
344	все это	9	2
345	не знаем	1	2
346	слова но	1	2
347	из себя	1	2
348	всем этом	1	2
349	в его	4	2
350	или в	7	2
351	что нет	1	2
352	о котором	1	2
353	бы в	4	2
354	мы должны	4	2
355	его уже	1	2
356	хотя бы	4	2
357	отношении к	2	2
358	даже при	1	2
359	нами не	1	2
360	но если	5	2
