N	4gram	Losev_Prob_1	EvropaiC
1	которых мы говорили выше	1	4
2	о которых мы говорили	1	4
3	заключается в том что	1	3
4	одного и того же	2	3
5	о которой мы говорили	1	2
6	одно и то же	1	1
7	том и в другом	1	1
8	в этом последнем случае	1	1
9	и с точки зрения	1	1
10	как мы видели выше	1	1
11	которой мы говорили выше	1	1
12	и в другом случае	1	1
13	что в настоящее время	1	1
14	и в том и	1	1
15	а может быть и	1	1
16	и уже одно это	1	1
17	не говоря уже о	1	1
18	только в этом случае	1	1
19	в том и в	1	1
20	в том что все	1	1
21	дело в том что	3	1
22	но для того чтобы	1	1
23	в то время как	1	1
