N	3gram	Bakhtin_Pr_3	Analitik
1	о том что	2	6
2	в том что	1	6
3	в данном случае	1	5
4	по отношению к	5	4
5	так и не	1	4
6	и в этом	2	4
7	в этом случае	2	4
8	к тому же	2	4
9	подобно тому как	2	3
10	в этом отношении	1	3
11	по крайней мере	3	3
12	той или иной	2	3
13	тем не менее	2	3
14	как и в	1	3
15	знаю что меня	1	2
16	в этом смысле	4	2
17	с точки зрения	4	2
18	в то же	12	2
19	и то что	1	2
20	в значительной степени	1	2
21	в отличие от	2	2
22	с другой стороны	3	2
23	то же время	12	2
24	и в самом	3	2
25	не только не	1	2
26	на то что	1	2
27	если бы он	1	1
28	а между тем	3	1
29	одних и тех	1	1
30	к чужому мнению	1	1
31	можно сказать что	1	1
32	как бы с	1	1
33	как бы не	1	1
34	как раз и	2	1
35	самого себя чтобы	1	1
36	с одной из	1	1
37	хотя бы и	2	1
38	он вообще не	1	1
39	самом деле не	1	1
40	с другим он	1	1
41	с самим собою	7	1
42	о себе не	1	1
43	себя за голову	1	1
44	со всех сторон	1	1
45	несмотря на то	1	1
46	конечно и слово	1	1
47	и тех же	1	1
48	ибо и в	1	1
49	как бы уже	2	1
50	на этот раз	1	1
51	и все его	1	1
52	и тот же	1	1
53	не в самом	1	1
54	и то же	1	1
55	и даже выражение	1	1
56	ведь и сам	2	1
57	в свою очередь	1	1
58	одно и то	1	1
59	прежде всего в	1	1
60	на жизнь и	1	1
61	не может быть	6	1
62	но и для	1	1
63	говорит не о	1	1
64	в самом деле	3	1
65	другой голос но	1	1
66	но и не	1	1
67	с собой он	1	1
68	на всем протяжении	1	1
69	к тому что	1	1
70	в отношении к	7	1
71	сама по себе	2	1
72	друг с другом	2	1
73	о своей собственной	1	1
74	возвращает нас к	1	1
75	потому что я	1	1
76	обратим внимание на	1	1
77	которого никогда не	2	1
78	не только для	1	1
79	с самим собой	6	1
