N	2gram	Bakhtin_KF_1	FransuaR
1	и в	24	49
2	то есть	1	32
3	прежде всего	2	19
4	в его	40	18
5	и на	3	17
6	не только	5	17
7	и его	17	17
8	в этом	14	15
9	и не	26	15
10	только в	16	13
11	но и	9	13
12	как и	5	11
13	и т.п	1	11
14	как бы	9	11
15	в этой	2	10
16	вовсе не	7	10
17	в средние	1	9
18	в нем	28	9
19	для него	8	9
20	и др	1	9
21	все это	10	9
22	отношение к	5	8
23	средние века	1	8
24	то же	5	7
25	все же	5	7
26	все эти	10	7
27	один из	2	7
28	не может	27	7
29	жизни и	8	7
30	мы уже	1	6
31	именно в	5	6
32	во всех	11	6
33	в истории	1	6
34	так и	2	6
35	и с	1	6
36	времени и	4	6
37	рядом с	3	6
38	точки зрения	12	6
39	но он	1	6
40	в то	3	6
41	же время	2	6
42	в себя	7	6
43	в литературе	1	6
44	то что	7	6
45	здесь в	1	6
46	так как	1	6
47	с точки	9	5
48	с его	1	5
49	но не	12	5
50	в своем	16	5
51	при этом	4	5
52	в эту	1	5
53	в своей	10	5
54	никогда не	5	5
55	тот же	1	5
56	может быть	45	5
57	относится к	1	5
58	и потому	2	5
59	и смерти	1	5
60	отношения к	1	4
61	и до	1	4
62	жить и	2	4
63	и к	1	4
64	но в	5	4
65	в себе	21	4
66	этот процесс	1	4
67	но все	5	4
68	лишь в	8	4
69	в жизни	2	4
70	в этих	1	4
71	с ним	5	4
72	одна из	1	4
73	в области	2	4
74	характер и	1	4
75	и во	1	4
76	этот момент	6	4
77	и чисто	1	4
78	а в	4	4
79	тем что	3	4
80	смерти и	1	4
81	не было	8	4
82	там где	5	4
83	и о	1	4
84	том что	4	4
85	в духе	1	4
86	нового времени	1	4
87	в своих	3	4
88	также и	1	3
89	в самом	1	3
90	своего развития	1	3
91	на первом	2	3
92	место в	5	3
93	жизни это	1	3
94	не был	1	3
95	менее всего	6	3
96	для которого	3	3
97	всех этих	3	3
98	но прежде	1	3
99	а затем	1	3
100	на все	1	3
101	и других	2	3
102	было бы	8	3
103	ни в	12	3
104	несмотря на	1	3
105	во всем	7	3
106	направлен на	1	3
107	в одном	4	3
108	их в	1	3
109	и под	2	3
110	его целом	10	3
111	этих последних	1	3
112	к этим	1	3
113	только с	3	3
114	и это	12	3
115	с ее	2	3
116	в ее	16	3
117	культуры и	5	3
118	связанных с	1	3
119	но здесь	3	3
120	в виду	3	3
121	о том	3	3
122	другими словами	1	3
123	в значительной	1	3
124	к нему	12	3
125	же в	1	3
126	что он	2	3
127	мире и	1	3
128	не дает	3	3
129	превращается в	1	3
130	связь с	1	3
131	первом плане	2	3
132	но эти	1	3
133	и все	7	3
134	в том	6	3
135	жизни в	5	3
136	мы здесь	2	2
137	в эстетике	1	2
138	на самом	3	2
139	видеть в	1	2
140	он как	1	2
141	его только	1	2
142	в ней	3	2
143	еще не	4	2
144	себе и	3	2
145	это и	2	2
146	же с	1	2
147	как к	2	2
148	та же	2	2
149	есть для	1	2
150	в нашем	1	2
151	думать что	2	2
152	имеем в	2	2
153	на то	1	2
154	вследствие этого	2	2
155	на его	1	2
156	перестает быть	1	2
157	содержит в	1	2
158	и за	2	2
159	значительной степени	1	2
160	было конечно	1	2
161	в мире	6	2
162	должен был	1	2
163	были в	1	2
164	смысл и	6	2
165	по поводу	1	2
166	в отношении	1	2
167	в их	8	2
168	жизнь и	2	2
169	и эти	2	2
170	мы должны	1	2
171	что в	4	2
172	существенная связь	1	2
173	того чтобы	2	2
174	ничего не	3	2
175	что только	2	2
176	к ней	1	2
177	здесь же	1	2
178	могут быть	3	2
179	здесь не	3	2
180	на основе	7	2
181	средних веков	1	2
182	особенно в	1	2
183	связанная с	1	2
184	и т.д	2	2
185	в другом	3	2
186	можно сказать	1	2
187	во все	1	2
188	нуждается в	1	2
189	всего что	1	2
190	уже во	1	2
191	в ту	2	2
192	одной из	1	2
193	целого и	1	2
194	всяком случае	1	2
195	именно на	2	2
196	со всеми	2	2
197	в качестве	2	2
198	события и	1	2
199	себе в	1	2
200	никто не	1	2
201	культура в	2	2
202	мы можем	1	2
203	и даже	1	2
204	смысла и	2	2
205	и своего	1	2
206	до конца	3	2
207	вместе с	1	2
208	в него	2	2
209	книге о	1	2
210	этого момента	1	2
211	всем что	1	2
212	но это	6	2
213	в смысле	6	2
214	не подлежит	1	2
215	сознания и	3	2
216	хотя и	1	2
217	лишь как	2	2
218	и смысл	2	2
219	творчества но	1	2
220	совершенно не	6	2
221	ко всему	5	2
222	включает в	2	2
223	ее в	1	2
224	и эта	2	2
225	это в	1	2
226	во всяком	1	2
227	все что	1	2
228	я имею	3	1
229	и то	2	1
230	утверждение что	1	1
231	самом деле	3	1
232	он может	2	1
233	этого мира	3	1
234	тем же	1	1
235	в котором	24	1
236	проникает в	5	1
237	что эти	1	1
238	прошлое и	3	1
239	должна быть	4	1
240	говоря о	1	1
241	и этот	3	1
242	свой мир	1	1
243	той же	1	1
244	из всех	1	1
245	здесь нам	1	1
246	мы имеем	5	1
247	бы что	1	1
248	единство и	1	1
249	время от	1	1
250	науки и	1	1
251	вся система	1	1
252	как я	1	1
253	мою жизнь	1	1
254	конечно и	1	1
255	того же	1	1
256	и он	1	1
257	всех сторон	1	1
258	может дать	3	1
259	для выражения	1	1
260	включенный в	1	1
261	в чем	4	1
262	и мира	1	1
263	за свое	4	1
264	ли его	1	1
265	единственный факт	1	1
266	мы будем	1	1
267	только тогда	1	1
268	по отношению	26	1
269	готовое и	2	1
270	независимо от	3	1
271	как в	2	1
272	выйти из	1	1
273	бы действительно	1	1
274	не будем	1	1
275	а чисто	1	1
276	и наконец	1	1
277	конечно не	7	1
278	от этого	2	1
279	есть его	2	1
280	где все	1	1
281	к чему	3	1
282	в которой	1	1
283	это есть	2	1
284	в целом	10	1
285	бы не	3	1
286	нами в	1	1
287	и тот	1	1
288	и будущее	2	1
289	моменты его	1	1
290	мира но	4	1
291	перевести его	1	1
292	культуры на	1	1
293	т.е не	2	1
294	их а	1	1
295	быть только	8	1
296	главным образом	1	1
297	оно было	1	1
298	к миру	1	1
299	он не	6	1
300	являются лишь	1	1
301	политики и	1	1
302	но нельзя	1	1
303	действительности и	1	1
304	в корне	2	1
305	новое и	1	1
306	к каждому	1	1
307	из него	3	1
308	его от	1	1
309	и по	1	1
310	на этом	1	1
311	всех своих	4	1
312	будем говорить	1	1
313	людей и	2	1
314	этом последнем	1	1
315	смысле в	2	1
316	могла бы	4	1
317	что все	1	1
318	об этом	1	1
319	в единстве	7	1
320	его в	5	1
321	входит в	3	1
322	это не	10	1
323	он есть	1	1
324	эти моменты	2	1
325	кажется что	2	1
326	которому и	1	1
327	и рядом	1	1
328	говорить в	1	1
329	она и	1	1
330	и отчетливый	1	1
331	нашего исследования	1	1
332	но лишь	6	1
333	место и	2	1
334	все моменты	1	1
335	не проникает	5	1
336	элемента в	1	1
337	в один	1	1
338	не мог	1	1
339	лучше всего	1	1
340	места в	4	1
341	но никто	1	1
342	его сила	1	1
343	не становится	1	1
344	и момент	4	1
345	то для	1	1
346	своих моментах	2	1
347	от времени	1	1
348	свой смысл	1	1
349	рождение и	1	1
350	значение для	1	1
351	не менее	3	1
352	культуры можно	1	1
353	совершенно иначе	1	1
354	образом и	1	1
355	исключительно на	1	1
356	не в	12	1
357	творчества и	1	1
358	над всеми	1	1
359	есть именно	2	1
360	том же	1	1
361	что этот	3	1
362	и единого	1	1
363	что эта	2	1
364	освободиться от	1	1
365	и есть	9	1
366	она не	1	1
367	было с	1	1
368	сознании в	1	1
369	из которых	2	1
370	он пытается	1	1
371	себя момент	1	1
372	как о	1	1
373	тогда когда	3	1
374	дело в	2	1
375	первая часть	1	1
376	здесь на	1	1
377	самого и	1	1
378	и имеет	1	1
379	чтобы стать	1	1
380	определенного и	2	1
381	и смерть	1	1
382	для всего	1	1
383	только не	1	1
384	на язык	3	1
385	или как	2	1
386	с соответствующим	1	1
387	таким путем	1	1
388	я не	6	1
389	и ценности	2	1
390	определения как	1	1
391	потому что	2	1
392	контекст в	1	1
393	и теперь	1	1
394	шире и	1	1
395	то этот	1	1
396	ее можно	1	1
397	с тем	2	1
398	точке зрения	1	1
399	существенную связь	2	1
400	к себе	2	1
401	и именно	2	1
402	есть только	1	1
403	вокруг него	2	1
404	к тому	1	1
405	т.е к	1	1
406	жизни этих	1	1
407	что уже	1	1
408	не есть	20	1
409	но из	1	1
410	для того	3	1
411	оно не	2	1
412	должен быть	7	1
413	место не	2	1
414	правда не	1	1
415	не делает	1	1
416	как не	1	1
417	и завершенное	1	1
418	в теоретических	6	1
419	которую и	1	1
420	него самого	1	1
421	здесь мы	4	1
422	если ты	3	1
423	и совершенно	3	1
424	и когда	2	1
425	именно момент	1	1
426	что может	1	1
427	поэтому мы	1	1
428	подойти к	1	1
429	можно только	1	1
430	выхода в	1	1
431	во второй	1	1
432	все остальные	1	1
433	слово и	1	1
434	поэтому в	1	1
435	с этого	2	1
436	если бы	8	1
437	для этого	2	1
438	но эту	1	1
439	а их	1	1
440	образом в	1	1
441	и начало	1	1
442	о нем	4	1
443	и здесь	7	1
444	и та	2	1
445	настоящее время	1	1
446	второй половине	1	1
447	и теоретически	1	1
448	к действительности	1	1
449	только за	1	1
450	в различных	1	1
451	того или	3	1
452	положения и	3	1
453	а во	1	1
454	как высшую	1	1
455	ее от	1	1
456	необходимый момент	1	1
457	подлежит сомнению	1	1
458	что и	7	1
459	во всей	4	1
460	историчность ее	1	1
461	место это	1	1
462	если это	1	1
463	как если	1	1
464	и она	2	1
465	и справедливости	1	1
466	того что	3	1
467	ровно ничего	1	1
468	жизнь на	1	1
469	хотя бы	4	1
470	ведь можно	1	1
471	мы видим	1	1
472	в какой	1	1
473	для себя	5	1
474	но ни	2	1
475	ясно что	3	1
476	и действительно	6	1
477	в разные	1	1
478	поэтому и	1	1
479	наше время	1	1
480	всех его	2	1
481	и ее	2	1
482	биологический и	1	1
483	одна и	1	1
484	все они	1	1
485	за которую	1	1
486	и новое	1	1
487	акт и	4	1
488	единое и	5	1
489	в большинстве	1	1
490	он начинает	1	1
491	всем его	3	1
492	себя и	2	1
493	нужно еще	1	1
494	в виде	2	1
495	а это	2	1
496	большинстве случаев	1	1
497	в данной	1	1
498	одно из	1	1
499	христа в	1	1
500	и их	6	1
501	слова в	2	1
502	к ним	4	1
503	не о	2	1
504	бытия и	10	1
505	как раз	1	1
506	отдельного человека	1	1
507	конца в	1	1
508	такие которые	1	1
509	вне ее	3	1
510	только на	1	1
511	чувствует себя	1	1
512	событие в	5	1
513	и которым	1	1
514	со всем	5	1
515	один и	1	1
516	что не	3	1
517	притом не	1	1
518	моментов и	1	1
519	а не	17	1
520	только как	4	1
521	есть лишь	5	1
522	а по	2	1
523	он становится	1	1
524	здесь этот	1	1
525	только от	1	1
526	здесь лишь	1	1
527	ближе к	3	1
528	не существует	1	1
529	он и	2	1
530	если не	2	1
531	вступает в	3	1
532	отношение ко	1	1
533	вся жизнь	1	1
534	ни на	1	1
535	и будущего	1	1
536	относятся к	1	1
537	отдельных областей	1	1
538	в человеке	1	1
539	над ним	1	1
540	по своему	3	1
541	что за	2	1
542	теоретического сознания	3	1
543	чем в	1	1
544	одновременно и	1	1
545	есть на	2	1
546	момент как	1	1
547	и всей	1	1
548	истины в	1	1
549	жива и	1	1
550	культуры в	1	1
551	это значит	1	1
552	и менее	1	1
553	и самая	1	1
554	существенного для	1	1
555	здесь анализ	1	1
556	о его	1	1
557	и единственного	12	1
558	целом есть	1	1
559	выходит из	1	1
560	любовь с	1	1
561	вне его	1	1
562	всего в	1	1
563	это уже	2	1
564	не является	1	1
565	и для	9	1
566	его никогда	1	1
567	и от	1	1
568	только таким	1	1
569	а все	3	1
570	в настоящее	1	1
571	ценности все	3	1
572	приобретает значение	1	1
573	для нас	4	1
574	правду и	2	1
575	всего можно	1	1
576	изъяты из	1	1
577	не более	1	1
578	еще более	2	1
579	и ни	3	1
580	и как	2	1
581	это область	2	1
582	к историческому	2	1
583	за этим	1	1
584	но оно	1	1
585	в лучшем	1	1
586	с ними	3	1
587	с ней	1	1
588	равно как	1	1
589	в свою	3	1
590	стороне и	1	1
591	имеет место	1	1
592	или иного	3	1
593	отношению к	22	1
594	на своем	3	1
595	эти слова	1	1
596	художественного творчества	1	1
597	существенный момент	1	1
598	не превращается	1	1
599	к этому	2	1
600	и кажется	1	1
