N	3gram	Berdyaev_M_2	KulturaY
1	с точки зрения	1	16
2	для того чтобы	4	11
3	до сих пор	3	8
4	в том что	2	8
5	той или иной	1	5
6	и в этом	3	4
7	после того как	2	4
8	только тогда когда	1	4
9	на самом деле	1	3
10	сам по себе	1	3
11	не может быть	8	3
12	о том что	2	3
13	смысле этого слова	1	2
14	по отношению к	2	2
15	от того что	3	2
16	потому что в	1	2
17	так как он	2	2
18	если бы не	1	2
19	сама по себе	1	2
20	должно быть в	1	2
21	что и в	4	2
22	потому что он	2	1
23	что она не	2	1
24	есть один из	2	1
25	мере в какой	1	1
26	и той же	2	1
27	ничего не стоит	1	1
28	и в нашем	1	1
29	и отсутствие у	1	1
30	также и в	2	1
31	есть прежде всего	5	1
32	по своему значению	1	1
33	а также в	1	1
34	что он не	1	1
35	нельзя было бы	1	1
36	но и в	1	1
37	а может быть	1	1
38	вполне и всецело	1	1
39	и вот с	1	1
40	в той мере	1	1
41	может быть и	2	1
42	на наших глазах	1	1
43	так же как	3	1
44	не потому что	1	1
45	чтобы не было	1	1
46	бы для этого	1	1
47	в каждом человеке	2	1
48	по природе своей	1	1
49	что он в	1	1
50	т е в	2	1
51	нас прежде всего	1	1
52	удивительно что и	1	1
53	тому как в	1	1
54	который может быть	1	1
55	все те же	1	1
56	но также и	1	1
57	но для этого	2	1
58	а еще более	1	1
59	в котором в	1	1
60	чем у нас	1	1
61	как в самом	1	1
62	и в той	1	1
63	не будет уже	1	1
64	к тому что	3	1
65	одной и той	2	1
66	той мере в	1	1
67	это не есть	1	1
68	мы увидим что	2	1
69	именно потому что	1	1
