N	2gram	Losev_Vesc_1	Mirosoze
1	и в	21	46
2	в нем	2	22
3	у него	2	22
4	это –	25	22
5	может быть	16	21
6	в этом	4	20
7	не только	36	18
8	и не	29	18
9	никогда не	2	18
10	для него	4	18
11	есть лишь	2	17
12	во имя	1	16
13	но и	18	15
14	не может	17	15
15	человека в	1	14
16	как и	8	13
17	а не	19	13
18	не есть	49	13
19	к человеку	1	12
20	прежде всего	9	12
21	потому что	16	12
22	и он	1	11
23	не было	1	11
24	но он	2	11
25	в ней	12	11
26	у нас	7	11
27	но в	5	10
28	та же	1	10
29	в себе	14	10
30	не в	5	9
31	и есть	26	8
32	отношение к	1	8
33	в своем	6	8
34	так как	7	8
35	она не	4	8
36	как бы	12	8
37	но это	10	8
38	он –	1	8
39	человека и	1	7
40	связана с	1	7
41	и к	1	7
42	в этой	3	7
43	хотя бы	6	7
44	и потому	5	7
45	и для	9	7
46	что он	1	7
47	вопрос о	1	6
48	что это	13	6
49	и здесь	4	6
50	так же	1	6
51	того что	8	6
52	жизни и	2	6
53	по преимуществу	2	5
54	то же	6	5
55	есть не	14	5
56	я не	4	5
57	в самом	9	5
58	бы и	5	5
59	и вот	2	5
60	что она	15	5
61	что все	2	5
62	в своей	5	5
63	в отношении	4	5
64	в конце	2	5
65	есть прежде	2	5
66	во всем	1	5
67	и его	2	5
68	к тому	3	5
69	и это	14	5
70	это не	5	5
71	один из	3	5
72	в его	2	5
73	него нет	1	5
74	для того	2	5
75	то что	27	5
76	образ и	3	5
77	тот кто	1	5
78	и все	5	5
79	в духе	1	5
80	также и	6	4
81	к чему	1	4
82	с его	1	4
83	у них	1	4
84	его на	1	4
85	думать что	1	4
86	в жизни	3	4
87	том что	8	4
88	жизнь и	1	4
89	тому что	2	4
90	того чтобы	3	4
91	только и	2	4
92	должны быть	4	4
93	они и	1	4
94	должен быть	2	4
95	что у	5	4
96	так и	3	4
97	для этого	4	4
98	себя в	10	4
99	уже не	9	4
100	вопроса о	1	4
101	что и	3	4
102	в свою	4	4
103	самого себя	1	4
104	т е	55	4
105	есть уже	1	4
106	что в	9	4
107	все что	1	4
108	же как	1	3
109	чтобы не	1	3
110	это и	6	3
111	к другому	1	3
112	– я	1	3
113	той же	2	3
114	и самого	1	3
115	иное как	7	3
116	в чем	6	3
117	идея и	1	3
