N	3gram	Vygotskiy__4	Problemy
1	с точки зрения	4	9
2	до сих пор	3	8
3	не может быть	1	8
4	и не может	1	7
5	в то же	1	5
6	друг с другом	4	5
7	по отношению к	1	5
8	то же время	1	5
9	в самом деле	7	4
10	то есть в	1	4
11	сам по себе	2	3
12	с другой стороны	2	3
13	как бы в	1	3
14	нам кажется что	1	3
15	и в сущности	1	2
16	дело в том	1	2
17	в этом смысле	1	2
18	о том что	10	2
19	мы увидим что	1	2
20	в этом романе	1	2
21	ни в одном	1	2
22	в том что	12	2
23	можно сказать что	1	2
24	в самой этой	1	2
25	сама по себе	3	2
26	сами по себе	3	2
27	можно было бы	4	2
28	на этот вопрос	1	2
29	как мы уже	1	2
30	и в самой	1	2
31	так или иначе	1	1
32	с одной стороны	3	1
33	и в каких	1	1
34	в своих последних	1	1
35	с самого начала	5	1
36	у шекспира и	1	1
37	до некоторой степени	1	1
38	так же как	3	1
39	и в некоторых	1	1
40	они как бы	1	1
41	на тему о	1	1
42	мы и в	1	1
43	в сущности есть	1	1
44	но только в	1	1
45	и в тех	1	1
46	что на него	1	1
47	она и не	1	1
48	что может быть	2	1
49	и в то	1	1
50	в точном смысле	1	1
51	ставит нас перед	1	1
52	что до сих	1	1
53	в конце концов	3	1
54	так как мы	2	1
55	не в одном	1	1
56	указывает на какой-то	1	1
57	а может быть	1	1
58	к тому что	5	1
59	бы не было	1	1
60	в той же	1	1
61	как это возможно	1	1
62	мы остановились на	1	1
63	в средние века	1	1
64	никак не может	2	1
65	что могло бы	1	1
66	же как и	1	1
67	к другому от	1	1
68	но в этом	1	1
69	здесь вовсе не	1	1
70	мы будем говорить	1	1
71	слова как бы	1	1
72	и заставляет его	1	1
73	не только в	1	1
74	самом деле в	1	1
75	и в конце	2	1
76	что в нем	5	1
77	то что мы	3	1
78	вместо того чтобы	2	1
79	и вместе с	1	1
80	его силы и	1	1
81	этого слова и	2	1
82	у него в	1	1
83	в том или	1	1
84	прежде всего на	1	1
85	и если мы	2	1
86	о нем он	1	1
87	мы переходим к	1	1
88	перед нами в	1	1
89	те же самые	2	1
90	которое могло бы	1	1
91	также и в	1	1
92	том что он	3	1
93	он как и	1	1
94	в жизни и	1	1
95	во всяком случае	3	1
96	мы найдем те	1	1
97	та же самая	1	1
98	к тому же	2	1
