N	2gram	Medvedev_V_1	Psycholo
1	то что	6	44
2	и в	26	33
3	в этом	26	28
4	и что	1	25
5	как бы	5	25
6	потому что	1	24
7	для того	3	23
8	том что	8	22
9	того чтобы	3	22
10	может быть	22	22
11	что в	10	21
12	в том	15	21
13	о том	10	20
14	что он	4	20
15	сейчас же	1	16
16	только что	4	15
17	как это	12	14
18	таким образом	31	13
19	то есть	1	13
20	так же	3	13
21	и не	19	13
22	все это	10	13
23	сказать что	5	13
24	самом деле	1	12
25	в самом	4	12
26	было бы	7	12
27	все то	1	12
28	к тому	4	12
29	и все	1	12
30	он не	2	11
31	что все	3	11
32	говорит что	1	10
33	на то	1	10
34	что она	2	10
35	если бы	3	10
36	в его	14	10
37	не может	17	10
38	то же	10	9
39	в этой	4	9
40	и если	1	9
41	по себе	2	9
42	как раз	3	9
43	в конце	3	8
44	как будто	1	8
45	для этого	1	8
46	вместе с	7	8
47	в каком	1	8
48	в своем	8	7
49	не только	25	7
50	в нем	6	7
51	когда он	3	7
52	для нас	1	7
53	и т	23	6
54	в ней	2	6
55	что они	3	6
56	перед нами	4	6
57	все эти	6	6
58	в себе	6	6
59	после этого	2	6
60	во время	3	6
61	точки зрения	3	6
62	но он	1	6
63	что эта	1	6
64	тому что	6	6
65	в самой	1	6
66	же самое	2	6
67	никак не	1	6
68	это не	7	6
69	мы видим	1	6
70	у него	6	6
71	а не	7	6
72	что мы	2	6
73	как на	3	6
74	это и	6	5
75	в целом	4	5
76	с этим	3	5
77	все же	5	5
78	целый ряд	1	5
79	и как	3	5
80	как он	2	5
81	и может	2	5
82	как и	7	5
83	самого начала	1	5
84	никогда не	4	5
85	что самое	1	5
86	и его	6	5
87	и это	1	5
88	казалось бы	1	5
89	с ним	1	5
90	заключается в	2	5
91	в какой	1	5
92	что для	3	5
93	вовсе не	3	5
94	и есть	5	4
95	в которой	2	4
96	говорит о	7	4
97	что автор	1	4
98	том чтобы	2	4
99	это было	1	4
100	с тем	3	4
101	слова и	1	4
102	в своей	4	4
103	знаем что	2	4
104	одна из	4	4
105	на него	1	4
106	а в	3	4
107	у нас	2	4
108	так например	2	4
109	как мы	1	4
110	что у	2	4
111	можно было	2	4
112	жизнь и	1	4
113	этой жизни	1	4
114	об этом	9	4
115	о нем	1	4
116	в порядке	5	4
117	утверждает что	3	4
118	того что	3	4
119	этот вопрос	3	4
120	только в	7	4
121	и так	1	4
122	в жизни	2	4
123	при помощи	3	4
124	и других	1	4
125	из них	9	4
126	по поводу	2	4
127	что не	3	4
128	смысла и	1	4
129	целым рядом	1	4
130	в частности	11	4
131	исходя из	1	4
132	с этой	1	4
133	совершенно не	1	4
134	что действие	2	4
135	жизни и	3	4
136	ее в	4	4
137	это в	1	4
138	к этому	9	4
139	в таком	1	4
140	речь идет	1	3
141	например в	3	3
142	же как	2	3
143	и этот	2	3
144	что если	1	3
145	говорить о	2	3
146	то это	2	3
147	и он	2	3
148	что его	2	3
149	но не	2	3
150	сама по	1	3
151	конце концов	2	3
152	как в	1	3
153	вот как	4	3
154	что может	1	3
155	на этом	1	3
156	его в	3	3
157	ни в	1	3
158	ни одной	1	3
159	далеко не	2	3
160	должно быть	2	3
161	обратимся к	1	3
162	всех этих	2	3
163	мы в	1	3
164	в которых	3	3
165	в дневнике	2	3
166	т п	9	3
167	их в	6	3
168	от начала	1	3
169	что этот	1	3
170	она не	3	3
171	в то	6	3
172	в основе	1	3
173	в самых	2	3
174	ли это	2	3
175	больше того	1	3
176	материала в	1	3
177	и для	2	3
178	нет ни	2	3
179	с ее	1	3
180	в пределах	5	3
181	мнение что	1	3
182	так и	5	3
183	к анализу	1	3
184	понятно что	1	3
185	это то	1	3
186	которой мы	1	3
187	что и	3	3
188	во всей	2	3
189	вслед за	2	3
190	том как	3	3
191	дело с	1	3
192	с одной	2	3
193	конечно не	1	3
194	в виде	1	3
195	тому же	1	3
196	всяком случае	1	3
197	могло бы	2	3
198	в одном	4	3
199	сами по	1	3
200	не для	1	3
201	тем что	1	3
202	и из	1	3
203	до сих	1	3
204	но и	10	3
205	на этот	1	3
206	не было	7	3
207	одной стороны	2	3
208	из которых	2	3
209	он говорит	5	3
210	в той	1	3
211	да и	1	3
212	еще раз	1	3
213	сих пор	1	3
214	что оно	3	3
215	и вдруг	1	3
216	бы его	1	3
217	к этой	1	3
218	в своих	2	3
219	во всяком	1	3
220	прав когда	1	2
221	также и	2	2
222	сам по	1	2
223	и то	1	2
224	он может	2	2
225	силы и	1	2
226	из его	3	2
227	что эти	1	2
228	все те	1	2
229	всей ее	1	2
230	а как	2	2
231	мы имеем	3	2
232	время как	1	2
233	и ее	4	2
234	это время	1	2
235	не был	1	2
236	с его	3	2
237	во всех	6	2
238	себе и	2	2
239	оно является	2	2
240	как говорит	5	2
241	в художественном	10	2
242	что ее	1	2
243	что нет	2	2
244	и наконец	2	2
245	не в	6	2
246	и к	3	2
247	толстого в	3	2
248	в каком-то	1	2
249	но в	2	2
250	тому как	2	2
251	бы и	6	2
252	бы не	2	2
253	из этих	7	2
254	если он	1	2
255	по словам	8	2
256	т д	14	2
257	что ни	2	2
258	вот например	6	2
259	и дает	1	2
260	в них	4	2
261	взгляд на	1	2
262	это делает	3	2
263	в котором	3	2
264	в их	5	2
265	что всякий	1	2
266	что говорит	3	2
267	вопрос о	1	2
268	и той	1	2
269	и эти	1	2
270	даже в	5	2
271	не имеет	1	2
272	не по	2	2
273	начинает с	1	2
274	только не	2	2
275	же время	5	2
276	новеллы в	1	2
277	свидетельствуют о	2	2
278	только с	2	2
279	точном смысле	2	2
280	к таким	1	2
281	лежит в	1	2
282	перейти к	1	2
283	что при	2	2
284	в ее	4	2
285	то время	1	2
286	то как	1	2
287	можно сказать	4	2
288	образом в	3	2
289	в виду	4	2
290	автор не	1	2
291	сводится к	3	2
292	материала и	1	2
293	внимание на	1	2
294	и та	1	2
295	знает что	1	2
296	и смысл	1	2
297	первого акта	1	2
298	один из	5	2
299	почти все	1	2
300	верно и	1	2
301	рассказа а	1	2
302	связи с	4	2
303	уже в	1	2
304	ни одного	2	2
305	в нашей	4	2
306	не все	1	2
307	кажется что	1	2
308	его и	1	2
309	мы знаем	3	2
310	дело и	1	2
311	исследований и	1	2
312	даже не	2	2
313	видим что	1	2
314	и точно	1	2
315	с другой	11	2
316	такое понимание	2	2
317	именно в	2	2
318	стороны он	1	2
319	прежде всего	13	2
320	и потому	2	2
321	некоторые из	3	2
322	по существу	3	2
323	и формы	2	2
324	конкретной форме	1	2
325	не является	5	2
326	сюжета и	2	2
327	и от	3	2
328	в результате	5	2
329	его не	3	2
330	ее и	1	2
331	хотя бы	19	2
332	все они	2	2
333	героя и	1	2
334	другой стороны	8	2
335	в характере	1	2
336	какой мере	1	2
337	в искусстве	6	2
338	он совершенно	1	1
339	художественном произведении	4	1
340	этого в	1	1
341	говоря о	1	1
342	таком случае	1	1
343	с жизнью	1	1
344	человека и	3	1
345	художественного произведения	6	1
346	начинается с	1	1
347	связана с	2	1
348	ним или	1	1
349	очень много	1	1
350	многие годы	1	1
351	материал таким	1	1
352	заключался в	1	1
353	то непосредственное	1	1
354	он всегда	1	1
355	этому вопросу	1	1
356	отдельных элементов	2	1
357	действительности и	7	1
358	автор подбирает	1	1
359	в несколько	1	1
360	со всех	1	1
361	смотреть на	1	1
362	правильного понимания	1	1
363	превратилась в	1	1
364	воздух и	1	1
365	имеет свою	3	1
366	в деле	1	1
367	мы получаем	1	1
368	но даже	3	1
369	мы и	1	1
370	так называемые	1	1
371	этот флер	1	1
372	еще не	2	1
373	именно эти	1	1
374	решение этой	1	1
375	плане и	1	1
376	они должны	2	1
377	признать что	1	1
378	но как	3	1
379	значение и	1	1
380	если в	2	1
381	конечном счете	5	1
382	по отношению	7	1
383	каком направлении	1	1
384	в общем	2	1
385	очевидно что	7	1
386	органической связи	2	1
387	несмотря на	1	1
388	и речи	1	1
389	за пределы	1	1
390	и преодоления	1	1
391	точно говорит	1	1
392	относится к	2	1
393	которые не	1	1
394	каждого произведения	1	1
395	в истории	1	1
396	более чем	1	1
397	что во	1	1
398	общего с	1	1
399	сразу и	1	1
400	стороны и	2	1
401	их последовательность	1	1
402	и путаная	1	1
403	необходимо сделать	1	1
404	критики но	1	1
405	как активное	1	1
406	роль играет	1	1
407	очень многие	2	1
408	формы в	1	1
409	так или	1	1
410	художественному произведению	1	1
411	определена как	1	1
412	ни одна	2	1
413	рассказ о	1	1
414	но ведь	1	1
415	различной степени	1	1
416	так сказать	2	1
417	некоторые авторы	2	1
418	себе десятки	1	1
419	на его	1	1
420	главным образом	7	1
421	о начале	1	1
422	образом для	1	1
423	что должно	1	1
424	случайно и	1	1
425	необходимо для	1	1
426	и сам	1	1
427	отцов и	1	1
428	в плане	5	1
429	из него	1	1
430	его от	2	1
431	подобно тому	2	1
432	и дальше	2	1
433	в другом	2	1
434	них не	4	1
435	зрения на	1	1
436	в музыке	1	1
437	те или	1	1
438	формы как	1	1
439	деле в	1	1
440	этом смысле	1	1
441	лицо в	1	1
442	например с	1	1
