N	4gram	Vygotskiy__3	Russkaja
1	и вместе с тем	2	2
2	одного и того же	4	1
3	подлежит никакому сомнению что	1	1
4	в основе его лежит	1	1
5	и во всяком случае	2	1
6	в том числе и	1	1
7	указывает на то что	1	1
8	в тот или иной	1	1
9	в том виде как	2	1
10	во всяком случае не	1	1
11	бы то ни было	1	1
12	мы говорили в начале	1	1
13	не подлежит никакому сомнению	1	1
14	во всех этих случаях	1	1
15	заключается в том что	6	1
16	основе его лежит не	1	1
17	на том основании что	1	1
18	в совершенно ином виде	1	1
19	друг с другом в	1	1
