N	2gram	Propp_Isto_6	StatiiOP
1	и в	26	44
2	в том	12	36
3	и т	10	30
4	что в	12	30
5	том что	10	29
6	в этом	12	21
7	т д	8	21
8	вовсе не	2	19
9	не только	10	18
10	то что	6	18
11	было бы	2	17
12	о том	7	17
13	а в	3	17
14	а не	2	16
15	и не	10	16
16	может быть	11	15
17	т е	22	15
18	в области	1	14
19	в данном	3	14
20	как в	6	13
21	можно было	2	13
22	не в	3	12
23	в этой	2	11
24	того чтобы	1	11
25	у нас	5	11
26	точки зрения	1	11
27	но в	7	10
28	ясно что	1	10
29	для того	1	10
30	что он	9	10
31	только в	5	10
32	но и	9	10
33	также и	1	9
34	как и	5	9
35	в то	5	9
36	так и	5	9
37	если бы	3	9
38	того что	2	9
39	в его	5	9
40	с другой	10	9
41	например в	7	8
42	во всех	1	8
43	все же	8	8
44	это не	4	8
45	и его	7	8
46	не может	6	8
47	на эти	2	7
48	что они	2	7
49	так например	3	7
50	таким образом	12	7
51	другой стороны	8	7
52	для нас	2	7
53	до сих	4	7
54	прежде всего	4	7
55	сих пор	4	7
56	сказать что	3	7
57	со стороны	3	6
58	из этих	4	6
59	в своей	3	6
60	потому что	13	6
61	данном случае	3	6
62	что и	4	6
63	всяком случае	2	6
64	так что	3	6
65	для него	1	6
66	именно в	1	6
67	что же	2	6
68	но это	4	6
69	во всяком	2	6
70	вряд ли	1	5
71	и то	3	5
72	то же	5	5
73	в целом	1	5
74	все эти	8	5
75	в нем	8	5
76	и по	4	5
77	такой же	3	5
78	в котором	1	5
79	в которых	2	5
80	не менее	1	5
81	никогда не	13	5
82	могут быть	3	5
83	мне кажется	1	5
84	так как	18	5
85	тем что	5	5
86	и даже	1	5
87	там где	5	5
88	что мы	2	5
89	все это	1	5
90	жизни и	2	5
91	так же	2	5
92	речь идет	1	4
93	как это	5	4
94	вопрос о	3	4
95	что это	2	4
96	на то	2	4
97	что она	3	4
98	и почему	1	4
99	но все	2	4
100	но если	1	4
101	том как	3	4
102	и сейчас	2	4
103	случае в	1	4
104	представление о	9	4
105	и очень	1	4
106	можно ли	1	4
107	не имеет	2	4
108	как будто	3	4
