N	3gram	Voloshinov_1	TeoriaLi
1	по отношению к	2	8
2	в отличие от	5	7
3	в том что	3	6
4	то же время	3	6
5	в то же	3	6
6	более или менее	1	4
7	с другой стороны	5	3
8	тем не менее	2	3
9	можно сказать что	3	3
10	в свою очередь	2	3
11	той или иной	1	3
12	в этом смысле	2	3
13	и того же	5	2
14	он тем не	1	2
15	в данный момент	2	2
16	всех без исключения	4	2
17	с точки зрения	20	2
18	тот или иной	1	2
19	с одной стороны	1	2
20	в нашем случае	1	2
21	так или иначе	1	2
22	не только не	1	2
23	одного и того	5	2
24	сама по себе	2	2
25	не может быть	13	2
26	точки зрения и	1	1
27	и в сущности	1	1
28	а между тем	1	1
29	место лишь в	1	1
30	– все это	2	1
31	этой точки зрения	1	1
32	этого слова как	1	1
33	по ту сторону	1	1
34	подобно тому как	1	1
35	в настоящее время	6	1
36	в том числе	2	1
37	в этом случае	3	1
38	со всех сторон	2	1
39	как это делает	1	1
40	в одной из	1	1
41	в таком случае	2	1
42	в целом ряде	1	1
43	во времени и	1	1
44	бы то ни	8	1
45	том числе и	2	1
46	– это и	2	1
47	точки зрения не	2	1
48	и здесь мы	3	1
49	между собой и	1	1
50	в основе своей	1	1
51	он ни был	1	1
52	может быть и	3	1
53	до известной степени	1	1
54	в значительной степени	1	1
55	к субъекту и	1	1
56	и не дает	1	1
57	в первом случае	3	1
58	то ни было	8	1
59	таким образом и	1	1
60	слова как и	2	1
61	– не может	1	1
62	в отношении к	4	1
63	наиболее глубокий и	1	1
64	не могут быть	2	1
65	и как бы	1	1
66	в связи с	7	1
67	совпадая со своей	1	1
68	так же как	2	1
69	ни к каким	1	1
70	в следующей главе	1	1
71	она могла бы	1	1
72	а в том	1	1
73	не менее чем	1	1
74	с этой точки	1	1
75	это и есть	2	1
76	и прежде всего	2	1
77	но в то	2	1
78	ту или иную	1	1
79	ни к какой	1	1
80	в большинстве случаев	3	1
81	в данном контексте	1	1
82	для того чтобы	3	1
83	том что он	1	1
84	принципиальное различие между	1	1
85	является как бы	1	1
