N	2gram	Propp_Isto_3	Morfolog
1	может быть	11	52
2	и т	16	49
3	т д	15	47
4	и пр	11	40
5	волшебного средства	2	21
6	таким образом	10	20
7	в сказке	50	19
8	представляет собой	3	17
9	не может	4	17
10	в этих	11	16
11	т е	16	16
12	могут быть	5	15
13	этих случаях	7	14
14	с этим	8	14
15	эта форма	1	13
16	и в	22	13
17	в этом	17	13
18	так как	7	12
19	и др	2	12
20	перед нами	1	11
21	связи с	6	11
22	мы видим	8	11
23	видим что	4	10
24	заметить что	1	10
25	представляют собой	4	10
26	то же	6	9
27	мы имеем	19	9
28	так и	2	9
29	этом случае	5	9
30	не всегда	4	9
31	прежде всего	3	9
32	а не	6	9
33	в связи	3	9
34	и не	12	9
35	из дома	2	9
36	а затем	3	8
37	при помощи	3	8
38	что и	9	8
39	с другой	7	8
40	вопрос о	2	7
41	имеем в	4	7
42	в лес	12	7
43	нет необходимости	1	7
44	и этим	1	7
45	в качестве	2	7
46	в тех	2	7
47	все же	5	7
48	но если	1	7
49	этот случай	8	6
50	но не	7	6
51	это не	6	6
52	во время	6	6
53	в иное	1	6
54	подобно тому	1	6
55	и здесь	7	6
56	а также	2	6
57	в том	9	6
58	иное царство	1	6
59	а в	6	6
60	в поиски	1	6
61	мы не	1	5
62	не все	6	5
63	тому как	1	5
64	то что	7	5
65	в образе	1	5
66	здесь можно	6	5
67	далеко не	3	5
68	не менее	5	5
69	потому что	3	5
70	или в	11	5
71	образом мы	2	5
72	один из	5	5
73	мы увидим	3	5
74	сюда же	2	5
75	как бы	1	5
76	можно наблюдать	1	5
77	и другие	4	5
78	также и	1	4
79	увидим ниже	3	4
80	к началу	1	4
81	то это	2	4
82	что его	1	4
83	то мы	2	4
84	как в	2	4
85	хотя и	2	4
86	и как	3	4
87	ни одна	1	4
88	не только	14	4
89	на его	3	4
90	на этом	4	4
91	следующим образом	3	4
92	об этом	1	4
93	его в	3	4
94	было бы	3	4
95	вовсе не	2	4
96	как и	3	4
97	точки зрения	2	4
98	с точки	1	4
99	тем не	5	4
100	сказки с	1	4
101	морской царь	1	4
102	ничего не	6	4
103	тем что	4	4
104	очень часто	3	4
105	в других	4	4
106	наблюдать что	1	4
107	как мы	8	4
108	могла бы	1	4
109	раньше чем	3	4
110	видно что	2	4
111	по отношению	2	4
112	случае не	1	4
113	и затем	1	4
114	в некоторых	5	4
115	другой стороны	7	4
