N	2gram	Losev_Prob_5	Istorich
1	и в	30	26
2	так как	6	18
3	мы имеем	2	14
4	никогда не	7	13
5	потому что	13	13
6	и на	6	12
7	в этом	17	12
8	таким образом	13	12
9	в том	12	12
10	что в	5	12
11	может быть	7	11
12	и т	1	10
13	это царство	1	10
14	не только	18	10
15	том что	17	10
16	в образе	1	10
17	с другой	6	10
18	и не	12	10
19	еще не	3	9
20	представление о	2	9
21	а именно	12	9
22	что он	7	9
23	но и	13	9
24	и это	1	8
25	все эти	2	8
26	все же	9	8
27	в нем	6	8
28	т д	1	8
29	на небо	8	8
30	с ним	3	8
31	вместе с	7	8
32	другой стороны	6	8
33	но в	9	7
34	здесь можно	1	7
35	мы можем	5	7
36	и его	6	7
37	о том	12	7
38	с одной	3	7
39	уже не	6	7
40	у него	11	7
41	превращается в	1	7
42	одной стороны	3	7
43	мы уже	1	6
44	мы не	2	6
45	как в	2	6
46	в греции	1	6
47	в русской	3	6
48	и с	5	6
49	в виде	10	6
50	то что	18	6
51	в более	1	6
52	ее в	2	6
53	не может	5	6
54	то же	2	5
55	в ней	3	5
56	не будет	2	5
57	и этим	1	5
58	как и	7	5
59	и что	6	5
60	же мы	1	5
61	в то	4	5
62	мифе о	1	5
63	так и	7	5
64	нас к	1	5
65	в его	12	5
66	только в	9	5
67	тем что	2	5
68	у нас	7	5
69	там где	1	5
70	как это	1	5
71	этот мотив	4	5
72	его в	6	5
73	на небе	2	5
74	как мы	2	4
75	и он	4	4
76	с его	1	4
77	что оно	1	4
78	этого мотива	1	4
79	из этих	1	4
80	имеем в	1	4
81	на его	2	4
82	после этого	1	4
83	на земле	9	4
84	и по	1	4
85	здесь мы	1	4
86	это не	2	4
87	и тем	3	4
88	с тем	5	4
89	не всегда	3	4
90	на землю	7	4
91	здесь же	1	4
92	в очень	1	4
93	а также	3	4
94	что и	6	4
95	себе в	1	4
96	в других	3	4
97	до сих	2	4
98	прежде всего	6	4
99	зависит от	1	4
100	как бы	6	4
101	в это	2	4
102	сих пор	2	4
103	у них	1	4
104	но это	1	4
105	все что	2	4
106	и то	5	3
107	так у	1	3
108	оттого что	1	3
109	на место	1	3
110	время как	3	3
111	из которых	1	3
112	или иное	1	3
113	когда он	2	3
114	и наконец	1	3
115	в себе	4	3
116	если он	2	3
117	борьбы с	2	3
118	вообще не	1	3
119	что она	1	3
120	главным образом	1	3
121	при этом	4	3
122	и вот	1	3
123	так например	1	3
124	него и	1	3
125	в них	2	3
126	такой же	1	3
127	в своей	22	3
128	таким же	1	3
129	и ее	1	3
130	в одном	3	3
131	не в	7	3
132	их в	1	3
133	и под	1	3
134	она не	1	3
135	на котором	1	3
136	того как	5	3
137	не потому	1	3
138	могут быть	1	3
139	как только	1	3
140	его с	1	3
141	по воздуху	1	3
142	меня в	1	3
143	и другие	3	3
144	данном случае	2	3
145	то время	3	3
146	имеется в	1	3
147	другими словами	1	3
148	от него	1	3
149	стороны он	2	3
150	же можно	1	3
151	один из	2	3
152	том как	1	3
153	в сказании	1	3
154	в качестве	4	3
155	так что	11	3
156	при помощи	6	3
157	и других	1	3
158	ее не	1	3
159	от того	1	3
160	и только	2	3
161	со стороны	1	3
162	далеко не	4	3
163	больше и	1	3
164	от этого	3	3
165	не было	1	3
166	воды и	1	3
167	в частности	4	3
168	в него	1	3
169	к своему	1	3
170	в данном	2	3
171	наряду с	2	3
172	в тех	1	3
173	как будто	3	3
174	что здесь	2	3
175	и от	1	3
176	кроме того	2	3
177	только одна	1	3
178	или в	4	3
179	вопрос о	1	3
180	на первый	1	3
181	солнца и	1	3
182	а в	6	3
183	еще в	5	3
184	сказать что	9	3
185	из этого	4	3
186	в своих	1	3
187	к этому	2	3
188	небо и	2	3
189	они не	2	3
190	того же	4	2
191	из его	1	2
192	то самое	1	2
193	что иное	3	2
194	он был	2	2
195	из земли	4	2
196	но не	7	2
197	то он	1	2
198	по отношению	2	2
199	в свои	1	2
