N	3gram	Bakhtin_Fr_7	KulturaY
1	с точки зрения	3	16
2	можно было бы	2	10
3	в том что	3	8
4	в данном случае	1	4
5	и в этом	1	4
6	в связи с	1	4
7	и в самом	1	4
8	после того как	4	4
9	на самом деле	1	3
10	сам по себе	1	3
11	было бы сказать	1	3
12	то обстоятельство что	1	3
13	не только в	1	3
14	так и в	3	3
15	о том что	1	3
16	по отношению к	2	2
17	в том числе	4	2
18	слов и выражений	2	2
19	в первом случае	1	2
20	только после того	1	2
21	более или менее	2	2
22	тем более что	1	2
23	к тому же	1	2
24	как мы видели	4	2
25	в свое время	2	2
26	потому что он	1	1
27	на этот вопрос	1	1
28	в чем же	1	1
29	о том чтобы	1	1
30	прежде всего в	4	1
31	есть прежде всего	1	1
32	в этом смысле	1	1
33	то же самое	1	1
34	плоть и кровь	1	1
35	а также в	1	1
36	но и в	1	1
37	мы находим в	1	1
38	с тем что	1	1
39	имеет в виду	1	1
40	в плоть и	1	1
41	точки зрения их	1	1
42	в известной мере	1	1
43	в этих словах	1	1
44	с помощью которого	1	1
45	они как бы	1	1
46	не только для	1	1
47	и в отношении	1	1
48	в связи со	1	1
49	во всяком случае	1	1
50	не должно быть	2	1
51	чем ближе он	1	1
52	тем что в	1	1
53	не имеет ничего	1	1
54	на той же	1	1
55	то же время	9	1
56	для всего этого	1	1
57	то мы увидим	1	1
58	не говорит что	1	1
59	в тех же	1	1
60	в свою очередь	3	1
61	все эти факты	1	1
62	и прежде всего	1	1
63	здесь как мы	1	1
64	выходит за пределы	1	1
65	особо нужно отметить	1	1
66	мы имеем в	2	1
67	как мы видим	3	1
68	в то же	9	1
69	в одном из	1	1
70	по этому поводу	1	1
71	друг от друга	1	1
72	но вряд ли	1	1
73	это не есть	1	1
74	один из самых	1	1
75	мы увидим что	1	1
76	именно потому что	1	1
