N	2gram	Losev_Vlad_3	VrazhdaK
1	в году	10	18
2	не только	25	9
3	в этом	16	8
4	и в	40	8
5	и что	8	8
6	но и	18	7
7	и все	4	7
8	года в	1	7
9	то что	28	7
10	что в	17	7
11	все же	4	6
12	но в	4	6
13	в нем	3	6
14	как и	7	6
15	в котором	4	6
16	и с	9	6
17	в начале	2	6
18	и даже	6	6
19	то же	4	5
20	об этом	6	5
21	в то	7	5
22	же время	2	5
23	в письме	1	5
24	у него	24	5
25	не было	5	5
26	в россии	3	5
27	и не	25	5
28	в ней	5	4
29	что он	5	4
30	в истории	5	4
31	при этом	3	4
32	это не	3	4
33	несмотря на	7	4
34	февраля года	1	4
35	все это	1	4
36	письме к	1	4
37	в виду	3	4
38	во многом	2	4
39	о том	11	4
40	для нас	5	4
41	уже в	3	4
42	отцов и	1	4
43	может быть	8	4
44	он считал	1	4
45	как бы	3	4
46	в своих	7	4
47	так же	8	4
48	речь идет	1	3
49	который был	2	3
50	я не	3	3
51	он был	2	3
52	в чем	3	3
53	с его	2	3
54	в своем	8	3
55	и как	7	3
56	в этот	2	3
57	на то	4	3
58	его в	2	3
59	он не	8	3
60	далеко не	3	3
61	том что	18	3
62	январе года	1	3
63	но он	1	3
64	что есть	3	3
65	и его	10	3
66	связи с	2	3
67	и о	4	3
68	и во	1	3
69	в его	14	3
70	в том	18	3
71	в январе	1	3
72	апреля года	1	3
73	и у	3	3
74	чтобы он	1	3
75	в конце	12	3
76	тем что	5	3
77	в связи	3	3
78	в те	7	3
79	наряду с	2	3
80	имел в	1	3
81	марта года	1	3
82	к этому	2	3
83	отношения к	5	2
84	же как	3	2
85	и то	9	2
86	и он	1	2
87	он сам	2	2
88	но как	2	2
89	в эти	1	2
90	он пишет	1	2
91	отнюдь не	5	2
92	в известном	1	2
93	его на	1	2
94	в этой	8	2
95	в себе	9	2
96	после этого	1	2
97	о которой	1	2
98	в нашей	2	2
99	их в	1	2
100	таким образом	11	2
101	в мире	2	2
102	об этой	2	2
103	те годы	2	2
104	в глазах	1	2
105	в них	1	2
106	рядом с	1	2
107	а с	4	2
108	мы знаем	3	2
109	не мог	6	2
110	на первый	2	2
111	во время	1	2
112	точки зрения	13	2
113	в своей	9	2
114	с точки	6	2
115	место в	1	2
116	он тоже	1	2
117	не менее	9	2
118	том же	1	2
119	ноября года	1	2
120	за год	1	2
121	одна из	1	2
122	никогда не	11	2
123	время он	1	2
124	и это	6	2
125	году в	3	2
126	же не	2	2
127	в в	2	2
128	так в	1	2
129	еще не	4	2
130	а также	8	2
131	там же	7	2
132	по мнению	4	2
133	уже не	9	2
134	при помощи	4	2
135	из них	2	2
136	для него	8	2
137	как раз	10	2
138	о влиянии	1	2
139	с которым	1	2
140	о чем	1	2
141	начиная с	1	2
142	не может	14	2
143	вместе с	7	2
144	а никольский	8	2
145	в это	2	2
146	но это	6	2
147	в петербургском	2	2
148	же в	3	2
149	а в	7	2
150	в свою	1	2
151	себя как	1	1
152	а между	1	1
153	как известно	1	1
154	можно говорить	1	1
155	также и	17	1
156	человека и	3	1
157	того же	2	1
158	не имел	2	1
159	бы назвали	1	1
160	это и	1	1
161	и есть	1	1
162	ему не	1	1
163	что слово	1	1
164	несколько позже	1	1
165	не хочет	2	1
166	по преимуществу	2	1
167	не принимая	1	1
168	едва ли	11	1
169	в их	2	1
170	по его	2	1
171	из всех	1	1
172	он как	1	1
173	начинается с	1	1
174	еще до	2	1
175	в составе	1	1
176	был еще	1	1
177	разобраться в	1	1
178	и был	3	1
179	это время	2	1
180	а еще	1	1
181	первый план	2	1
182	по своему	1	1
183	а следовательно	1	1
184	совсем не	5	1
185	но не	4	1
186	а тем	2	1
187	заметим что	3	1
188	в сторону	2	1
189	не все	3	1
190	если в	1	1
191	некоторые черты	1	1
192	тут же	5	1
193	не хотел	1	1
194	что они	1	1
195	ли эта	1	1
196	к сожалению	1	1
197	как говорит	2	1
198	же с	7	1
199	независимо от	3	1
200	как в	1	1
201	с этим	2	1
202	же самому	1	1
203	и наконец	2	1
204	не являются	1	1
205	знаю что	1	1
206	себе не	1	1
207	тут нет	1	1
208	то в	6	1
209	в самом	4	1
210	общего ни	1	1
211	прямое выражение	1	1
212	что это	9	1
213	к страхову	1	1
214	в целом	2	1
215	не был	8	1
216	что же	9	1
217	все кто	1	1
218	тому же	5	1
219	как он	1	1
220	он всегда	2	1
221	в свет	1	1
222	да и	6	1
223	в первой	1	1
224	же это	2	1
225	прочим и	1	1
226	в силу	2	1
227	в плане	1	1
228	что ни	1	1
229	и этот	2	1
230	одно и	2	1
231	не будет	6	1
232	этом он	1	1
233	есть все	4	1
234	конечно в	1	1
235	никольский и	1	1
236	говорить не	1	1
237	входя в	1	1
238	это было	3	1
239	заключается в	1	1
240	было бы	4	1
241	в жизни	2	1
242	из первых	1	1
243	этого не	3	1
244	не всегда	1	1
245	во внимание	1	1
246	которой он	1	1
247	года и	1	1
248	такой же	4	1
249	но я	1	1
250	которую он	1	1
251	в этих	2	1
252	же возникает	2	1
253	и их	1	1
254	можно найти	2	1
255	предполагать что	1	1
256	молодого человека	1	1
257	всяком случае	3	1
258	каким был	1	1
259	на свою	1	1
260	представление о	1	1
261	сам же	2	1
262	не будем	1	1
263	конце жизни	3	1
264	тем не	10	1
265	без всяких	1	1
266	с такими	1	1
267	вижу что	1	1
268	что этот	3	1
269	времени а	1	1
270	возвращается к	1	1
271	а вот	2	1
272	нетрудно заметить	1	1
273	раз и	8	1
274	успех у	1	1
275	тем самым	2	1
276	что эта	2	1
277	другой не	1	1
278	от нас	1	1
279	не имеет	4	1
280	в процессе	1	1
281	также что	1	1
282	только не	1	1
283	следовательно и	1	1
284	ничего не	5	1
285	того как	1	1
286	это то	1	1
287	статьи очень	1	1
288	вне его	1	1
289	того в	1	1
290	по своей	2	1
291	же года	1	1
292	ему и	1	1
293	это слово	1	1
294	потому что	11	1
295	которая называется	1	1
296	хочет быть	2	1
297	до того	1	1
298	никуда не	1	1
299	этом отношении	2	1
300	в каком	4	1
301	ли это	1	1
302	вот в	2	1
303	только от	1	1
304	этот факт	1	1
305	была на	1	1
306	в духе	3	1
307	отличается от	3	1
308	за что	1	1
309	не есть	10	1
310	уже на	1	1
311	ничего общего	5	1
312	с ее	1	1
313	это будет	1	1
314	в ее	1	1
315	только при	4	1
316	не могло	1	1
317	но мы	2	1
318	то время	4	1
319	роль в	2	1
320	и сам	1	1
321	так и	6	1
322	не с	4	1
323	ясно что	1	1
324	было в	1	1
325	так называемую	1	1
