N	3gram	Propp_Isto_3	Myshleni
1	с точки зрения	1	18
2	в том что	5	15
3	с другой стороны	7	9
4	с одной стороны	2	8
5	с самого начала	1	8
6	по отношению к	2	7
7	заключается в том	1	6
8	о том что	2	6
9	из того что	1	5
10	вместе с тем	1	5
11	так же как	1	5
12	не может быть	1	5
13	в то время	2	5
14	до сих пор	5	4
15	то время как	2	4
16	но вместе с	1	4
17	можно сказать что	1	4
18	друг с другом	1	4
19	смысле этого слова	1	3
20	на то что	1	3
21	можно было бы	1	3
22	в такой же	1	3
23	во всяком случае	2	3
24	в свою очередь	1	3
25	друг от друга	1	3
26	том что в	2	2
27	и той же	1	2
28	как если бы	1	2
29	независимо от того	1	2
30	на этот вопрос	1	2
31	в данном случае	3	2
32	в одном из	2	2
33	таким образом и	2	2
34	одной и той	1	2
35	речи и т	1	1
36	то что и	1	1
37	совершенно то же	1	1
38	и столь же	1	1
39	к этому же	2	1
40	время от времени	1	1
41	это так то	1	1
42	в чем же	1	1
43	на самом деле	1	1
44	мы должны были	1	1
45	отличаются друг от	1	1
46	и в самых	1	1
47	о себе и	1	1
48	в силу того	1	1
49	в свете этих	2	1
50	случай более общего	1	1
51	так как они	1	1
52	прежде всего то	1	1
53	вместе с ней	1	1
54	так как мы	1	1
55	но и в	1	1
56	как мы увидим	1	1
57	частный случай более	1	1
58	тех случаях когда	1	1
59	хотя и не	1	1
60	только то что	1	1
61	точно так же	2	1
62	с этой точки	1	1
63	в своем исследовании	1	1
64	и тем что	1	1
65	и то что	2	1
66	то обстоятельство что	1	1
67	не только в	1	1
68	общаться с другими	1	1
69	состоит в том	2	1
70	от до но	1	1
71	связаны между собой	1	1
72	если это так	1	1
73	мы видели что	3	1
74	этой точки зрения	1	1
75	в тех случаях	1	1
76	силу того что	1	1
77	что он видел	1	1
78	надо сказать что	1	1
79	но тем не	2	1
80	таким образом мы	2	1
81	непосредственной связи с	1	1
82	в соответствии с	1	1
83	об этом мы	1	1
84	и вместе с	1	1
85	не только не	2	1
86	в связь с	1	1
87	что в данном	1	1
88	но все же	2	1
89	они состоят в	1	1
90	даже в самых	1	1
91	заметить что в	1	1
92	он ничего не	2	1
93	вопрос о связи	1	1
94	в том числе	1	1
95	и т д	15	1
96	тем не менее	5	1
97	мы уже знаем	2	1
98	и в жизнь	1	1
99	все остальные особенности	1	1
100	как и в	2	1
101	а затем уже	1	1
102	в жизни и	1	1
103	она не может	1	1
