N	2gram	Propp_Isto_5	OGranits
1	и в	25	13
2	и его	9	12
3	прежде всего	6	9
4	может быть	17	8
5	не может	6	8
6	и не	11	8
7	в его	12	7
8	и пр	3	7
9	точки зрения	2	7
10	только в	7	6
11	как бы	2	6
12	не только	13	6
13	то что	7	6
14	мы должны	4	6
15	таким образом	9	6
16	все же	10	5
17	и наконец	1	5
18	с точки	1	5
19	в процессе	1	5
20	хотя бы	1	5
21	мы не	5	4
22	но мы	3	4
23	еще и	1	4
24	но в	1	4
25	вопроса о	1	4
26	мы можем	2	4
27	то же	4	4
28	в сознании	1	4
29	в своей	2	4
30	было бы	1	4
31	все это	4	4
32	материала в	1	4
33	вряд ли	1	3
34	в ее	4	3
35	самом деле	2	3
36	в пределах	4	3
37	в их	1	3
38	по отношению	2	3
39	с этим	5	3
40	в которой	4	3
41	в себе	1	3
42	не как	4	3
43	в одном	1	3
44	так как	11	3
45	здесь мы	5	3
46	но и	13	3
47	как и	7	3
48	и уже	1	3
49	не в	6	3
50	но для	2	3
51	и для	2	3
52	никогда не	3	3
53	и все	3	3
54	превращается в	7	3
55	отношению к	2	3
56	что в	8	3
57	в искусстве	1	3
58	и др	3	2
59	данном случае	2	2
60	зависимости от	1	2
61	роль в	2	2
62	на две	1	2
63	мы уже	4	2
64	есть не	1	2
65	мог бы	1	2
66	и классификации	1	2
67	если бы	2	2
68	с самого	1	2
69	в ней	5	2
70	ее в	2	2
71	а также	1	2
72	во всей	1	2
73	что они	1	2
74	вслед за	1	2
75	наконец в	1	2
76	к сожалению	1	2
77	чем же	1	2
78	может иметь	1	2
79	его на	4	2
80	как в	6	2
81	в которую	2	2
82	в данном	3	2
83	в этом	10	2
84	но так	2	2
85	в том	6	2
86	мы видим	8	2
87	тот же	1	2
88	от этого	4	2
89	и отчасти	1	2
90	в целом	3	2
91	и тем	4	2
92	все эти	8	2
93	с одной	7	2
94	думать что	1	2
95	уже в	2	2
96	мы получим	1	2
97	в нем	7	2
98	связанные с	2	2
99	при этом	1	2
100	для него	1	2
101	вовсе не	2	2
102	в зависимости	1	2
103	тем что	10	2
104	связанных с	1	2
105	но одно	1	2
106	с другой	9	2
107	а как	2	2
108	в самом	1	2
109	входит в	5	2
110	одной стороны	7	2
111	соответствии с	1	2
112	а не	2	2
113	круга представлений	1	2
114	другой стороны	8	2
115	в руках	1	2
116	представляет себе	1	2
117	там где	6	2
118	несмотря на	2	2
119	в связи	4	2
120	том что	8	2
121	и при	2	2
122	и ее	1	2
123	так же	5	2
124	в течение	2	2
125	в тех	1	2
126	с этой	2	2
127	не менее	4	2
128	что эта	1	2
129	самого начала	1	2
130	не имеет	1	2
131	в книге	3	2
132	в живую	1	2
133	бы в	1	2
134	во всем	2	2
135	а в	3	2
136	еще в	2	2
137	в целях	3	2
138	нет ничего	1	2
139	героя и	3	2
140	и к	1	2
141	могут быть	6	2
142	в своих	1	2
143	к тому	1	2
144	и это	4	1
145	одним из	2	1
146	также и	1	1
147	же как	4	1
148	человека и	2	1
149	функции в	1	1
150	себя как	1	1
151	в виду	1	1
152	того же	2	1
153	но вообще	1	1
154	на нем	1	1
155	в некоторых	4	1
156	на основе	1	1
157	но тем	1	1
158	и есть	1	1
159	здесь и	1	1
160	в себя	3	1
161	ту же	2	1
162	в индии	4	1
163	некоторых других	1	1
164	не имеют	1	1
165	напоминает нам	1	1
166	на том	3	1
167	едва ли	1	1
168	в образе	5	1
169	такое утверждение	1	1
170	особенно в	2	1
171	здесь нет	1	1
172	или на	2	1
173	мы имеем	14	1
174	на первом	1	1
175	к тем	1	1
176	остается только	1	1
177	и о	1	1
178	мы в	1	1
179	вопрос о	2	1
180	на место	1	1
181	для этого	1	1
182	по себе	2	1
183	по мере	2	1
184	его за	1	1
185	на себя	3	1
186	сводится к	1	1
187	из того	1	1
188	но даже	1	1
189	ему в	3	1
190	то это	3	1
191	приближается к	2	1
192	не совсем	6	1
193	видели как	1	1
194	он пытается	1	1
195	и он	6	1
196	другими словами	1	1
197	и что	8	1
198	еще не	8	1
199	на втором	1	1
200	эту связь	1	1
201	время в	2	1
202	в различных	2	1
203	то мы	1	1
204	к нему	3	1
205	на самом	1	1
206	совсем не	1	1
207	но не	5	1
208	этом говорит	1	1
209	голосом в	1	1
210	то он	1	1
211	представляется не	1	1
212	мысль что	1	1
213	борьба с	1	1
214	отношение к	1	1
215	в другой	3	1
216	наблюдается у	1	1
217	на то	2	1
218	детей и	1	1
219	в истории	4	1
220	в одной	1	1
221	эта связь	2	1
222	до его	2	1
223	в своем	1	1
224	как из	1	1
225	что касается	1	1
226	один из	2	1
227	и как	3	1
228	его к	3	1
229	одной из	1	1
230	что он	22	1
231	чем его	1	1
232	что едва	1	1
233	в ригведе	1	1
234	или же	3	1
235	под ним	1	1
236	это заставляет	1	1
237	состоит не	1	1
238	его роль	1	1
239	по которым	2	1
240	так в	2	1
241	в этой	3	1
242	остановиться на	1	1
243	в дальнейшем	4	1
244	сюда относятся	1	1
245	само собой	1	1
246	и тот	1	1
247	конечно не	1	1
248	не пытается	1	1
249	и у	1	1
250	только на	1	1
251	если он	1	1
252	положение что	1	1
253	в нашей	1	1
254	как совершенно	1	1
255	и если	1	1
256	этот момент	1	1
257	что она	1	1
258	или даже	1	1
259	и других	2	1
260	постановка вопроса	1	1
261	его и	2	1
262	превращаются в	2	1
263	уже видели	1	1
264	одно из	1	1
265	и социальной	1	1
266	никто не	3	1
267	состоит в	1	1
268	в виде	9	1
269	в конце	1	1
270	одном случае	1	1
271	особенно часто	1	1
272	из него	2	1
273	подобно тому	1	1
274	отличие от	1	1
275	на этом	3	1
276	и вместе	2	1
277	ее на	1	1
278	для того	3	1
279	на всю	1	1
280	борьбы и	1	1
281	в особенности	3	1
282	и характер	1	1
283	происшедший в	1	1
284	особенности в	2	1
285	мы это	1	1
286	этого мы	2	1
287	имеет и	1	1
288	и здесь	7	1
289	его в	9	1
290	как к	1	1
291	тем мы	1	1
292	как же	1	1
293	в античной	1	1
294	ясно в	1	1
295	мира это	1	1
296	еще одно	1	1
297	и находит	1	1
298	что мы	2	1
299	этом мы	1	1
300	образом мы	2	1
301	из нее	2	1
302	о которых	2	1
303	не было	1	1
304	она и	1	1
305	а на	2	1
306	из наиболее	1	1
307	сдвиг в	1	1
308	не всегда	4	1
309	которой он	2	1
310	фигурирует в	2	1
311	отнюдь не	1	1
312	его эта	1	1
313	такой же	2	1
314	и тогда	1	1
315	если не	4	1
316	которую он	1	1
317	одно дело	1	1
318	связь с	8	1
319	но если	1	1
320	себе в	1	1
321	художественного творчества	1	1
322	нее как	1	1
323	как это	1	1
324	за которым	1	1
325	теперь мы	1	1
326	то можно	1	1
327	здесь уже	1	1
328	приведем пример	1	1
329	представление о	17	1
330	в отличие	1	1
331	в которых	3	1
332	быть это	1	1
333	бы мы	2	1
334	на три	1	1
335	отражается еще	1	1
336	здесь он	2	1
337	к этому	2	1
338	такого рода	1	1
339	должно было	2	1
340	тому как	1	1
