N	2gram	Bakhtin_Pr_1	Russkaja
1	не может	11	22
2	и не	34	19
3	в том	11	17
4	в этом	25	17
5	и в	23	14
6	с другом	3	14
7	друг с	3	14
8	то что	18	13
9	то же	10	11
10	точки зрения	21	11
11	таким образом	11	11
12	в то	10	10
13	же время	7	10
14	но и	11	10
15	в себе	5	9
16	не только	13	9
17	том что	9	9
18	с точки	15	9
19	может быть	21	9
20	во всяком	4	9
21	того чтобы	4	8
22	прежде всего	7	8
23	как на	2	8
24	самом деле	5	7
25	и с	4	7
26	в данном	2	7
27	к тому	1	7
28	не будет	1	7
29	о том	2	7
30	мы должны	2	7
31	к которой	1	6
32	в своем	8	6
33	и к	4	6
34	в россии	1	6
35	в своих	2	6
36	и при	1	6
37	признать что	1	6
38	если бы	10	6
39	все это	7	6
40	и для	3	6
41	для того	2	6
42	что он	10	6
43	всяком случае	3	6
44	для него	15	6
45	на самом	4	6
46	вопрос о	4	5
47	и на	10	5
48	во всех	5	5
49	в нем	20	5
50	при этом	3	5
51	он не	4	5
52	он должен	1	5
53	было бы	6	5
54	в своей	11	5
55	никогда не	5	5
56	потому что	12	5
57	между тем	5	5
58	а потому	2	5
59	и только	1	5
60	только в	8	5
61	хотя бы	2	5
62	конечно не	1	5
63	до сих	2	5
64	себя и	2	5
65	из которых	2	5
66	по существу	4	5
67	сих пор	2	5
68	а в	7	5
69	жизни в	1	5
70	и то	1	4
71	бы то	3	4
72	но не	8	4
73	себе и	3	4
74	себя в	3	4
75	все же	5	4
76	не в	6	4
77	в этой	4	4
78	быть самим	1	4
79	то ни	3	4
80	в совершенно	2	4
81	его в	4	4
82	как и	8	4
83	в их	3	4
84	точку зрения	4	4
85	тогда когда	1	4
86	от того	2	4
87	не могут	6	4
88	приводит к	3	4
89	в мире	7	4
90	можно было	3	4
91	при том	1	4
92	в его	24	4
93	так как	7	4
94	со стороны	2	4
95	вместе с	2	4
96	что же	1	4
97	как бы	28	4
98	в другое	1	4
99	жизни и	6	4
100	что в	8	4
101	все что	3	4
102	то в	1	3
103	так чтобы	1	3
104	говорить о	2	3
105	еще не	5	3
106	он сам	3	3
107	из этих	2	3
108	что они	1	3
109	во что	2	3
110	в самом	8	3
111	что это	1	3
112	ни одна	1	3
113	и по	2	3
114	лишь в	3	3
115	для них	1	3
116	несмотря на	6	3
