N	2gram	Losev_Vlad_3	Literetu
1	а не	8	20
2	и в	40	19
3	может быть	8	17
4	то же	4	12
5	и не	25	11
6	как и	7	10
7	в том	18	10
8	но и	18	10
9	в этом	16	9
10	в то	7	9
11	в мире	2	9
12	же время	2	9
13	не может	14	9
14	такого рода	4	9
15	не только	25	8
16	и даже	6	8
17	с другой	5	8
18	слова и	1	7
19	том что	18	7
20	так и	6	7
21	с одной	3	7
22	то что	28	7
23	и на	6	6
24	в себе	9	6
25	при этом	3	6
26	не менее	9	6
27	одной стороны	3	6
28	в году	10	5
29	я не	3	5
30	но не	4	5
31	он не	8	5
32	одна из	1	5
33	так в	1	5
34	в качестве	3	5
35	у нас	5	5
36	то есть	24	5
37	того что	7	5
38	вместе с	7	5
39	я и	1	4
40	в сфере	1	4
41	мы не	2	4
42	того же	2	4
43	так что	14	4
44	отнюдь не	5	4
45	едва ли	11	4
46	для него	8	4
47	точки зрения	13	4
48	не в	3	4
49	даже в	4	4
50	в ней	5	4
51	еще в	5	4
52	тех кто	3	4
53	в его	14	4
54	один из	1	4
55	и других	1	4
56	тем что	5	4
57	прежде всего	10	4
58	в частности	1	4
59	другой стороны	2	4
60	жизни и	1	4
61	что в	17	4
62	речь идет	1	3
63	и то	9	3
64	в сущности	2	3
65	и он	1	3
66	во всех	1	3
67	поскольку в	3	3
68	в этой	8	3
69	то и	2	3
70	наш взгляд	1	3
71	в нем	3	3
72	на наш	1	3
73	всех своих	2	3
74	в глазах	1	3
75	перестает быть	1	3
76	такой же	4	3
77	в их	2	3
78	с точки	6	3
79	тем самым	2	3
80	не столько	3	3
81	никогда не	11	3
82	ничего не	5	3
83	сознания в	1	3
84	и его	10	3
85	личности в	1	3
86	этот путь	1	3
87	данном случае	2	3
88	в себя	1	3
89	всей своей	2	3
90	не с	4	3
91	и с	9	3
92	в другом	2	3
93	но с	2	3
94	а в	7	3
95	так как	7	3
96	себе и	2	3
97	этом отношении	2	3
98	и др	1	3
99	со стороны	2	3
100	в данном	5	3
101	а именно	12	3
102	по существу	4	3
103	мыслится как	1	3
104	но это	6	3
105	в начале	2	3
106	и для	3	3
107	на свою	1	3
108	и как	7	3
109	что он	5	3
110	как на	3	3
111	себя как	1	2
112	же как	3	2
113	и за	2	2
114	на первом	3	2
115	на себя	2	2
116	с ее	1	2
117	в каждой	1	2
118	к своему	2	2
119	нам представляется	2	2
120	но как	2	2
121	если в	1	2
122	очевидно что	1	2
123	в истории	5	2
124	все же	4	2
125	и наконец	2	2
126	и к	2	2
127	но в	4	2
128	то в	6	2
129	в целом	2	2
130	в нашем	2	2
131	как он	1	2
132	о которой	1	2
133	и сам	1	2
134	великим и	1	2
135	одно и	2	2
136	искусство не	1	2
137	в жизни	2	2
138	но уже	2	2
139	в них	1	2
140	все равно	1	2
141	с этой	2	2
142	с тем	7	2
143	и еще	2	2
144	как бы	3	2
145	в такой	1	2
146	и без	1	2
147	не к	2	2
148	по преимуществу	2	2
149	свое существование	2	2
150	тем не	10	2
151	не раз	1	2
152	в основе	1	2
153	но только	2	2
154	не вполне	2	2
155	даже и	12	2
156	все еще	1	2
157	для того	2	2
158	для себя	5	2
159	в виду	3	2
160	говоря уже	1	2
161	в ее	1	2
162	то как	3	2
163	еще не	4	2
164	ко всему	1	2
165	о том	11	2
166	и что	8	2
167	бы жизнь	1	2
168	для нас	5	2
169	а также	8	2
170	путь к	2	2
171	а потому	1	2
172	и только	3	2
173	не надо	1	2
174	было бы	4	2
175	могло бы	2	2
176	одной из	2	2
177	в какой	2	2
178	друг друга	2	2
179	потому что	11	2
180	уже не	9	2
181	уже в	3	2
182	ни было	1	2
183	свидетельствует о	2	2
184	из них	2	2
185	был бы	3	2
186	не так	3	2
187	в одном	5	2
188	в конце	12	2
189	что и	7	2
190	вовсе не	13	2
191	при всей	1	2
192	у него	24	2
193	существование в	1	2
194	как раз	10	2
195	я вижу	2	2
196	себя и	1	2
197	не было	5	2
198	до конца	4	2
199	в россии	3	2
200	него не	1	2
201	как это	4	2
202	жизни а	2	2
203	и выше	2	2
204	и каждый	1	2
205	из которых	1	2
206	к жизни	1	2
207	а если	2	2
208	сравнении с	2	2
209	под названием	9	2
210	этом случае	1	2
211	и нет	1	2
212	исторической необходимости	1	2
213	при всем	2	2
214	не является	2	2
215	в результате	4	2
216	а к	1	2
217	хотя бы	6	2
218	же в	3	2
219	здесь даже	1	2
220	не говоря	1	2
221	я это	1	2
222	в сравнении	2	2
223	сила и	1	2
224	себе не	1	2
225	к этой	2	2
226	в своих	7	2
227	все что	1	2
228	том числе	1	2
229	два года	1	1
230	отношения к	5	1
231	начинается с	1	1
232	сын и	1	1
233	это и	1	1
234	что слово	1	1
235	здесь и	2	1
236	в строгом	1	1
237	должна быть	2	1
238	из всех	1	1
239	мы имеем	3	1
240	и само	2	1
241	он знает	1	1
242	это совершенно	1	1
243	как мы	8	1
244	целым рядом	1	1
245	он как	1	1
246	но даже	4	1
247	в будущем	1	1
248	к бытию	1	1
249	оказывается что	2	1
250	он был	2	1
251	он сам	2	1
252	в существовании	1	1
253	бы то	3	1
254	в чем	3	1
255	истории в	2	1
256	сказать и	1	1
257	он легко	1	1
258	самом деле	1	1
259	путь для	1	1
260	то он	4	1
261	принадлежит не	1	1
262	свою жизнь	1	1
263	в новом	1	1
264	он пишет	1	1
265	отличие от	3	1
266	и будет	1	1
267	за пределы	3	1
268	относится к	1	1
269	которые не	2	1
270	это самое	1	1
271	и вовсе	3	1
272	общего с	2	1
273	как в	1	1
274	стороны и	2	1
275	этой точки	1	1
276	когда он	1	1
277	что по	1	1
278	это тоже	2	1
279	появляется у	2	1
280	в действительности	1	1
281	и свою	1	1
282	от этого	2	1
283	в этот	2	1
284	в самом	4	1
285	и конечно	1	1
286	что это	9	1
287	все эти	5	1
288	в известном	1	1
289	если есть	3	1
290	но он	1	1
291	их объединяет	1	1
292	на то	4	1
293	в статье	1	1
294	а скорее	2	1
295	и последовательно	1	1
296	конце концов	5	1
297	слова а	1	1
298	же это	2	1
299	оно должно	4	1
300	и вот	1	1
301	никак не	4	1
302	на земле	1	1
303	что ни	1	1
304	и по	2	1
305	таким образом	11	1
306	то ни	3	1
307	что такой	1	1
308	различие между	1	1
309	начинать с	1	1
310	только не	1	1
311	его не	1	1
312	входя в	1	1
313	это не	3	1
314	этой силы	1	1
315	растворяется в	1	1
316	всю свою	1	1
317	должен был	2	1
318	связанным с	1	1
319	против этой	1	1
320	даже по	1	1
321	далеко не	3	1
322	и определяет	1	1
323	мы видели	3	1
324	жизни по	1	1
325	движется в	1	1
326	общего или	1	1
327	со всей	1	1
328	которую он	1	1
329	в этих	2	1
330	а вот	2	1
331	и поскольку	1	1
332	в своей	9	1
333	этого необходимо	1	1
334	место в	1	1
335	себе а	1	1
336	в отличие	3	1
337	является в	2	1
338	не путем	1	1
339	для столь	1	1
340	сам же	2	1
341	но эта	1	1
342	их в	1	1
343	свобода и	1	1
344	что этот	3	1
345	того кто	1	1
346	случае мы	1	1
347	и вся	2	1
348	тому что	4	1
349	новым и	1	1
350	выступает здесь	1	1
351	что есть	3	1
352	в отношении	5	1
353	шла о	1	1
354	на работу	1	1
355	возможным и	1	1
356	не имеет	4	1
357	того как	1	1
358	и вместо	1	1
359	и притом	3	1
360	христианство и	3	1
361	не могло	1	1
362	того и	1	1
363	и всегда	2	1
364	этого сознания	1	1
365	в форму	1	1
366	это едва	2	1
367	базируется на	1	1
368	по своей	2	1
369	на себе	1	1
370	во всем	6	1
371	насилия но	1	1
372	есть не	2	1
373	сознанием и	1	1
374	и теперь	1	1
375	связи с	2	1
376	мы и	2	1
377	что на	2	1
378	есть у	1	1
379	бытия как	1	1
380	которых он	2	1
381	все то	3	1
382	не могут	2	1
383	сознания как	1	1
384	и вполне	2	1
385	насилия и	2	1
386	же самое	3	1
387	к тому	7	1
388	единым сердцем	1	1
389	именно таким	1	1
390	мы ее	1	1
391	время он	1	1
392	в последующие	1	1
393	ничего общего	5	1
394	можно и	1	1
395	столько о	1	1
396	и о	4	1
397	того чтобы	3	1
398	здесь не	3	1
399	всем без	1	1
400	что делает	1	1
401	только то	2	1
