N	2gram	Tiupa_Hudo_1	Komedia
1	и в	19	22
2	и не	15	21
3	том что	8	13
4	таким образом	3	12
5	в том	18	12
6	так как	1	11
7	со стороны	2	11
8	в комедии	2	10
9	ни в	5	10
10	потому что	3	10
11	в самом	5	9
12	вместе с	1	9
13	в этом	11	8
14	его в	2	8
15	в своем	2	8
16	о том	2	8
17	если бы	3	8
18	в его	9	8
19	что и	2	8
20	что он	3	8
21	едва ли	1	7
22	то же	10	7
23	при этом	13	7
24	не по	1	7
25	об этом	2	7
26	в конце	1	7
27	о чем	2	7
28	а в	12	7
29	в свою	3	7
30	того же	2	6
31	еще не	3	6
32	так что	1	6
33	тому же	1	6
34	в то	6	6
35	и его	12	6
36	к тому	4	6
37	того чтобы	2	6
38	свою очередь	2	6
39	и что	3	6
40	для того	2	6
41	может быть	14	6
42	как раз	3	6
43	что его	1	5
44	отношение к	5	5
45	более чем	1	5
46	но в	7	5
47	не только	16	5
48	а по	1	5
49	он не	4	5
50	в своей	5	5
51	не менее	3	5
52	же время	5	5
53	связи с	1	5
54	хозяина и	1	5
55	и сам	1	5
56	хотя и	3	5
57	с ним	2	5
58	к нему	3	5
59	что в	6	5
60	по отношению	9	5
61	из них	1	5
62	тем что	1	5
63	прежде всего	4	5
64	как это	5	5
65	все это	2	5
66	с другой	7	4
67	отнюдь не	2	4
68	то что	4	4
69	в себе	9	4
70	что она	2	4
71	должен был	1	4
72	точки зрения	10	4
73	не в	7	4
74	однако в	4	4
75	в отношении	3	4
76	у него	1	4
77	и здесь	1	4
78	так и	11	4
79	между собой	2	4
80	и поэтому	1	4
81	до нас	1	4
82	не дает	1	4
83	вовсе не	2	4
84	но и	10	4
85	а не	9	4
86	в связи	1	4
87	не является	4	4
88	и для	2	4
89	бы в	1	4
90	тем более	1	4
91	либо в	2	4
92	так же	2	4
93	идет о	1	3
94	который в	2	3
95	говорить о	3	3
96	из того	1	3
97	на них	1	3
98	столь же	1	3
99	с его	6	3
100	в ее	5	3
101	в отсутствие	2	3
102	и к	3	3
103	в которой	2	3
104	представляет собой	10	3
105	в этой	2	3
106	на то	1	3
107	не могла	1	3
108	в нем	5	3
109	при виде	1	3
110	эдипа и	1	3
111	приводит к	5	3
112	то ни	1	3
113	дома и	2	3
114	было бы	1	3
115	в них	2	3
116	далеко не	2	3
117	как и	2	3
118	но если	1	3
119	себе в	1	3
120	с точки	3	3
121	тем не	3	3
122	их в	3	3
123	к ним	1	3
124	не имеет	1	3
125	никогда не	2	3
126	же самое	1	3
127	на это	1	3
128	обращается к	1	3
129	в глаза	2	3
130	не позволяет	1	3
131	по собственному	1	3
132	одной из	2	3
133	с одной	2	3
134	что не	1	3
135	отношению к	9	3
136	и даже	1	3
137	на ее	1	3
138	ему не	1	3
139	на которые	1	3
140	перед ним	1	3
141	один из	2	3
142	если не	1	3
143	в частности	13	3
144	на новую	1	3
145	не может	7	3
146	по своему	2	3
147	одной стороны	2	3
148	как бы	9	3
149	с этой	1	3
150	в целом	3	3
151	из своего	1	3
152	не знает	3	3
153	дело с	1	3
154	все что	1	3
155	в какой	2	3
156	в совершенном	1	2
157	отношения к	2	2
158	человека и	1	2
159	такое же	1	2
160	перед лицом	3	2
161	здесь и	1	2
162	из его	1	2
163	в сущности	1	2
164	пребывания в	1	2
165	и на	2	2
166	бы то	1	2
167	во всех	3	2
168	он говорит	1	2
169	конечном счете	5	2
170	отличие от	7	2
171	за пределы	2	2
172	что они	1	2
173	и я	1	2
174	как в	2	2
175	в известной	1	2
176	в результате	1	2
177	в герое	1	2
178	всего лишь	4	2
179	так или	3	2
180	бы не	1	2
181	раз в	1	2
182	текста не	2	2
183	после чего	1	2
184	если он	1	2
185	ни было	1	2
186	на его	1	2
187	состоит в	16	2
188	в силу	1	2
189	чтобы в	1	2
190	а затем	1	2
191	в мире	21	2
192	не с	2	2
193	а как	1	2
194	с другими	4	2
195	это не	2	2
196	как видно	1	2
197	над его	1	2
198	и без	1	2
199	в котором	1	2
200	в их	5	2
201	в одном	2	2
202	тому что	2	2
203	дело не	2	2
204	в основе	4	2
205	ему и	1	2
206	в области	6	2
207	до смерти	1	2
208	одним из	1	2
209	и со	1	2
210	известной степени	3	2
211	такого отношения	1	2
