N	2gram	Vygotskiy__7	Sotsiolo
1	все это	3	7
2	в том	18	5
3	в этом	29	5
4	и только	4	3
5	как же	1	3
6	для нас	2	3
7	не только	24	3
8	и в	26	3
9	но ведь	1	3
10	не в	4	3
11	в его	4	3
12	за пределы	1	2
13	как только	1	2
14	но и	11	2
15	конце концов	1	2
16	и мы	1	2
17	было бы	6	2
18	к которому	1	2
19	в смысле	6	2
20	она может	2	2
21	исторического развития	3	2
22	только в	8	2
23	дело не	1	2
24	по природе	2	2
25	нужно было	4	2
26	в результате	1	2
27	том что	17	2
28	в частности	1	2
29	как будто	1	2
30	идей и	1	2
31	то что	24	2
32	и что	6	2
33	еще не	4	2
34	только как	1	2
35	ведь это	2	2
36	заключается что	1	2
37	таким образом	23	2
38	это и	4	2
39	отношению к	5	2
40	в конце	4	2
41	что в	12	2
42	может быть	7	2
43	как бы	6	2
44	по отношению	6	2
45	очевидно что	3	2
46	и заключается	3	2
47	по существу	1	2
48	то же	8	2
49	друг от	2	1
50	тотчас же	1	1
51	что все	2	1
52	быть не	1	1
53	нашей работы	3	1
54	наконец в	2	1
55	по себе	3	1
56	даже в	2	1
57	сама по	1	1
58	сказать и	1	1
59	в этой	3	1
60	тому что	9	1
61	отнюдь не	1	1
62	эти два	1	1
63	этой области	1	1
64	на все	1	1
65	этот основной	1	1
66	развития по	1	1
67	и самые	1	1
68	с другой	4	1
69	ни одно	1	1
70	его в	2	1
71	дает нам	1	1
72	только для	1	1
73	с ним	3	1
74	лучшем случае	2	1
75	это не	3	1
76	на этот	1	1
77	именно в	6	1
78	в чем	3	1
79	значении слова	1	1
80	все же	6	1
81	один из	2	1
82	и есть	2	1
83	перед нами	2	1
84	в то	3	1
85	хотелось бы	1	1
86	есть процесс	1	1
87	мысли в	9	1
88	тем же	5	1
89	и наконец	4	1
90	а с	1	1
91	тем что	9	1
92	и как	1	1
93	всего не	1	1
94	образом недостаточная	1	1
95	в процессе	5	1
96	что эти	3	1
97	исследование и	1	1
98	что он	8	1
99	не пошел	1	1
100	прежде всего	7	1
101	слова но	3	1
102	являются те	1	1
103	в них	1	1
104	так и	3	1
105	не было	1	1
106	одной стороны	5	1
107	но только	3	1
108	и не	18	1
109	полагает что	1	1
110	никогда не	4	1
111	различает два	1	1
112	на основании	2	1
113	основной вопрос	1	1
114	мы не	7	1
115	со своими	1	1
116	внутреннего единства	1	1
117	ничего не	2	1
118	развития и	2	1
119	и самым	2	1
120	не мешает	1	1
121	и о	3	1
122	связь между	6	1
123	все эти	6	1
124	это же	1	1
125	образования понятий	1	1
126	как и	15	1
127	между собой	6	1
128	бы в	5	1
129	с помощью	13	1
130	для этого	3	1
131	иначе говоря	1	1
132	она должна	2	1
133	мы должны	6	1
134	остается в	1	1
135	их на	1	1
136	в сущности	9	1
137	благодаря тому	2	1
138	но она	1	1
139	образом в	2	1
140	конечно не	1	1
141	в связи	1	1
142	свойств и	1	1
143	и его	12	1
144	в этих	2	1
145	место в	1	1
146	связи с	4	1
147	от друга	2	1
148	в лучшем	2	1
149	в целом	5	1
150	не может	11	1
151	в своей	3	1
152	только тогда	1	1
153	своих мыслей	1	1
154	и должно	1	1
155	а в	2	1
156	благодаря этому	2	1
157	него и	1	1
158	что она	8	1
159	о том	4	1
160	в области	4	1
161	к изучению	3	1
162	и потому	3	1
163	представить себе	3	1
164	больше того	1	1
165	факта что	1	1
166	но именно	2	1
167	в котором	4	1
168	никак не	5	1
169	между ними	3	1
170	это неизбежно	1	1
171	происходит не	1	1
172	из тех	1	1
173	обобщения как	1	1
174	представляется нам	3	1
175	столь же	2	1
176	время в	2	1
177	всяком случае	1	1
178	собой не	1	1
179	в силу	5	1
180	он говорит	1	1
181	должно было	2	1
182	в конечном	2	1
183	его построения	1	1
184	что это	6	1
185	вовсе не	2	1
186	новое и	1	1
187	ли не	2	1
188	и границы	1	1
189	же самое	5	1
190	с одной	5	1
191	в заключение	1	1
192	но не	3	1
193	у него	1	1
194	подвести итоги	1	1
195	в виде	1	1
196	вопросов в	1	1
197	в данном	5	1
198	между тем	1	1
199	но как	1	1
200	и по	3	1
201	что на	2	1
202	конечном счете	2	1
203	понимания природы	2	1
204	и никак	1	1
205	он различает	1	1
206	том и	3	1
207	во всяком	2	1
208	и будет	1	1
209	перейти к	4	1
210	они не	1	1
211	это значит	1	1
