N	2gram	Berdyaev_M_2	Problemy
1	и в	46	43
2	и не	18	29
3	т е	4	26
4	может быть	21	23
5	как бы	8	22
6	не может	15	18
7	в пределах	1	16
8	как и	13	14
9	у достоевского	34	14
10	но и	15	14
11	в этом	20	13
12	точки зрения	2	13
13	что он	7	13
14	в нем	22	12
15	не только	18	11
16	в каждом	3	11
17	не в	9	11
18	по себе	2	11
19	и на	3	10
20	но в	10	10
21	в его	5	10
22	прежде всего	12	10
23	в сущности	2	9
24	он не	10	9
25	никогда не	18	9
26	то же	5	8
27	лишь в	2	8
28	для него	18	8
29	с точки	1	8
30	и его	5	8
31	с самим	3	8
32	ведь и	1	7
33	в самом	5	7
34	к себе	2	7
35	и сам	1	7
36	в другом	1	7
37	до сих	3	7
38	а не	13	7
39	что же	2	7
40	сих пор	3	7
41	то что	5	7
42	к одному	1	6
43	в этих	2	6
44	приводит к	1	6
45	в том	3	6
46	в котором	1	6
47	у него	22	6
48	то перед	2	6
49	и все	5	6
50	сам по	2	5
51	самом деле	1	5
52	к другому	3	5
53	и он	11	5
54	по отношению	2	5
55	хотя и	2	5
56	в себе	10	5
57	все эти	1	5
58	на то	1	5
59	да и	2	5
60	и с	3	5
61	было бы	1	5
62	самим собою	2	5
63	о том	3	5
64	и что	2	5
65	к нему	2	5
66	мы увидим	2	5
67	так что	2	5
68	в той	1	5
69	все это	1	5
70	бы в	2	5
71	а в	2	5
72	отношению к	2	5
73	достоевского в	2	4
74	мы не	1	4
75	я не	5	4
76	с его	4	4
77	во всех	2	4
78	себе и	2	4
79	сама по	1	4
80	в своем	8	4
81	знаю что	1	4
82	человека в	14	4
83	же не	1	4
84	в них	3	4
85	должно быть	2	4
86	в своей	5	4
87	но он	11	4
88	их в	1	4
89	в самой	1	4
90	или как	1	4
91	достоевский в	3	4
92	к тому	5	4
93	и это	5	4
94	с собой	2	4
95	в словах	1	4
96	только в	3	4
97	же и	2	4
98	ни одного	2	4
99	так как	8	4
100	с другой	1	4
101	при чем	1	4
102	до конца	4	4
103	и великие	1	4
104	не могут	1	4
105	другого человека	2	4
106	и нет	3	4
107	но это	8	4
108	между ними	1	4
109	что в	4	4
110	но эти	1	4
111	также и	4	3
112	не хочет	1	3
113	должна быть	1	3
114	тут в	2	3
115	той же	3	3
116	что если	1	3
117	не была	1	3
118	обращен к	4	3
119	он был	9	3
120	он сам	6	3
121	его художественного	1	3
122	за пределы	1	3
123	когда он	1	3
124	и к	7	3
125	чем у	4	3
126	самим собой	1	3
127	это не	5	3
128	в жизни	4	3
129	а за	2	3
130	достоевского но	1	3
131	в отношении	5	3
132	она не	8	3
133	на два	1	3
134	ничего не	2	3
135	во всем	5	3
136	той или	1	3
137	он с	1	3
138	и этим	2	3
139	можно было	2	3
140	так и	4	3
141	если бы	3	3
142	с ним	3	3
143	и здесь	6	3
144	между тем	2	3
145	что и	4	3
146	и только	1	3
147	другого в	2	3
148	достоевского это	1	3
149	наконец в	1	3
150	его в	3	3
151	тот же	2	3
152	и ее	1	3
153	со всеми	1	3
154	себя в	4	3
155	есть в	3	3
156	уже не	4	3
157	творчестве достоевского	3	3
158	достоевского не	3	3
159	тем что	3	3
160	к самому	2	3
161	или иной	2	3
162	себя и	3	3
163	ни на	1	3
164	в человеке	2	3
165	в романах	1	3
166	но для	2	3
167	и для	7	3
168	сознания и	2	3
169	для достоевского	8	3
170	это все	2	3
171	не знает	9	3
172	того же	1	3
173	есть и	3	3
174	я и	2	2
175	а между	1	2
176	отношения к	2	2
177	чтобы не	3	2
178	человека и	7	2
179	ивана карамазова	7	2
180	почти всегда	1	2
181	из подполья	2	2
182	вопрос о	6	2
183	на себя	1	2
184	бы ни	1	2
185	слова о	1	2
186	быть в	1	2
187	друг к	5	2
188	в голове	1	2
189	себе он	1	2
190	друг на	1	2
191	отношение к	8	2
192	друга и	1	2
193	одному знаменателю	1	2
194	как в	7	2
195	с этим	1	2
196	романах достоевского	1	2
197	целый ряд	1	2
198	и как	1	2
199	великие люди	1	2
200	его к	1	2
201	слова он	1	2
202	та же	10	2
203	бы и	5	2
204	что это	6	2
205	в целом	1	2
206	момент его	2	2
207	бы не	2	2
208	отношение между	1	2
209	как он	3	2
210	но на	2	2
211	к миру	1	2
212	но все	1	2
213	сознание и	1	2
214	об этом	1	2
215	к другу	5	2
216	достоевского он	1	2
217	входит в	1	2
218	на почве	3	2
219	он есть	1	2
220	ни в	3	2
221	достоевского и	2	2
222	на друга	1	2
223	одна и	3	2
224	для чего	3	2
225	не проникает	1	2
226	достоевского нет	2	2
227	том что	4	2
228	которую он	1	2
229	что такое	1	2
230	в такой	3	2
231	себе а	1	2
232	в которых	1	2
233	значение для	1	2
234	но эта	2	2
235	что было	3	2
236	и то	1	2
237	иной раз	1	2
238	того как	3	2
239	столкновение двух	1	2
240	достоевский не	5	2
241	и всегда	3	2
242	и без	1	2
243	а лишь	2	2
244	и эта	2	2
245	что на	1	2
246	перед ним	4	2
247	есть у	1	2
248	у нас	11	2
249	лежит в	1	2
250	я сам	1	2
251	отличается от	1	2
252	должны быть	4	2
253	в письме	1	2
254	как человек	1	2
255	но к	1	2
256	для себя	1	2
257	и самое	2	2
258	в конце	5	2
259	всего этого	1	2
260	не могу	6	2
261	говорили что	1	2
262	что у	4	2
263	он так	2	2
264	в образе	3	2
265	в которые	2	2
266	для этого	4	2
267	с человеком	1	2
268	не был	2	2
269	со словами	1	2
270	переходит в	8	2
271	ибо и	1	2
272	того что	6	2
273	быть и	2	2
274	но так	1	2
275	в стороне	1	2
276	есть я	1	2
277	уже в	2	2
278	и они	1	2
279	не принимает	1	2
280	его и	1	2
281	и та	2	2
282	дело и	1	2
283	уже и	1	2
284	с другим	3	2
285	и кто	1	2
286	а с	1	2
287	что не	2	2
288	превращается в	2	2
289	него не	1	2
290	в творчестве	3	2
291	так же	6	2
292	ним как	1	2
293	по своему	1	2
294	чтобы сделать	1	2
295	этого слова	1	2
296	будет и	1	2
297	знает только	1	2
298	письме к	1	2
299	человек и	2	2
300	лишь как	3	2
301	бы он	1	2
302	еще более	2	2
303	конце концов	1	2
304	хотя бы	7	2
305	отношении к	3	2
306	не есть	13	2
307	образ человека	1	2
308	сказать что	3	2
309	он ведь	1	2
310	была бы	1	2
311	но этот	2	2
312	ее в	2	2
313	в своих	3	2
314	смысле слова	3	1
315	к полному	1	1
316	не христианское	1	1
317	же человек	1	1
318	на самом	1	1
319	он может	1	1
320	это и	3	1
321	и есть	8	1
322	между двумя	1	1
323	и объяснение	1	1
324	и чрезвычайно	1	1
325	поэтому он	2	1
326	проникает в	1	1
327	все те	1	1
328	их и	1	1
329	есть не	5	1
330	изобличает его	1	1
331	к народу	1	1
332	для достижения	1	1
333	он знает	1	1
334	это совершенно	1	1
335	же как	3	1
336	всех его	1	1
337	выходит из	1	1
338	но она	2	1
339	принадлежит к	2	1
340	и тем	1	1
341	и иван	3	1
342	по замыслу	1	1
343	достоевского почти	1	1
344	духе и	1	1
345	нет то	2	1
346	на них	1	1
347	человека или	1	1
348	тем как	1	1
349	вполне и	1	1
350	а следовательно	1	1
351	достоевского всюду	1	1
352	уже нет	1	1
353	землю и	2	1
354	то он	2	1
355	утвердить себя	1	1
356	если в	1	1
357	с отцом	1	1
358	менее всего	3	1
359	в новом	1	1
360	для всякой	1	1
361	уже как	1	1
362	нет и	1	1
363	человек мы	1	1
364	его я	1	1
365	мы дадим	1	1
366	себя за	1	1
367	под его	2	1
368	безусловное значение	5	1
369	одном из	1	1
370	если есть	3	1
371	в мысли	2	1
372	ничего и	1	1
373	всего как	1	1
374	увидим что	2	1
375	вот на	1	1
376	к чему	4	1
377	по достоевскому	2	1
378	что достоевский	1	1
379	в нашем	7	1
380	которые в	2	1
381	в этой	7	1
382	до последних	2	1
383	переживает кризис	1	1
384	достоевского а	2	1
385	может уже	2	1
386	человек не	7	1
387	все они	1	1
388	и если	2	1
389	образ его	1	1
390	что она	5	1
391	в первых	1	1
392	есть одна	1	1
393	него мысль	1	1
394	она становится	1	1
395	из этой	2	1
396	и социальной	1	1
397	он должен	1	1
398	не к	2	1
399	у пушкина	1	1
400	в плане	1	1
401	его другим	1	1
402	что ни	1	1
403	этом мире	1	1
404	на этом	2	1
405	может понять	1	1
406	его до	2	1
407	не бывает	3	1
408	раскрывается с	1	1
409	значительной степени	1	1
410	что все	5	1
411	и характер	1	1
412	этом он	2	1
413	они должны	1	1
414	в мире	7	1
415	с целью	1	1
416	за собою	1	1
417	видит в	1	1
418	как к	2	1
419	по природе	1	1
420	человеческой в	1	1
421	связанная с	1	1
422	я все	1	1
423	за ней	1	1
424	выходя из	1	1
425	стоит на	2	1
426	он несет	1	1
427	из нее	1	1
428	нет в	4	1
429	ивана как	1	1
430	взглядом и	1	1
