N	3gram	Vygotskiy__4	Vvedenie
1	и т д	2	36
2	для того чтобы	19	20
3	в том что	12	12
4	о том что	10	12
5	в этом смысле	1	8
6	не может быть	1	8
7	до сих пор	3	6
8	в самом деле	7	6
9	то же время	1	6
10	к выводу что	1	6
11	в то же	1	6
12	и т п	3	5
13	в том чтобы	3	5
14	с другой стороны	2	5
15	что иное как	1	4
16	по отношению к	1	4
17	можно было бы	4	4
18	на этот вопрос	1	4
19	не только в	1	4
20	и в этом	3	4
21	так или иначе	1	4
22	во всяком случае	3	4
23	не что иное	1	4
24	с одной стороны	3	4
25	также и в	1	3
26	с тем что	1	3
27	вместе с тем	2	3
28	что может быть	2	3
29	заключается в том	3	3
30	и в самом	2	3
31	можно сказать что	1	3
32	сама по себе	3	3
33	как она есть	2	2
34	потому что он	2	2
35	что в этом	1	2
36	дело в том	1	2
37	и той же	2	2
38	подобно тому как	1	2
39	то же самое	6	2
40	что она была	1	2
41	с точки зрения	4	2
42	по самой своей	1	2
43	что в нем	5	2
44	точно так же	3	2
45	самой своей природе	1	2
46	того чтобы понять	1	2
47	в конце концов	3	2
48	смысле этого слова	3	2
49	не до конца	1	2
50	т д все	1	2
51	в целом ряде	1	2
52	а также и	1	2
53	того чтобы он	1	2
54	и что следовательно	1	2
55	то что могло	1	2
56	вовсе не в	1	2
57	как мы уже	1	2
58	одной и той	2	2
59	мы уже знаем	2	2
60	может быть в	1	2
61	таким образом по	1	2
62	и в конце	2	1
63	тех пор пока	2	1
64	сказать что в	2	1
65	и как раз	1	1
66	это то же	1	1
67	на самом деле	5	1
68	после этого уже	1	1
69	бы сказать что	1	1
70	никак не может	2	1
71	что могло бы	1	1
72	в таком случае	1	1
73	как раз наоборот	1	1
74	сам по себе	2	1
75	и на других	1	1
76	него в этом	1	1
77	чтобы сделать эти	1	1
78	и надо сказать	1	1
79	которая сама по	1	1
80	и которая в	1	1
81	потому что и	1	1
82	потому что это	1	1
83	не было бы	1	1
84	только то что	1	1
85	вовсе может быть	2	1
86	от которых не	1	1
87	совершенно ясно что	3	1
88	том или ином	1	1
89	самого по себе	1	1
90	д все это	1	1
91	с этой точки	1	1
92	и что это	1	1
93	не то что	3	1
94	все то что	11	1
95	это не просто	3	1
96	так как она	3	1
97	в том или	1	1
98	уже о том	1	1
99	на эту тему	1	1
100	тот факт что	1	1
101	так же как	3	1
102	то что у	1	1
103	а не только	1	1
104	которая лежит в	1	1
105	как раз в	4	1
106	же ясно что	1	1
107	то ни было	1	1
108	на одной из	1	1
109	чем то что	1	1
110	в том как	1	1
111	чтобы увидеть что	1	1
112	какой бы то	1	1
113	бы то ни	1	1
114	и исследования и	1	1
115	на тему о	1	1
116	того чтобы сделать	1	1
117	это только одна	1	1
118	человеческой природы и	1	1
119	в нем есть	1	1
120	тем что в	1	1
121	но если бы	2	1
122	потому что они	1	1
123	же самое и	2	1
124	речь идет об	1	1
125	этой точки зрения	1	1
126	нужно было бы	1	1
127	у него в	1	1
128	до тех пор	2	1
129	то обстоятельство что	1	1
130	потому что все	1	1
131	имел в виду	1	1
132	же самое что	2	1
133	говорить о том	3	1
134	в свою очередь	1	1
135	что в ней	2	1
136	смотреть как на	1	1
137	всего того что	1	1
138	и никогда не	1	1
139	с самого начала	5	1
140	но и за	1	1
141	художественной литературы и	1	1
142	что это есть	1	1
143	но в этом	1	1
144	с этой стороны	1	1
145	к тому что	5	1
146	было бы сказать	2	1
147	в предисловии к	1	1
148	в средние века	1	1
149	и в результате	1	1
150	из того что	1	1
