N	3gram	Vygotskiy__5	Hudozhes
1	о том что	4	9
2	по отношению к	12	8
3	в то же	1	8
4	в том что	11	6
5	в самом деле	2	4
6	можно было бы	3	4
7	в этой связи	1	4
8	к тому что	1	4
9	с точки зрения	9	3
10	в этом отношении	5	3
11	в связи с	1	3
12	тем не менее	1	3
13	том что в	2	2
14	в тот момент	2	2
15	такой же мере	3	2
16	по своей природе	1	2
17	о том как	2	2
18	того или иного	1	2
19	только в том	1	2
20	что он не	2	2
21	в первую очередь	1	2
22	до сих пор	3	2
23	то и другое	2	2
24	к жизни и	1	2
25	в равной мере	1	2
26	в такой же	3	2
27	вместо того чтобы	3	2
28	не может быть	3	2
29	и это не	1	2
30	тот момент когда	2	2
31	в еще большей	1	1
32	потому что он	5	1
33	не может не	1	1
34	потому что оно	1	1
35	состоит в том	3	1
36	в другом отношении	1	1
37	не знает ни	1	1
38	мы узнаем что	1	1
39	он не умеет	2	1
40	на самом деле	1	1
41	но при этом	2	1
42	в этом смысле	1	1
43	отличаются друг от	1	1
44	том что он	2	1
45	то же самое	4	1
46	одной стороны и	1	1
47	же как и	1	1
48	а тем более	1	1
49	именно в этом	2	1
50	с самого начала	5	1
51	ответить на вопрос	2	1
52	более или менее	1	1
53	с ним в	1	1
54	в отличие от	2	1
55	к тому чтобы	4	1
56	с этой точки	4	1
57	и что в	1	1
58	и по отношению	1	1
59	в первом случае	1	1
60	именно в этой	1	1
61	в высшей степени	2	1
62	в себя и	1	1
63	тот и другой	1	1
64	так и в	1	1
65	по нашему мнению	1	1
66	и потому что	1	1
67	не до конца	2	1
68	не только для	1	1
69	равной мере и	1	1
70	и из нее	1	1
71	мы уже говорили	1	1
72	во всяком случае	1	1
73	он не знает	1	1
74	в свое время	2	1
75	не только потому	1	1
76	уже на пороге	2	1
77	между этими двумя	1	1
78	как нам представляется	1	1
79	совсем иной чем	1	1
80	в свою очередь	3	1
81	ничего общего с	2	1
82	этой точки зрения	4	1
83	не только не	3	1
84	является для него	1	1
85	но в этом	1	1
86	но все же	2	1
87	того что он	1	1
88	друг от друга	4	1
89	в том смысле	1	1
90	с одной стороны	3	1
91	так и по	1	1
92	друг с другом	7	1
93	он действует так	1	1
94	то во второй	1	1
95	он мыслит в	1	1
