N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	49
2	то есть	9	32
3	прежде всего	3	19
4	в его	2	18
5	и на	6	17
6	не только	16	17
7	и его	4	17
8	в этом	18	15
9	и не	12	15
10	в них	1	13
11	только в	4	13
12	но и	12	13
13	как и	14	11
14	и т.п	8	11
15	как бы	10	11
16	в этой	9	10
17	вовсе не	2	10
18	в нем	1	9
19	для него	4	9
20	все это	4	9
21	в романе	1	9
22	в сущности	4	8
23	то же	4	7
24	все эти	1	7
25	таким образом	2	7
26	на протяжении	2	7
27	как мы	3	7
28	один из	2	7
29	не может	4	7
30	мы уже	1	6
31	именно в	3	6
32	во всех	4	6
33	с их	2	6
34	смеха в	1	6
35	так и	15	6
36	времени и	1	6
37	точки зрения	4	6
38	в то	2	6
39	же время	2	6
40	в себя	4	6
41	в литературе	1	6
42	то что	7	6
43	здесь в	2	6
44	так как	1	6
45	сказать что	2	6
46	с точки	2	5
47	с его	1	5
48	из этих	1	5
49	но не	4	5
50	в своем	4	5
51	при этом	10	5
52	в эту	3	5
53	в своей	2	5
54	никогда не	3	5
55	роль в	2	5
56	тот же	1	5
57	уже в	1	5
58	в начале	1	5
59	может быть	6	5
60	и потому	1	5
61	и смерти	4	5
62	в основном	1	5
63	отношения к	2	4
64	и до	2	4
65	и к	5	4
66	но в	6	4
67	в себе	7	4
68	лишь в	9	4
69	в жизни	1	4
70	в этих	2	4
71	и более	1	4
72	с ним	2	4
73	одна из	1	4
74	характер и	1	4
75	она была	1	4
76	с другой	6	4
77	и во	2	4
78	а в	3	4
79	тем что	3	4
80	и о	1	4
81	том что	12	4
82	нового времени	1	4
83	в свое	1	4
84	значение в	1	4
85	как на	1	4
86	также и	1	3
87	в самом	6	3
88	на первом	1	3
89	место в	3	3
90	почти все	1	3
91	не был	3	3
92	раз в	1	3
93	да и	1	3
94	всех этих	1	3
95	свое время	1	3
96	можно было	3	3
97	а затем	2	3
98	было бы	3	3
99	из них	3	3
100	ни в	1	3
101	далеко не	1	3
102	несмотря на	3	3
103	в одном	2	3
104	даже в	2	3
105	только с	1	3
106	с ее	2	3
107	существенное значение	1	3
108	в ее	1	3
109	в виду	1	3
110	о том	7	3
111	в значительной	2	3
112	к нему	1	3
113	утрачивает свою	1	3
114	же в	1	3
115	с одной	5	3
116	этого процесса	1	3
117	этом отношении	3	3
118	и особенно	4	3
119	связан с	1	3
120	превращается в	2	3
121	о чем	2	3
122	одной стороны	4	3
123	и все	3	3
124	в том	12	3
125	другой стороны	2	3
126	как известно	1	2
127	тех же	1	2
