N	3gram	Propp_Isto_7	Psycholo
1	в том что	4	17
2	в самом деле	1	11
3	с точки зрения	1	10
4	и т п	1	8
5	не может быть	3	8
6	то же самое	1	6
7	до сих пор	2	5
8	мы знаем что	1	4
9	можно было бы	1	4
10	так же как	4	4
11	в данном случае	3	4
12	тем не менее	4	4
13	о том что	5	4
14	только в том	1	4
15	точно так же	2	3
16	в том чтобы	2	3
17	то что она	1	3
18	в то время	2	3
19	таким образом и	1	3
20	что и в	2	3
21	и когда он	1	2
22	состоит в том	1	2
23	но так как	1	2
24	он не может	1	2
25	что он не	1	2
26	как и в	2	2
27	показывают что и	1	2
28	на этот вопрос	2	2
29	то время как	2	2
30	и что в	1	2
31	в первый раз	1	2
32	бы то ни	1	2
33	этой точки зрения	3	2
34	надо сказать что	1	2
35	это значит что	1	2
36	с другой стороны	8	2
37	к тому что	1	2
38	мы видим что	3	2
39	то же что	2	2
40	только потому что	1	2
41	и т д	16	2
42	и может быть	1	1
43	не в состоянии	1	1
44	нуждается ни в	1	1
45	мы видим и	3	1
46	все дело в	1	1
47	то это значит	1	1
48	еще яснее это	1	1
49	с достаточной ясностью	1	1
50	еще не вполне	1	1
51	один и тот	1	1
52	никак не может	1	1
53	новые и новые	1	1
54	он не только	1	1
55	о том как	1	1
56	в этом случае	1	1
57	так что он	1	1
58	же как и	1	1
59	и как он	1	1
60	не нуждается ни	1	1
61	как и другие	2	1
62	было у нее	1	1
63	в зависимости от	1	1
64	но и на	1	1
65	сказать что по	1	1
66	но и в	2	1
67	и та же	1	1
68	при переходе от	1	1
69	но он не	1	1
70	и в других	2	1
71	может быть распространено	1	1
72	с этой точки	3	1
73	как если бы	1	1
74	вместе с тем	1	1
75	не имеет никаких	1	1
76	не согласиться с	1	1
77	то ни было	1	1
78	этом случае есть	1	1
79	здесь мы имеем	2	1
80	в противоречие с	1	1
81	лежит в основе	2	1
82	и что он	1	1
83	с одной стороны	4	1
84	и тот же	1	1
85	она никогда не	1	1
86	склонен думать что	1	1
87	имеем дело с	1	1
88	все же не	1	1
89	в связи с	1	1
90	можно согласиться с	1	1
91	одна и та	1	1
92	во всем этом	1	1
93	только о том	1	1
94	ответ на этот	1	1
95	до наших дней	1	1
96	один из способов	1	1
97	вывод что задача	1	1
98	в достаточной степени	1	1
99	более или менее	1	1
100	другой стороны к	1	1
101	может быть это	1	1
102	в этом и	2	1
103	мы имеем в	4	1
104	тем что у	1	1
105	с того что	3	1
106	не только на	1	1
107	с тем и	1	1
108	достаточной ясностью что	1	1
109	не по существу	1	1
110	и должны быть	1	1
111	совершенно очевидно что	1	1
112	и что эта	1	1
113	за тридевять земель	5	1
114	после того как	2	1
115	по реке но	1	1
116	у того же	1	1
117	на то чтобы	2	1
118	так как он	2	1
119	ли он в	1	1
120	же самое и	1	1
121	один из самых	1	1
122	мы увидим что	2	1
