N	3gram	Propp_Russ_2	Psycholo
1	на то что	1	12
2	в том что	18	11
3	для того чтобы	6	8
4	все то что	1	6
5	с одной стороны	2	5
6	с другой стороны	1	5
7	и т д	5	4
8	и в этом	1	3
9	и то и	1	3
10	о том что	4	3
11	о том как	1	2
12	в таком виде	2	2
13	как мы увидим	1	2
14	то что в	1	2
15	это имеет место	1	2
16	вместе с тем	4	2
17	то время как	1	2
18	для нас совершенно	1	2
19	в данном случае	6	2
20	может быть не	1	2
21	смысле этого слова	1	2
22	во всяком случае	1	2
23	мы видели что	4	2
24	мы не можем	2	2
25	в то время	2	2
26	в свою очередь	1	2
27	по аналогии с	1	2
28	все же в	1	2
29	как мы видели	1	2
30	для нас важно	1	1
31	потому что он	1	1
32	потому что в	1	1
33	показывает что в	1	1
34	более или менее	1	1
35	только там где	1	1
36	как это имеет	1	1
37	так как эти	1	1
38	мы не имеем	1	1
39	в отличие от	3	1
40	в этом отношении	1	1
41	он прав когда	1	1
42	можно показать что	1	1
43	они представляют собой	2	1
44	можно было бы	1	1
45	правильнее было бы	1	1
46	этот представляет собой	1	1
47	может быть и	1	1
48	представлять себе дело	1	1
49	в применении к	1	1
50	в двух направлениях	1	1
51	здесь мы имеем	1	1
52	что она может	1	1
53	состоит в том	13	1
54	не только как	1	1
55	с ней и	1	1
56	дело не в	1	1
57	в такой же	1	1
58	очевидно что и	1	1
59	месте своей книги	1	1
60	том что они	1	1
61	а между тем	1	1
62	бросается в глаза	2	1
63	он признает что	1	1
64	в тех случаях	1	1
65	дело так будто	1	1
66	но в зачаточном	1	1
67	в том чтобы	2	1
68	из этих же	1	1
69	не имеет с	1	1
70	можно сказать что	1	1
71	с тем и	1	1
72	или во всяком	1	1
73	совершенно очевидно что	1	1
74	все что она	1	1
75	по этому поводу	2	1
76	так что в	1	1
77	себе дело так	1	1
78	первое что бросается	1	1
79	не может быть	3	1
80	по его мнению	1	1
81	подобно тому как	3	1
