N	2gram	Tiupa_Disk_2	Psycholo
1	и в	16	38
2	в басне	3	37
3	то что	5	35
4	в том	8	25
5	в самом	1	25
6	самом деле	1	21
7	что в	5	20
8	может быть	16	19
9	и что	1	18
10	точки зрения	4	16
11	в ней	2	15
12	то есть	12	15
13	том что	10	14
14	как бы	4	14
15	потому что	4	14
16	в этом	16	13
17	в этой	4	13
18	не только	10	12
19	таким образом	1	12
20	не в	3	12
21	что он	2	11
22	то же	6	10
23	в сущности	1	10
24	и не	15	10
25	и все	3	10
26	с точки	2	9
27	и то	4	8
28	все же	6	8
29	и как	3	8
30	как и	16	8
31	в одном	4	8
32	и это	2	8
33	так что	1	8
34	вовсе не	1	8
35	перед нами	3	8
36	из этого	1	8
37	с другой	5	7
38	не может	9	7
39	все то	1	7
40	в ее	1	7
41	никак не	1	7
42	между тем	2	7
43	может служить	1	7
44	а не	14	7
45	а в	2	7
46	и на	5	6
47	в которых	1	6
48	к чему	1	6
49	как это	1	6
50	он не	3	6
51	в котором	3	6
52	она не	1	6
53	самого начала	1	6
54	и его	3	6
55	к тому	1	6
56	указывает на	1	6
57	с самого	1	6
58	и здесь	1	6
59	о том	4	6
60	один из	1	6
61	с одной	4	6
62	из них	3	6
63	там где	1	6
64	двух противоположных	1	5
65	должна быть	2	5
66	мы не	1	5
67	я не	1	5
68	время в	2	5
69	в своем	5	5
70	в которой	1	5
71	так сказать	1	5
72	на этом	1	5
73	в другом	3	5
74	несмотря на	1	5
75	иначе говоря	3	5
76	в своей	6	5
77	в его	3	5
78	в какой	1	5
79	но и	11	5
80	действующих лиц	1	5
81	одной стороны	4	5
82	вместе с	2	5
83	в той	2	5
84	другой стороны	2	5
85	на деле	1	4
86	во всех	1	4
87	не то	1	4
88	идет о	2	4
89	как в	8	4
90	когда он	1	4
91	в целом	2	4
92	все эти	3	4
93	раз в	1	4
94	в себе	19	4
95	в нем	7	4
96	при этом	17	4
97	она была	1	4
98	но если	1	4
99	что этот	1	4
100	одна из	1	4
101	никогда не	2	4
102	как будто	3	4
103	мы все	1	4
104	что и	2	4
105	с той	2	4
106	только в	3	4
107	и даже	1	4
108	и между	1	4
109	из которых	1	4
110	по своему	1	4
111	того что	1	4
112	и для	2	4
113	речь идет	1	4
114	сказать что	1	4
115	который не	2	4
116	ее в	1	4
117	в своих	6	4
118	должен быть	1	3
119	того же	2	3
120	что как	2	3
121	но в	11	3
122	из этих	3	3
123	не к	2	3
124	состоит в	16	3
125	одно и	2	3
126	его в	3	3
127	рассказ в	2	3
128	ни в	7	3
129	в них	3	3
130	далеко не	2	3
131	со всей	1	3
132	в такой	1	3
133	место в	2	3
134	всякий раз	2	3
135	бы не	1	3
136	с теми	1	3
137	в то	5	3
138	того как	1	3
139	в основе	4	3
140	именно это	1	3
141	из двух	3	3
142	он был	1	3
143	были бы	1	3
144	и только	1	3
145	здесь не	2	3
146	тем что	1	3
147	решительно не	1	3
148	но это	3	3
149	все это	2	3
150	указать на	2	3
151	одновременно и	1	3
152	к этому	4	3
153	как на	3	3
154	например в	3	2
155	себя как	1	2
156	по преимуществу	2	2
157	не имеют	1	2
158	поэзии и	1	2
159	той же	2	2
160	совпадает с	2	2
161	и столь	1	2
162	героев в	1	2
163	как-то в	1	2
164	на их	1	2
165	столь же	3	2
166	действующее лицо	1	2
167	уже как	2	2
168	не просто	1	2
169	тенденцию к	1	2
170	отнюдь не	6	2
171	в истории	1	2
172	в одной	1	2
173	в полном	2	2
174	для поэтической	1	2
175	и наконец	3	2
176	со своей	1	2
177	представляет собой	11	2
178	человеке и	1	2
179	в силу	1	2
180	одной и	1	2
181	и может	3	2
182	не совпадает	1	2
183	будто автор	1	2
184	же самого	1	2
185	такой же	2	2
186	и ее	3	2
187	как все	2	2
188	содержание рассказа	2	2
189	и той	1	2
190	но они	1	2
191	и более	1	2
192	их в	2	2
193	в этих	3	2
194	в русской	3	2
195	дело не	1	2
196	и всегда	1	2
197	ничего не	1	2
198	к ней	1	2
199	не могут	1	2
200	утверждать что	1	2
201	рассказа и	1	2
202	с ее	2	2
203	данном случае	6	2
204	для читателя	1	2
205	только то	1	2
206	действия и	1	2
207	по аналогии	1	2
208	одного из	4	2
209	мы в	1	2
210	же мере	1	2
211	для этого	1	2
212	со стороны	10	2
213	с ним	1	2
214	внимание на	1	2
215	аналогии с	1	2
216	и во	1	2
217	слов и	1	2
218	и следовательно	1	2
219	и одновременно	2	2
220	с каждым	1	2
221	наше время	2	2
222	согласно с	1	2
223	в качестве	16	2
224	для всех	1	2
225	есть в	2	2
226	уже не	3	2
227	или не	1	2
228	по выражению	1	2
229	к своим	2	2
230	одно из	4	2
231	для него	5	2
232	всяком случае	1	2
233	могло бы	1	2
234	к самому	1	2
235	представляют собой	1	2
236	русской поэзии	1	2
237	на примере	2	2
238	здесь в	3	2
239	еще и	1	2
240	а с	5	2
241	до конца	1	2
242	на возможность	1	2
243	к его	4	2
244	к себе	1	2
245	к своему	2	2
246	в данном	7	2
247	что же	2	2
248	с этой	1	2
249	явный перевес	1	2
250	своей жизни	1	2
251	о мире	1	2
252	в наше	2	2
253	не знаем	1	2
254	конечно же	1	2
255	к смерти	1	2
256	не более	2	2
257	же в	1	2
258	имеет место	1	2
259	можно назвать	4	2
260	во всяком	1	2
261	а между	1	1
262	не нужна	1	1
263	же как	2	1
264	чтобы не	1	1
265	художественного произведения	1	1
266	переходит к	1	1
267	это и	1	1
268	между рассказом	1	1
269	и есть	1	1
270	в первом	1	1
271	и до	1	1
272	на две	1	1
273	и служило	1	1
274	к рассказу	1	1
275	противник и	1	1
276	краткость рассказа	1	1
277	мы имеем	2	1
278	он как	1	1
279	не столько	3	1
280	с детства	1	1
281	на практике	1	1
282	из ее	1	1
283	а другие	1	1
284	героев или	1	1
285	еще не	6	1
286	оно стоит	1	1
287	я на	1	1
288	в чем	1	1
289	с его	6	1
290	в сюжете	1	1
291	там и	1	1
292	чем это	1	1
293	но не	7	1
294	в сторону	1	1
295	одном и	1	1
296	присутствует в	1	1
297	отношение к	2	1
298	отличие от	12	1
299	тут же	2	1
300	из важнейших	2	1
301	быть охарактеризована	1	1
302	хотя и	1	1
303	действие и	2	1
304	мой друг	1	1
305	то в	1	1
306	в себя	2	1
307	ни один	1	1
308	стихами и	2	1
309	как некий	1	1
310	таковы например	1	1
311	всей своей	3	1
312	рассказ о	2	1
313	в лоб	1	1
314	не следует	3	1
315	заявляет что	1	1
316	этого характера	1	1
317	и еще	1	1
318	не как	1	1
319	по общему	1	1
320	подобно тому	2	1
321	образа и	1	1
322	заключает в	2	1
323	но все	1	1
324	то чтобы	1	1
325	она оказывается	1	1
326	и с	2	1
327	того или	1	1
328	есть не	1	1
329	для нее	1	1
330	это не	3	1
331	здесь это	1	1
332	в жизни	1	1
333	из первых	1	1
334	с которого	1	1
335	а вот	1	1
336	этому ряду	1	1
337	вводит в	1	1
338	но уже	2	1
339	она и	1	1
340	о чем	2	1
341	событие с	1	1
342	и было	1	1
343	должно быть	2	1
344	оно приобретает	1	1
345	рассказа о	1	1
346	противоположную сторону	1	1
347	нас не	1	1
348	если можно	1	1
349	в рассказ	1	1
350	на каждом	1	1
351	двойственно и	1	1
352	бы мы	1	1
353	обнаруживается в	1	1
354	теми же	1	1
355	повести в	1	1
356	ставит себя	1	1
357	в повести	1	1
358	никакого отношения	1	1
359	даже в	1	1
360	случае мы	1	1
361	самого рассказа	2	1
362	и второе	1	1
363	бывает в	1	1
364	в таких	1	1
