N	2gram	Potebnia_M_3	Russkaja
1	не может	6	22
2	и не	15	19
3	в том	32	17
4	в этом	10	17
5	и в	30	14
6	с другом	1	14
7	друг с	1	14
8	то что	18	13
9	то же	23	11
10	точки зрения	2	11
11	таким образом	14	11
12	в то	10	10
13	же время	5	10
14	но и	19	10
15	в себе	16	9
16	не только	21	9
17	том что	18	9
18	с точки	1	9
19	может быть	28	9
20	во всяком	1	9
21	того чтобы	3	8
22	прежде всего	3	8
23	как на	5	8
24	самом деле	2	7
25	и если	2	7
26	и с	2	7
27	в данном	1	7
28	к тому	7	7
29	не будет	3	7
30	о том	2	7
31	самого себя	3	7
32	мы должны	4	7
33	если в	1	6
34	в своем	5	6
35	с тем	7	6
36	и при	4	6
37	если бы	12	6
38	все это	4	6
39	для того	4	6
40	что он	6	6
41	для него	9	6
42	на самом	1	6
43	своего народа	1	6
44	а между	2	5
45	вопрос о	1	5
46	и на	3	5
47	во всех	1	5
48	на то	2	5
49	в нем	9	5
50	при этом	3	5
51	он не	4	5
52	он должен	1	5
53	было бы	9	5
54	в своей	2	5
55	потому что	46	5
56	между тем	9	5
57	а потому	6	5
58	только в	21	5
59	конечно не	1	5
60	до сих	3	5
61	себя и	4	5
62	сих пор	3	5
63	а в	12	5
64	жизни в	1	5
65	и то	8	4
66	бы то	1	4
67	но не	7	4
68	себе и	1	4
69	себя в	1	4
70	все же	2	4
71	более или	3	4
72	не в	15	4
73	в этой	2	4
74	в корне	1	4
75	в совершенно	1	4
76	том случае	1	4
77	его в	3	4
78	как и	10	4
79	которой он	1	4
80	или менее	3	4
81	в их	2	4
82	тогда когда	9	4
83	во всем	1	4
84	к соединению	1	4
85	от того	8	4
86	не могут	5	4
87	когда они	1	4
88	при таких	2	4
89	в мире	1	4
90	и т.д	1	4
91	в его	4	4
92	так как	13	4
93	со стороны	3	4
94	вместе с	12	4
95	что же	2	4
96	как бы	3	4
97	к вопросу	1	4
98	отказаться от	2	4
99	жизни и	2	4
100	что в	17	4
101	все что	4	4
102	вряд ли	1	3
103	и т	5	3
104	то в	1	3
105	говорить о	3	3
106	еще не	5	3
107	он сам	1	3
108	из этих	9	3
109	что они	2	3
110	в самом	8	3
111	что это	4	3
112	главным образом	1	3
113	на том	1	3
114	и по	4	3
115	лишь в	1	3
116	несмотря на	2	3
117	должно быть	5	3
118	но если	1	3
119	таким же	1	3
120	знаем что	1	3
121	том чтобы	2	3
122	связи с	2	3
123	в сознании	15	3
124	то это	6	3
125	что оно	11	3
126	приходит к	1	3
127	что все	3	3
128	данном случае	1	3
129	для этого	1	3
130	сводится к	1	3
131	при котором	1	3
132	но мы	2	3
133	вопросу о	1	3
134	что и	13	3
135	что бы	1	3
136	того что	18	3
137	одной из	2	3
138	с нею	2	3
139	в виде	2	3
140	из них	6	3
141	себя от	2	3
142	друг друга	3	3
143	тем что	7	3
144	именно в	3	3
145	что для	4	3
146	не было	4	3
147	ко всем	2	3
148	и потому	4	3
149	таких условиях	1	3
150	да и	1	3
151	или в	3	3
152	о котором	1	3
153	и как	5	3
154	не есть	17	3
155	случае если	1	3
156	говоря о	4	2
157	бы для	1	2
158	и есть	3	2
159	должна быть	1	2
160	к чему	1	2
161	но она	1	2
162	в ней	8	2
163	в таком	3	2
164	время в	3	2
165	по отношению	5	2
166	тогда как	2	2
167	существование в	2	2
168	друг от	1	2
169	сама по	2	2
170	с этим	6	2
171	что действительно	1	2
172	помнить что	1	2
173	целый ряд	2	2
174	и наконец	2	2
175	но в	1	2
176	не можем	3	2
177	все эти	1	2
178	и тот	2	2
179	во многих	1	2
180	сами эти	1	2
181	не к	4	2
182	и вот	1	2
183	касается до	1	2
184	мы уже	2	2
185	в глазах	1	2
186	по себе	16	2
187	и тем	5	2
188	этого не	3	2
189	и тогда	3	2
190	нисколько не	1	2
191	в этих	1	2
192	во время	2	2
193	что такое	2	2
194	в котором	4	2
195	место в	3	2
196	в силу	3	2
197	другом и	1	2
198	друг другу	1	2
199	и более	1	2
200	их в	2	2
201	том же	2	2
202	любовь к	1	2
203	тому что	3	2
204	она не	2	2
205	только для	1	2
206	в таких	1	2
207	что с	2	2
208	принадлежат к	1	2
209	для нас	20	2
210	у него	2	2
211	следовательно и	1	2
212	больше чем	1	2
213	в противоречие	1	2
214	людей и	2	2
215	на которой	3	2
216	в области	2	2
217	деятельности и	2	2
218	отличается от	1	2
219	указывает на	6	2
220	для себя	3	2
221	и о	2	2
222	от друга	1	2
223	за то	1	2
224	ясно что	1	2
225	с самим	1	2
226	это только	1	2
227	даже не	1	2
228	в порядке	1	2
229	и что	10	2
230	от него	2	2
231	к нему	3	2
232	это в	2	2
233	что только	6	2
234	такое стремление	1	2
235	время когда	1	2
236	бы ни	3	2
237	по этому	1	2
238	так что	7	2
239	уже не	6	2
240	на такой	1	2
241	только на	3	2
242	в начале	3	2
243	но совершенно	1	2
244	его и	1	2
245	будет не	2	2
246	представить себе	3	2
247	ни в	2	2
248	мы можем	3	2
249	и вместе	3	2
250	в других	2	2
251	и даже	2	2
252	будет ли	2	2
253	а с	2	2
254	зависит от	6	2
255	а не	15	2
256	так же	3	2
257	отношения к	1	2
258	есть и	1	2
259	но это	6	2
260	от нас	3	2
261	если не	4	2
262	и от	4	2
263	не подлежит	2	2
264	в результате	1	2
265	с ним	6	2
266	отношении к	2	2
267	на это	4	2
268	значило бы	1	2
269	ее в	1	2
270	тем самым	7	2
271	точно так	12	2
272	в силе	1	1
273	в сфере	1	1
274	сами себя	1	1
275	должен быть	1	1
276	без них	1	1
277	того же	1	1
278	он может	1	1
279	тех же	1	1
280	к своей	1	1
281	себе отпечаток	1	1
282	это и	2	1
283	на деле	5	1
284	смотрит на	2	1
285	не заботясь	1	1
286	первое время	2	1
287	свое место	2	1
288	что эти	1	1
289	противном случае	1	1
290	с таким	2	1
291	со своей	2	1
292	то самое	1	1
293	их и	1	1
294	лишь тогда	2	1
295	есть не	7	1
296	заботясь о	1	1
297	мы не	9	1
298	до такой	1	1
299	имеет свою	1	1
300	он как	2	1
301	от своих	4	1
302	в сущности	1	1
303	оно есть	3	1
304	и средство	1	1
305	себе что	2	1
306	формы в	1	1
307	с большим	1	1
308	без всякого	1	1
309	чем больше	1	1
310	столько же	1	1
311	он был	1	1
312	на них	1	1
313	упускать из	2	1
314	но этого	1	1
315	столь же	4	1
316	основанного на	1	1
317	именно тем	1	1
318	заключается не	1	1
319	в область	1	1
320	к этому	3	1
321	но как	2	1
322	а только	3	1
323	только тогда	9	1
324	есть по	1	1
325	очевидно что	5	1
326	из таких	1	1
327	человек может	2	1
328	которые не	1	1
329	что хотя	2	1
330	в истории	1	1
331	первый взгляд	1	1
332	в одной	1	1
333	по которому	5	1
334	что первое	2	1
335	лишь изредка	1	1
336	что ее	1	1
337	что касается	1	1
338	в противном	1	1
339	перед нами	2	1
340	когда он	1	1
341	что по	2	1
342	с понятием	2	1
343	для которой	1	1
344	имеет в	1	1
345	от этого	2	1
346	эти признаки	1	1
347	и конечно	1	1
348	в которой	3	1
349	бы не	4	1
350	что к	1	1
351	то и	6	1
352	только один	2	1
353	тому же	1	1
354	иначе и	2	1
355	то сознание	1	1
356	двух других	1	1
357	но на	1	1
358	на его	2	1
359	как оно	1	1
360	не могла	2	1
361	не следует	5	1
362	этого мало	1	1
363	что когда	1	1
364	смотреть как	3	1
365	на создание	1	1
366	тем не	3	1
367	время и	2	1
368	есть дело	2	1
369	эта последняя	2	1
370	есть та	1	1
371	к одному	5	1
372	именно из	1	1
373	мало того	1	1
374	языком и	1	1
375	так например	2	1
376	заключает в	5	1
377	но все	2	1
378	такого же	1	1
379	здесь мы	1	1
380	мысль об	2	1
381	могла бы	2	1
382	может создать	1	1
383	тем же	4	1
384	тем в	1	1
385	об этой	1	1
386	об этом	2	1
387	то есть	34	1
388	себя не	1	1
389	говорить не	1	1
390	или даже	1	1
391	входит в	2	1
392	заключается в	1	1
393	те или	1	1
394	с другими	5	1
395	его личности	1	1
396	это не	1	1
397	потому все	1	1
398	и мы	2	1
399	то все	1	1
400	в жизни	1	1
401	все черты	2	1
402	этого слова	11	1
403	она и	1	1
404	также принять	1	1
405	все равно	4	1
406	в общей	1	1
407	не всегда	2	1
408	для чего	1	1
409	части наших	1	1
410	нет и	1	1
411	еще одну	1	1
412	в один	4	1
413	не сам	1	1
414	мысли что	4	1
415	на первый	1	1
416	есть центр	1	1
417	неба не	1	1
418	от своего	1	1
419	что такая	1	1
420	что среди	1	1
421	нас не	1	1
422	даже тогда	2	1
423	в такой	1	1
424	и без	7	1
425	внутренняя связь	1	1
426	условиях и	1	1
427	не столько	2	1
428	на свою	2	1
429	в которых	2	1
430	и другого	1	1
431	стало быть	1	1
432	по крайней	5	1
433	ни было	1	1
434	возможно только	3	1
435	который мы	1	1
436	видеть что	2	1
437	вовсе не	7	1
438	даже в	2	1
439	своих членов	1	1
440	нее все	1	1
441	не менее	5	1
442	к такой	1	1
443	или что	3	1
444	что эта	2	1
445	и другое	1	1
446	и проч	16	1
447	или другие	1	1
448	ее с	1	1
449	на себе	1	1
450	на него	3	1
451	сколько и	2	1
452	народа к	1	1
453	образом в	3	1
454	отличное от	2	1
455	иметь в	2	1
456	но только	2	1
457	себе самом	1	1
458	он с	1	1
459	только не	2	1
460	однако если	1	1
461	того и	1	1
462	самого предмета	1	1
463	не всякий	1	1
464	возможно и	1	1
465	в разных	2	1
466	это то	1	1
467	невозможно но	1	1
468	с одним	1	1
469	природы в	2	1
470	к ней	5	1
471	более что	1	1
472	и теперь	6	1
473	и сама	1	1
474	было не	1	1
475	этом отношении	2	1
476	личности к	1	1
477	что на	1	1
478	хотим и	1	1
479	с определенным	1	1
480	только от	3	1
481	стороны и	1	1
482	из предыдущего	1	1
483	нет ни	2	1
484	есть только	5	1
485	могут быть	3	1
486	слова но	2	1
487	же самое	1	1
488	все свое	1	1
489	третьей то	1	1
490	что при	3	1
491	быть назван	1	1
492	и это	4	1
493	из всего	1	1
494	как мы	7	1
495	свою очередь	3	1
496	и говорить	1	1
497	и многие	1	1
498	в ее	2	1
499	только при	2	1
500	не могло	1	1
501	языка и	2	1
502	в собственном	2	1
503	мысль о	5	1
504	только то	1	1
505	с самого	1	1
506	то нужно	1	1
507	до самого	1	1
508	и когда	1	1
509	котором мы	2	1
510	что у	1	1
511	понимание и	1	1
512	так и	11	1
513	не за	1	1
514	те же	6	1
515	его жизни	2	1
516	именно вследствие	3	1
517	том виде	1	1
518	мог бы	1	1
519	личности на	1	1
520	остается только	2	1
521	быть может	3	1
522	из одного	1	1
523	сомнению и	1	1
524	нас и	1	1
525	это зависит	2	1
526	с тою	1	1
527	никак не	3	1
528	одного из	1	1
529	можно сказать	3	1
530	с другой	7	1
531	но пусть	1	1
532	должно было	2	1
533	подлежит сомнению	1	1
534	совершенно как	1	1
535	от них	2	1
536	когда оно	1	1
537	крайней мере	5	1
538	и следует	2	1
539	происходит в	1	1
540	эти последние	2	1
541	один из	4	1
542	с ними	1	1
543	не идет	1	1
544	это стремление	1	1
545	не безразличны	1	1
546	в обществе	1	1
547	нею в	1	1
548	мысль эта	2	1
549	человека с	1	1
550	же и	3	1
551	носит в	1	1
