N	2gram	Potebnia_M_4	EvropaiE
1	и в	23	37
2	в отношении	1	32
3	в пределах	1	25
4	точки зрения	4	23
5	что в	17	21
6	не только	10	18
7	с точки	3	17
8	в то	4	16
9	то же	14	15
10	хотя бы	4	15
11	отношении к	1	15
12	в своем	8	14
13	но в	8	14
14	же время	3	14
15	в качестве	1	14
16	но и	11	14
17	и не	18	14
18	в этом	23	12
19	в их	1	11
20	в области	2	11
21	в том	23	11
22	с и	2	10
23	так и	6	10
24	в себе	14	9
25	только в	15	9
26	земного шара	1	9
27	прежде всего	1	9
28	все более	3	9
29	не может	11	9
30	так же	4	9
31	в смысле	3	9
32	в ее	2	8
33	думать что	4	8
34	было бы	8	8
35	в своей	1	8
36	к тому	3	8
37	между тем	9	8
38	с одной	1	8
39	одной стороны	1	8
40	нам кажется	2	7
41	а также	1	7
42	того что	14	7
43	так как	14	7
44	с другой	2	7
45	как и	14	7
46	по своему	2	7
47	между прочим	3	7
48	может быть	26	6
49	и на	3	6
50	во всех	1	6
51	на то	7	6
52	то есть	34	6
53	том что	12	6
54	того чтобы	4	6
55	вслед за	1	6
56	вовсе не	7	6
57	для того	6	6
58	и даже	2	6
59	как бы	5	6
60	то что	29	6
61	которую мы	1	5
62	столь же	2	5
63	но не	1	5
64	не в	11	5
65	и по	3	5
66	к которым	3	5
67	но если	1	5
68	тем самым	4	5
69	как мы	2	5
70	от моря	1	5
71	одной из	1	5
72	в виде	2	5
73	со стороны	3	5
74	в частности	1	5
75	и потому	10	5
76	в течение	2	5
77	в той	4	5
78	как нам	1	5
79	то в	3	4
80	мы не	8	4
81	вопрос о	2	4
82	но даже	2	4
83	в некотором	1	4
84	в ней	2	4
85	независимо от	6	4
86	в самом	3	4
87	во многих	2	4
88	чем в	2	4
89	даже в	2	4
90	не имеет	5	4
91	и притом	2	4
92	в процессе	3	4
93	к ней	2	4
94	той или	1	4
95	по себе	11	4
96	можно сказать	4	4
97	тем более	5	4
98	именно в	3	4
99	на всем	1	4
100	само по	5	4
101	как это	1	4
102	для нас	14	4
103	сказать что	8	4
104	в каком	4	4
105	в применении	1	3
106	в сфере	1	3
107	идет о	1	3
108	бы и	5	3
109	того же	1	3
110	как в	7	3
111	и к	6	3
112	в известном	1	3
113	но на	1	3
114	вообще не	1	3
115	мы можем	10	3
116	не будет	3	3
117	большинстве случаев	2	3
118	и мы	5	3
119	и тем	4	3
120	в них	3	3
121	с тем	7	3
122	мы видели	1	3
123	можно считать	2	3
124	во второй	1	3
125	в которых	3	3
126	дело в	1	3
127	никогда не	3	3
128	потому что	33	3
129	заключает в	8	3
130	уже и	2	3
131	можно думать	2	3
132	бы ни	2	3
133	можно было	2	3
134	по признаку	2	3
135	о том	8	3
136	как было	1	3
137	от них	1	3
138	что и	7	3
139	и только	3	3
140	всяком случае	3	3
141	различия в	1	3
142	не из	5	3
143	из них	1	3
144	очевидно что	7	3
145	себе в	3	3
146	в известной	1	3
147	к ним	2	3
148	тем что	10	3
149	этом отношении	1	3
150	и прежде	2	3
151	в свою	2	3
152	там где	3	3
153	в данном	4	3
154	известной степени	3	3
155	и для	2	3
156	новое слово	4	3
157	мира и	1	3
158	не более	1	3
159	это так	1	3
160	ее в	1	3
161	как на	1	3
162	в таком	4	3
163	во всяком	5	3
164	и отчасти	1	2
165	сказанному выше	1	2
166	и то	5	2
167	что эти	3	2
168	должна быть	1	2
169	есть не	4	2
170	что если	6	2
171	и другая	1	2
172	которое в	3	2
173	как совокупности	1	2
174	меньшей степени	1	2
175	не нужно	2	2
176	на них	1	2
177	он сам	1	2
178	а тем	1	2
179	но как	1	2
180	друг от	1	2
181	и чем	2	2
182	же мало	1	2
183	в истории	4	2
184	более чем	3	2
185	его на	1	2
186	с этим	7	2
187	помнить что	1	2
188	хотя и	5	2
189	и как	2	2
190	что это	7	2
191	чем больше	2	2
192	в этой	1	2
193	этот процесс	1	2
194	и если	3	2
195	с течением	2	2
196	как оно	2	2
197	главным образом	1	2
198	он не	2	2
199	на одну	1	2
200	и еще	1	2
201	отношений между	2	2
202	в силу	7	2
203	какой бы	1	2
204	таким образом	24	2
205	это значит	1	2
206	в мире	2	2
207	и с	4	2
208	заключается в	1	2
209	с другими	4	2
210	окажется что	1	2
211	или частью	1	2
212	например с	2	2
213	далеко не	1	2
214	в своих	2	2
215	одна и	2	2
216	видим как	1	2
217	в развитии	1	2
218	и того	1	2
219	в эту	1	2
220	в этих	3	2
221	в котором	4	2
222	одном из	2	2
223	и более	4	2
224	тому чтобы	1	2
225	можем сказать	2	2
226	она не	2	2
227	тогда когда	8	2
228	и имеет	1	2
229	как будто	1	2
230	что на	2	2
231	течением времени	2	2
232	не могут	2	2
233	могут быть	7	2
234	или поздно	2	2
235	одну и	1	2
236	только одно	1	2
237	утверждать что	1	2
238	от друга	1	2
239	как не	1	2
240	свою очередь	1	2
241	данном случае	2	2
242	на основе	1	2
243	нужно заметить	1	2
244	и ту	1	2
245	если бы	13	2
246	определенном смысле	1	2
247	и совершенное	1	2
248	и поэтому	1	2
249	и та	4	2
250	второй половине	1	2
251	и что	7	2
252	и во	1	2
253	к нему	5	2
254	ее от	1	2
255	во втором	1	2
256	в его	5	2
257	и можно	1	2
258	мы должны	2	2
259	эти последние	1	2
260	но с	1	2
261	этот вопрос	3	2
262	есть в	5	2
263	не можем	5	2
264	в большинстве	2	2
265	рано или	2	2
266	при помощи	3	2
267	и других	3	2
268	участие в	1	2
269	бы совершенно	1	2
270	в одном	4	2
271	меньше чем	1	2
272	заметить что	6	2
273	значение только	1	2
274	в других	2	2
275	влияние на	2	2
276	а именно	4	2
277	будет ли	1	2
278	как же	4	2
279	только к	1	2
280	на основании	4	2
281	на этот	2	2
282	пожалуй и	1	2
283	а не	12	2
284	нужно иметь	2	2
285	что все	4	2
286	следовало бы	1	2
287	можно утверждать	1	2
288	начиная с	1	2
289	вместе с	6	2
290	относятся к	2	2
291	что же	5	2
292	для понимания	2	2
293	войны и	1	2
294	и таким	3	2
295	с наиболее	1	2
296	происходит в	2	2
297	или в	1	2
298	то не	1	2
299	и все	4	2
300	наблюдения над	1	2
301	но еще	1	2
302	бы в	2	2
303	еще более	2	2
304	стороны в	1	2
305	же в	1	2
306	в другой	2	2
307	мы видим	2	2
308	а в	5	2
309	не есть	9	2
310	имеет в	2	2
311	между ними	4	2
312	другой стороны	1	2
313	жизни и	1	2
314	и эта	1	2
315	нужно помнить	1	1
316	себя как	1	1
317	ту же	3	1
318	вопрос мы	1	1
319	также что	1	1
320	ко всем	3	1
321	и т	7	1
322	например в	3	1
323	до него	1	1
324	связана с	1	1
325	и это	2	1
326	но тем	2	1
327	и до	3	1
328	речь идет	1	1
329	всем ее	1	1
330	часть его	1	1
331	той же	3	1
332	или наоборот	1	1
333	же следует	1	1
334	что между	3	1
335	большую роль	1	1
336	ответить на	3	1
337	есть нечто	5	1
338	по нашим	1	1
339	говорить о	5	1
340	а для	1	1
341	то это	8	1
342	когда мы	6	1
343	почти на	1	1
344	в каждой	1	1
345	быть в	1	1
346	нам представляется	2	1
347	тот что	1	1
348	что его	2	1
349	тем как	2	1
350	то мы	3	1
351	а причем	1	1
352	видели что	1	1
353	отнести в	1	1
354	заключают в	1	1
355	значением и	1	1
356	значение и	2	1
357	мы же	1	1
358	силу этого	1	1
359	по отношению	10	1
360	в новом	1	1
361	тогда как	4	1
362	более как	1	1
363	что признак	2	1
364	отличие от	1	1
365	может произойти	1	1
366	за пределы	1	1
367	можно представить	1	1
368	относится к	1	1
369	которые не	2	1
370	равняться с	1	1
371	дает нам	1	1
372	значение его	1	1
373	что нет	1	1
374	все же	1	1
375	однако не	1	1
376	и позднее	1	1
377	кроме того	3	1
378	смысле этого	1	1
379	к тем	1	1
380	могли бы	4	1
381	что по	2	1
382	мы различаем	2	1
383	его к	2	1
384	увидим что	1	1
385	в отрицании	1	1
386	та же	1	1
387	это есть	3	1
388	таковы например	1	1
389	он в	1	1
390	и насколько	1	1
391	в нашем	2	1
392	которые в	1	1
393	при благоприятных	1	1
394	своему влиянию	1	1
395	идут в	1	1
396	один и	5	1
397	имеет для	5	1
398	и тот	3	1
399	бы только	2	1
400	и те	1	1
401	на его	3	1
402	при этом	15	1
403	своем развитии	2	1
404	и лучше	1	1
405	т д	3	1
406	скоро и	1	1
407	не значит	2	1
408	эта последняя	2	1
409	и когда	2	1
410	состоит в	2	1
411	не как	2	1
412	же язык	1	1
413	чтобы на	1	1
414	на этом	1	1
415	его можно	1	1
416	и наоборот	1	1
417	но все	1	1
418	значительной степени	2	1
419	от нее	1	1
420	сделать из	1	1
421	бы они	2	1
422	в нем	7	1
423	значение в	1	1
424	же касается	1	1
425	том случае	3	1
426	поэзии и	7	1
427	что создание	1	1
428	человеческого развития	2	1
429	она получила	1	1
430	лишь в	3	1
431	входит в	1	1
432	нас значение	1	1
433	истории и	1	1
434	мысль можно	1	1
435	сравнение не	1	1
436	времени можно	1	1
437	рядом с	1	1
438	его частей	1	1
439	она и	2	1
440	является более	1	1
441	во внимание	1	1
442	развития так	1	1
443	здесь можно	1	1
444	и было	1	1
445	значение как	1	1
446	перед собой	1	1
447	в изучении	1	1
448	в такой	1	1
449	сам и	1	1
450	фактом что	1	1
451	дальнейшее развитие	1	1
452	что при	1	1
453	далее в	1	1
454	не представляется	1	1
455	от себя	1	1
456	признать что	2	1
457	своих частях	1	1
458	значение для	1	1
459	выше мы	2	1
460	было связано	2	1
461	друг другу	1	1
462	том же	2	1
463	для нее	1	1
464	тому что	2	1
465	входящие в	1	1
466	если и	2	1
467	все эти	3	1
468	не менее	5	1
469	но они	1	1
470	что эта	1	1
471	признаков что	1	1
472	что с	1	1
473	имеет свое	1	1
474	и другое	2	1
475	в определении	1	1
476	наблюдений над	1	1
477	если ему	1	1
478	казалось бы	1	1
479	в разных	3	1
480	действительности но	1	1
481	в самой	2	1
482	находятся в	1	1
483	на себе	3	1
484	во всем	1	1
485	бы значение	1	1
486	и его	2	1
487	некоторым образом	1	1
488	связи с	3	1
489	не находим	1	1
490	мы бы	2	1
491	в сознании	4	1
492	же смысл	1	1
493	следует что	1	1
494	доказать что	1	1
495	так то	3	1
496	у нас	2	1
497	настоящего времени	2	1
498	такие же	5	1
499	но какой	1	1
500	ценности как	1	1
501	со множеством	1	1
502	других случаях	1	1
503	его для	1	1
504	относиться к	1	1
505	числе и	1	1
506	должны быть	3	1
507	есть чем	1	1
508	но из	1	1
509	свое значение	1	1
510	более близкие	1	1
511	играть в	1	1
512	отказаться от	1	1
513	всегда в	1	1
514	и о	4	1
515	сказать чтобы	2	1
516	то она	1	1
517	и науки	2	1
518	и сами	2	1
519	к какой	1	1
520	представим себе	1	1
521	их связь	1	1
522	мысль о	6	1
523	х и	1	1
524	то время	1	1
525	без различия	1	1
526	мнение что	1	1
527	как с	1	1
528	котором мы	1	1
529	и сам	1	1
530	что может	2	1
531	находятся и	1	1
532	те же	3	1
533	когда его	1	1
534	об этом	2	1
535	к первому	2	1
536	является в	1	1
537	в некоторой	1	1
538	быть может	4	1
539	которая в	1	1
540	и вообще	2	1
541	к другу	1	1
542	с ним	5	1
543	связанная с	3	1
544	вероятно что	1	1
545	связанное с	1	1
546	в положении	1	1
547	при меньшей	1	1
548	на вопрос	4	1
549	внимание на	5	1
550	это потому	2	1
551	собою образ	1	1
552	может не	1	1
553	более высокой	1	1
554	любви к	1	1
555	представления мы	1	1
556	времени в	1	1
557	нас в	2	1
558	не заключает	1	1
559	затем в	1	1
560	вообще довольно	1	1
561	связь между	3	1
562	же нет	1	1
563	из себя	2	1
564	близкие к	1	1
565	а у	1	1
566	которые мы	2	1
567	и всякая	1	1
568	его мысль	1	1
569	того в	1	1
570	в ту	2	1
571	и следовательно	3	1
572	различия между	1	1
573	друг к	1	1
574	развития но	1	1
575	чтобы ответить	1	1
576	при самом	1	1
577	быть и	2	1
578	но так	2	1
579	один из	2	1
580	ибо в	1	1
581	в двух	2	1
582	тот же	2	1
583	связь и	2	1
584	с ними	3	1
585	дело с	1	1
586	как нечто	1	1
587	что как	4	1
588	они могут	2	1
589	или же	1	1
590	же при	1	1
591	отношении в	1	1
592	по этому	1	1
593	со своим	4	1
594	конечно не	2	1
595	уже не	3	1
596	уже в	5	1
597	если мы	2	1
598	то и	4	1
599	только тогда	5	1
600	что не	6	1
601	это значение	2	1
602	но совершенно	1	1
603	b +	1	1
604	но от	1	1
