N	3gram	Tiupa_Anal_1	Istorich
1	до сих пор	1	5
2	с другой стороны	2	4
3	не может быть	16	4
4	приводит нас к	1	4
5	что иное как	5	3
6	в данном случае	2	3
7	не что иное	4	3
8	о том что	3	2
9	мы имеем в	1	2
10	то же самое	2	2
11	не только в	1	2
12	смысле этого слова	1	2
13	в связи с	1	2
14	он при этом	1	1
15	подобно тому как	3	1
16	в том числе	3	1
17	дело не только	1	1
18	сколько бы мы	1	1
19	что как бы	1	1
20	на тех же	1	1
21	и не может	4	1
22	в зависимости от	1	1
23	или иначе говоря	1	1
24	но и в	2	1
25	как мы увидим	1	1
26	бы мы ни	1	1
27	на того с	1	1
28	в основе своей	2	1
29	в этой связи	1	1
30	о том как	1	1
31	здесь мы имеем	1	1
32	и то же	1	1
33	в виду не	1	1
34	и вместе с	1	1
35	не могут быть	2	1
36	перстень на руку	1	1
37	не в том	3	1
38	одни и те	1	1
39	одно и то	1	1
40	представляют собой лишь	1	1
41	вместе с тем	1	1
42	в широком смысле	2	1
43	есть не что	3	1
44	как будто бы	1	1
45	и тем самым	1	1
46	и те же	1	1
47	широком смысле этого	1	1
48	функции посредничества между	1	1
49	он может быть	1	1
50	к тому что	1	1
51	как и в	1	1
52	только тогда когда	1	1
53	того с кем	1	1
