N	3gram	Losev_Vlad_1	Istorich
1	и т д	2	18
2	мы знаем что	2	10
3	вместе с тем	1	5
4	в том что	7	5
5	что он не	3	4
6	мы увидим ниже	3	4
7	не только в	2	4
8	в связи с	1	4
9	с тем что	1	3
10	с одной стороны	1	3
11	мы уже видели	1	3
12	мы уже знаем	1	3
13	что иное как	1	2
14	так как в	1	2
15	и что они	1	2
16	мы не будем	1	2
17	в таких случаях	1	2
18	не что иное	1	2
19	и ничего не	1	2
20	уже видели что	1	2
21	с другой стороны	3	2
22	не может быть	3	2
23	о том что	7	2
24	и вместе с	1	2
25	на то что	4	2
26	дело не в	1	2
27	к тому же	2	2
28	том что в	3	1
29	он был не	1	1
30	он увидел что	1	1
31	и той же	1	1
32	не столько с	1	1
33	объясняется то что	1	1
34	да и то	1	1
35	главным образом в	2	1
36	не соответствует его	1	1
37	в то что	1	1
38	за то что	1	1
39	но это не	1	1
40	об этом не	1	1
41	в это время	1	1
42	эта сторона дела	1	1
43	что он был	1	1
44	к ней с	1	1
45	ответ на это	2	1
46	смысле этого слова	1	1
47	в возрасте лет	2	1
48	и то же	1	1
49	тем не менее	2	1
50	так или иначе	1	1
51	образом в связи	1	1
52	то что он	5	1
53	в связи со	2	1
54	как мы увидим	2	1
55	хотя бы на	1	1
56	из них не	1	1
57	ты видишь что	1	1
58	не только у	1	1
59	то мы можем	1	1
60	и когда он	1	1
61	указать на то	1	1
62	по существу то	1	1
63	на одной и	1	1
64	есть не что	1	1
65	после своего возвращения	1	1
66	этому времени уже	2	1
67	это и есть	1	1
68	к этому времени	2	1
69	что у него	2	1
70	не только не	1	1
71	по этому поводу	1	1
72	одной и той	1	1
73	том что он	2	1
74	на другой день	1	1
75	не в этом	1	1
