N	3gram	Propp_Isto_6	Mirosoze
1	не может быть	3	8
2	для того чтобы	1	4
3	что и в	2	4
4	что иное как	1	3
5	же как и	1	3
6	до сих пор	4	3
7	так же как	1	3
8	от того что	1	3
9	есть не что	1	3
10	не что иное	1	3
11	подобно тому как	1	2
12	потому что он	2	2
13	в свою противоположность	1	2
14	но это не	1	2
15	так как он	2	2
16	т е в	2	2
17	она не знает	1	2
18	о том что	4	2
19	по отношению к	2	2
20	как и в	2	2
21	и те же	1	2
22	после того как	2	2
23	в том что	5	2
24	том что в	2	1
25	нет в ней	1	1
26	мы видим в	1	1
27	в которых он	1	1
28	том что он	1	1
29	ли сказать что	1	1
30	можно ли сказать	1	1
31	никогда не будет	1	1
32	никогда не видел	1	1
33	в этом мире	1	1
34	но он же	1	1
35	друг на друга	1	1
36	но и в	2	1
37	на то что	1	1
38	другого человека убивает	1	1
39	на земле но	1	1
40	который может быть	1	1
41	не потому что	1	1
42	смысле этого слова	1	1
43	и не могу	1	1
44	с такой силой	1	1
45	в этом направлении	1	1
46	но на них	1	1
47	что у него	1	1
48	но так как	3	1
49	и сам он	1	1
50	по ту сторону	1	1
51	сих пор не	1	1
52	должны быть признаны	1	1
53	принадлежат к самым	1	1
54	это приводит нас	1	1
55	как будто что-то	1	1
56	не означает что	1	1
57	свою противоположность в	1	1
58	его в свое	1	1
59	приводит нас к	2	1
60	и этим он	1	1
