N	2gram	Voloshinov_1	Komedia
1	и в	12	22
2	том что	5	12
3	но и	3	11
4	в том	6	11
5	не только	4	10
6	в то	2	10
7	как и	5	9
8	может быть	14	9
9	таким образом	12	8
10	о том	3	8
11	и его	13	8
12	в одном	1	8
13	и не	10	8
14	едва ли	2	7
15	то же	5	6
16	тому же	2	6
17	и по	3	6
18	не в	4	6
19	в отношении	2	6
20	ни в	3	6
21	к тому	1	6
22	что в	2	6
23	в истории	1	5
24	как в	5	5
25	то время	1	5
26	при этом	6	5
27	так и	4	5
28	между тем	3	5
29	уже в	2	5
30	в его	2	5
31	прежде всего	8	5
32	с другой	4	5
33	все это	3	5
34	другой стороны	2	5
35	из его	1	4
36	время как	1	4
37	что они	1	4
38	но в	5	4
39	в нем	6	4
40	и вот	1	4
41	в другом	1	4
42	на протяжении	1	4
43	участие в	1	4
44	несмотря на	1	4
45	точки зрения	14	4
46	в котором	3	4
47	так как	9	4
48	как мы	1	4
49	на него	2	4
50	примерно в	1	4
51	же время	1	4
52	ясно что	3	4
53	что и	2	4
54	в качестве	1	4
55	мы можем	2	4
56	именно в	1	4
57	в результате	1	4
58	к этому	2	4
59	же как	1	3
60	мы не	3	3
61	и о	1	3
62	и на	4	3
63	в чем	2	3
64	с одной	2	3
65	в этом	4	3
66	все же	4	3
67	хотя и	1	3
68	в целом	1	3
69	да и	3	3
70	он не	2	3
71	здесь мы	1	3
72	и с	3	3
73	его в	4	3
74	в них	3	3
75	и ее	3	3
76	место в	2	3
77	не менее	3	3
78	включая сюда	1	3
79	по отношению	11	3
80	ничего не	2	3
81	этом отношении	1	3
82	у нас	1	3
83	могут быть	2	3
84	остаться в	1	3
85	там же	1	3
86	в частности	1	3
87	тот же	1	3
88	только в	6	3
89	в виде	1	3
90	отношение к	4	3
91	у него	1	3
92	в свои	1	3
93	к которому	1	3
94	все более	1	3
95	так же	3	3
96	как это	2	3
97	одной стороны	2	3
98	и все	2	3
99	все остальные	1	3
100	отношению к	11	3
101	ту же	1	2
102	на себя	1	2
103	столь же	1	2
104	бы то	3	2
105	тем как	2	2
106	за пределы	4	2
107	относится к	2	2
108	наряду с	1	2
109	независимо от	2	2
110	в самом	4	2
111	в себе	3	2
112	не к	3	2
113	на этом	1	2
114	то ни	3	2
115	на все	2	2
116	было бы	1	2
117	и тем	1	2
118	для них	1	2
119	ни одной	1	2
120	мы видели	1	2
121	такой же	2	2
122	или менее	1	2
123	и без	1	2
124	всяком случае	1	2
125	тем не	3	2
126	по своей	1	2
127	как будто	1	2
128	в области	1	2
129	же самое	2	2
130	с ее	1	2
131	в себя	2	2
132	для этого	1	2
133	и здесь	2	2
134	аналогии с	1	2
135	и во	1	2
136	и можно	1	2
137	в форме	2	2
138	или может	1	2
139	и мир	1	2
140	еще не	3	2
141	в эти	1	2
142	вовсе не	1	2
143	точек зрения	3	2
144	и из	1	2
145	до сих	3	2
146	и притом	2	2
147	до конца	2	2
148	не может	16	2
149	вместе с	2	2
150	но не	2	2
151	его творчество	1	2
152	к нему	4	2
153	сих пор	3	2
154	но это	2	2
155	и таким	1	2
156	а к	2	2
157	это человек	1	2
158	ни было	4	2
159	то что	5	2
160	в свою	1	2
161	во всяком	1	2
162	художественных приемов	1	2
163	сторон и	1	2
164	а между	1	1
165	чтобы не	1	1
166	самое слово	2	1
167	не остается	2	1
168	сам по	1	1
169	на самом	4	1
170	наконец из	1	1
171	тем же	1	1
172	исходит из	1	1
173	случае оно	1	1
174	и больше	1	1
175	высшей степени	1	1
176	в зависимости	2	1
177	мы уже	1	1
178	со всех	2	1
179	по мнению	1	1
180	а уж	1	1
181	области идеологии	1	1
182	совпадает с	2	1
183	зависимости от	4	1
184	мы здесь	1	1
185	и он	1	1
186	всех сторон	1	1
187	в ней	6	1
188	не найдем	1	1
189	к целому	1	1
190	создает в	1	1
191	этого приема	1	1
192	во всех	1	1
193	но конечно	2	1
194	два основных	1	1
195	коем случае	1	1
196	к которой	1	1
197	сюда и	1	1
198	свое влияние	1	1
199	отнюдь не	5	1
200	так называемая	1	1
201	в своем	2	1
202	когда он	3	1
203	его к	2	1
204	и к	4	1
205	более или	1	1
206	то в	1	1
207	что это	1	1
208	бы не	2	1
209	близости к	1	1
210	только на	3	1
211	и тот	1	1
212	бы только	1	1
213	и те	2	1
214	не обходится	1	1
215	но прежде	1	1
216	в поэтике	1	1
217	в хоровой	1	1
218	к одному	1	1
219	действительности к	1	1
220	нашего времени	1	1
221	из него	2	1
222	подобно тому	1	1
223	и независимо	1	1
224	одному и	1	1
225	что она	1	1
226	но все	2	1
227	значительной степени	1	1
228	что все	1	1
229	же не	1	1
230	они должны	1	1
231	конечно в	2	1
232	выражение и	2	1
233	то есть	1	1
234	зрения на	1	1
235	перед нами	1	1
236	в жизни	5	1
237	героя или	2	1
238	а с	1	1
239	все равно	1	1
240	и уже	3	1
241	которой он	1	1
242	и богатая	1	1
243	представление как	1	1
244	слова и	6	1
245	в этих	2	1
246	можно только	1	1
247	не так	2	1
248	но если	1	1
249	нас не	1	1
250	можно найти	2	1
251	что уже	1	1
252	которые в	1	1
253	и более	3	1
254	и относительно	1	1
255	том же	1	1
256	и почти	1	1
257	с так	1	1
258	намека на	1	1
259	по себе	3	1
260	части и	1	1
261	при чтении	1	1
262	степень его	1	1
263	высказывания в	1	1
264	между людьми	1	1
265	она могла	1	1
266	в обоих	1	1
267	самого начала	1	1
268	в русской	1	1
269	своего героя	1	1
270	он еще	1	1
271	того чтобы	1	1
272	чем не	1	1
273	не стремится	1	1
274	в коем	1	1
275	кто является	1	1
276	в науке	1	1
277	они являются	1	1
278	убедиться в	1	1
279	следует отметить	1	1
280	слово здесь	1	1
281	и для	3	1
282	составная часть	1	1
283	не могут	1	1
284	даже и	1	1
285	уже на	1	1
286	слова с	1	1
287	и это	1	1
288	но при	1	1
289	это только	1	1
290	данном случае	2	1
291	действия и	2	1
292	с самого	1	1
293	идет речь	1	1
294	по аналогии	1	1
295	можно было	1	1
296	социальную позицию	2	1
297	те же	2	1
298	конкретные вопросы	1	1
299	жизнь и	1	1
300	с ним	3	1
301	в порядке	1	1
302	и являются	1	1
303	и что	2	1
304	вразрез с	1	1
305	позволит сделать	1	1
306	в значительной	1	1
307	жизни он	1	1
308	является ее	1	1
309	может и	1	1
310	отметить что	1	1
311	и только	1	1
312	непосредственно в	1	1
313	и следовательно	5	1
314	в лице	1	1
315	в литературе	4	1
316	того что	3	1
317	в двух	1	1
318	дело с	2	1
319	природой и	1	1
320	нуждается в	3	1
321	явления в	1	1
322	его для	1	1
323	хотя бы	5	1
324	во времени	1	1
325	наиболее яркое	2	1
326	стоит ли	1	1
327	себя в	1	1
328	отражение в	1	1
329	в большинстве	1	1
330	в душе	2	1
331	на эту	1	1
332	себе в	1	1
333	содержания и	2	1
334	друг друга	1	1
335	от того	4	1
336	само собой	1	1
337	в особенности	2	1
338	из двух	1	1
339	нам не	1	1
340	в высшей	1	1
341	говорить и	1	1
342	миру и	1	1
343	один шаг	1	1
344	далеко не	1	1
345	и прежде	1	1
346	и др	5	1
347	чтобы убедиться	1	1
348	его как	2	1
349	о чем	1	1
350	по другому	1	1
351	него не	1	1
352	к социальному	1	1
353	для этой	1	1
354	поэта в	1	1
355	связь с	2	1
356	и она	1	1
357	ко всем	2	1
358	и потому	2	1
359	из трех	1	1
360	политической жизни	1	1
361	что именно	1	1
362	так мы	1	1
363	в данном	2	1
364	ненависть к	1	1
365	этих явлений	1	1
366	нашу задачу	1	1
367	тому как	1	1
368	как бы	13	1
369	скорее можно	1	1
370	для их	1	1
371	материал для	1	1
372	или хотя	1	1
373	с этой	2	1
374	и тому	1	1
375	в условиях	2	1
376	в основном	2	1
377	если оно	1	1
378	рассматривать как	1	1
379	со всей	1	1
380	за его	2	1
381	только одна	1	1
382	обычно не	1	1
383	формы и	3	1
384	которой можно	1	1
385	это уже	1	1
386	к одной	1	1
387	от него	1	1
388	места в	1	1
389	еще более	1	1
390	могли только	1	1
391	но зато	2	1
392	его близости	1	1
393	обстоит дело	1	1
394	отношении к	3	1
395	в общем	1	1
396	слово в	3	1
397	к политическим	1	1
398	с ней	1	1
399	не знает	1	1
400	сказать что	7	1
401	к его	2	1
402	и художественного	1	1
403	культуры в	1	1
404	выходят за	2	1
405	ли он	1	1
406	время не	1	1
407	на это	2	1
408	в каком	3	1
409	жизни и	4	1
410	вполне понятно	1	1
411	и другие	2	1
412	и эта	1	1
413	как на	2	1
414	в таком	1	1
415	этой точки	3	1
416	они не	1	1
