N	3gram	Berdyaev_M_2	Myshleni
1	в том что	2	17
2	для того чтобы	4	7
3	так же как	3	6
4	в высшей степени	3	6
5	что и в	4	5
6	же как и	3	4
7	смысле этого слова	1	4
8	о том что	2	3
9	в этом отношении	1	3
10	по сравнению с	1	3
11	не мог бы	1	3
12	та или иная	1	3
13	на то что	1	3
14	и той же	2	2
15	по отношению к	2	2
16	резком противоречии с	1	2
17	и в этом	3	2
18	в резком противоречии	1	2
19	не может быть	8	2
20	той или иной	1	2
21	одной и той	2	2
22	как и в	2	2
23	по своей природе	1	1
24	том что в	1	1
25	что иное как	3	1
26	и не случайно	1	1
27	подобно тому как	2	1
28	с точки зрения	1	1
29	до сих пор	3	1
30	как и все	1	1
31	сам по себе	1	1
32	между тем как	1	1
33	и менее всего	1	1
34	не доходит до	2	1
35	вопрос можно ли	1	1
36	так как он	2	1
37	со всеми его	1	1
38	не что иное	3	1
39	не потому что	1	1
40	сбились на путь	1	1
41	склонен думать что	1	1
42	в значительной степени	1	1
43	и не могли	1	1
44	которые могли бы	1	1
45	потому что она	3	1
46	друг к другу	5	1
47	это означает что	2	1
48	а лишь как	1	1
49	есть не что	3	1
50	на наших глазах	1	1
51	они были бы	1	1
52	в котором в	1	1
53	друг друга как	1	1
54	не находит себе	1	1
55	он так же	1	1
56	к тому что	3	1
57	еще в высшей	1	1
58	сама по себе	1	1
59	приводит нас к	1	1
60	мы увидим что	2	1
61	в конце концов	1	1
62	что он в	1	1
