N	3gram	Vinokur_Ku_1	FransuaR
1	то же время	2	6
2	в то же	2	6
3	до сих пор	4	4
4	в связи с	3	4
5	на самом деле	2	3
6	в отличие от	1	3
7	для того чтобы	15	3
8	в одном лице	1	2
9	по отношению к	8	2
10	в этом отношении	5	2
11	можно было бы	3	2
12	но вернемся к	1	2
13	не может быть	3	2
14	все то что	1	2
15	до наших дней	1	2
16	о том что	5	2
17	той или иной	1	2
18	смысле этого слова	1	1
19	всего тем что	1	1
20	на том что	1	1
21	несколько слов о	2	1
22	что иное как	1	1
23	языка и стиля	1	1
24	прежде всего на	1	1
25	имеем в виду	1	1
26	и в особенности	1	1
27	в настоящее время	1	1
28	свидетельствует о том	1	1
29	о том как	3	1
30	в этом случае	2	1
31	имеется в виду	1	1
32	потому что не	2	1
33	как раз и	1	1
34	с точки зрения	9	1
35	хотя бы и	2	1
36	в таких случаях	1	1
37	в строгом смысле	1	1
38	касается в частности	1	1
39	вместо того чтобы	1	1
40	но для этого	1	1
41	в собственном смысле	1	1
42	в общей системе	1	1
43	речи так как	1	1
44	были бы вполне	1	1
45	большую роль в	1	1
46	в тех или	1	1
47	того что даже	1	1
48	в применении к	1	1
49	на себе печать	1	1
50	бы и не	1	1
51	в особенности в	1	1
52	не что иное	1	1
53	в том чтобы	8	1
54	в первом случае	1	1
55	о чем свидетельствует	1	1
56	дело не с	1	1
57	несет на себе	1	1
58	с помощью которого	1	1
59	со всем тем	1	1
60	во втором случае	1	1
61	было бы перевести	1	1
62	притом не только	1	1
63	во всяком случае	5	1
64	с другой стороны	6	1
65	само по себе	1	1
66	в свое время	2	1
67	во всех этих	1	1
68	нельзя забывать что	1	1
69	между тем как	1	1
70	заключается в том	2	1
71	и вместе с	1	1
72	в свою очередь	3	1
73	что в ней	1	1
74	и в самом	2	1
75	вовсе не в	1	1
76	и свое особое	1	1
77	мы имеем в	1	1
78	помощью которого они	1	1
79	в ее целом	1	1
80	и его школы	1	1
81	тех или иных	1	1
82	но все же	2	1
83	в них не	1	1
84	в том что	15	1
85	что и в	1	1
86	внимание только на	1	1
