N	4gram	Bakhtin_Pr_4	Formalny
1	в то же время	5	5
2	и в то же	1	3
3	и не может быть	5	2
4	была бы совершенно иной	1	2
5	в этом смысле и	1	1
6	большей или меньшей степени	2	1
7	совпадает с самим собою	1	1
8	в связи с теми	1	1
9	всего возникает вопрос о	1	1
10	в системе языка и	1	1
11	системе языка и не	1	1
12	и так или иначе	1	1
13	и до настоящего времени	1	1
14	положениях и в некоторых	1	1
15	мы имеем в виду	3	1
16	иметь в виду что	1	1
17	занимает очень важное место	1	1
18	в большей или меньшей	2	1
19	прежде всего возникает вопрос	1	1
20	не может быть никаких	2	1
21	но в то же	2	1
22	и до сих пор	2	1
23	остановимся прежде всего на	1	1
24	как раз и не	1	1
25	как мы знаем в	1	1
