N	4gram	Bakhtin_fo_2	FransuaR
1	в то же время	4	9
2	но в то же	1	3
3	мы имеем в виду	2	2
4	в том числе и	2	2
5	завтраком фрикасе из души	1	1
6	в романе о розе	1	1
7	у рабле как мы	1	1
8	том что они подтираются	1	1
9	виде осла пожиравшего фиги	1	1
10	по другим внутренностям доходит	1	1
11	в средние века и	2	1
12	этому вопросу мы еще	1	1
13	плакать ему или смеяться	1	1
14	вопросу мы еще вернемся	1	1
15	что они подтираются гусятами	1	1
16	вид у него был	1	1
17	знает плакать ему или	1	1
18	человека в эпоху возрождения	1	1
19	как мы уже говорили	1	1
20	за завтраком фрикасе из	1	1
21	мы уже говорили что	1	1
22	в аду и в	1	1
23	и в елисейских полях	1	1
24	другим внутренностям доходит до	1	1
25	съел за завтраком фрикасе	1	1
26	такой же характер носит	1	1
27	смеха при виде осла	1	1
28	смерти в романе рабле	1	1
29	мы еще вернемся в	2	1
30	принадлежит к самому существу	1	1
31	от смеха при виде	1	1
32	в бочке с мальвазией	1	1
33	при виде осла глотавшего	1	1
34	и в этом отношении	1	1
35	и культурного развития человечества	1	1
36	который умер от смеха	2	1
37	в том что они	1	1
38	не знает плакать ему	1	1
39	умер от смеха при	2	1
40	аду и в елисейских	1	1
41	при виде осла пожиравшего	1	1
42	и замкнутых в себе	1	1
43	кн ii гл iii	1	1
44	вперед по горизонтали времени	1	1
45	у рабле не только	1	1
46	влияние на рабле в	1	1
47	к этому вопросу мы	1	1
