N	2gram	Losev_Prob_4	VerxiiNi
1	и в	20	26
2	таким образом	8	22
3	с тем	4	18
4	в этом	9	15
5	вместе с	5	15
6	точки зрения	14	13
7	как бы	4	12
8	в том	20	11
9	из этих	1	10
10	не только	24	10
11	и с	7	10
12	может быть	9	10
13	связи с	3	9
14	в области	3	9
15	так как	5	9
16	но и	14	9
17	что в	3	9
18	но не	5	8
19	и у	1	8
20	с другой	7	8
21	и не	28	8
22	как на	1	8
23	но в	8	7
24	связанные с	1	7
25	но все	3	7
26	из них	3	7
27	том что	12	7
28	потому что	15	7
29	в эпоху	1	7
30	к нему	3	7
31	с одной	1	7
32	то что	15	7
33	одной стороны	1	7
34	того же	2	6
35	все же	2	6
36	все эти	16	6
37	в себе	12	6
38	всяком случае	4	6
39	с точки	11	6
40	в отношении	4	6
41	к тому	3	6
42	так и	10	6
43	о том	5	6
44	в конце	2	6
45	что и	3	6
46	несмотря на	4	6
47	и потому	7	6
48	все это	9	6
49	мы должны	3	6
50	во всяком	8	6
51	отношение к	1	5
52	сих пор	1	5
53	и к	3	5
54	тому же	2	5
55	в силу	1	5
56	или менее	2	5
57	по крайней	6	5
58	не имеет	4	5
59	того чтобы	2	5
60	никогда не	1	5
61	для того	3	5
62	в его	3	5
63	крайней мере	6	5
64	до сих	1	5
65	а не	7	5
66	к жизни	1	5
67	и для	4	5
68	так же	5	5
69	одной из	4	5
70	более или	2	5
71	том числе	1	5
72	в котором	2	4
73	то же	7	4
74	в самом	2	4
75	учение о	3	4
76	в этой	4	4
77	и по	2	4
78	что все	1	4
79	то есть	27	4
80	с другими	3	4
81	он не	2	4
82	далеко не	2	4
83	и тогда	2	4
84	в то	4	4
85	в нем	5	4
86	а в	4	4
87	числе и	1	4
88	что оно	1	4
89	и что	2	4
90	и только	4	4
91	только в	23	4
92	и вместе	1	4
93	не может	5	4
94	из которых	3	4
95	в смысле	5	4
96	и от	6	4
97	в этих	5	4
98	во время	1	4
99	что он	8	4
100	в виде	22	4
101	же как	1	3
102	не вполне	2	3
103	так называемые	1	3
104	если в	1	3
105	в своем	3	3
106	и нет	1	3
107	когда он	1	3
108	и как	3	3
109	за собой	2	3
110	в которой	2	3
111	что это	2	3
112	и те	1	3
113	и если	5	3
114	при этом	6	3
115	всегда и	1	3
116	и при	1	3
117	оказывается что	1	3
118	тем не	10	3
119	если бы	8	3
120	не менее	10	3
121	как о	3	3
122	в других	2	3
123	и о	5	3
124	но по	2	3
125	уже с	1	3
126	с самого	1	3
127	ясно что	7	3
128	можно сказать	5	3
129	душ и	1	3
130	в значительной	2	3
131	того что	1	3
132	хотя бы	7	3
133	в качестве	10	3
134	так что	6	3
135	уже не	5	3
136	что эти	1	3
137	а после	1	3
138	для него	3	3
139	в одном	4	3
140	случае не	5	3
141	и даже	9	3
142	с ней	2	3
143	в связи	3	3
144	с этой	1	3
145	в результате	8	3
146	конце концов	1	3
147	и другие	1	3
148	в таком	6	3
149	точно так	3	3
150	одним из	1	2
151	связана с	1	2
152	и это	2	2
153	и больше	2	2
154	смотреть на	2	2
155	мы имеем	6	2
156	так чтобы	2	2
157	еще не	7	2
158	и на	3	2
159	бы то	1	2
160	с его	2	2
161	во всех	4	2
162	живых существ	1	2
163	силы и	1	2
164	отличаются от	1	2
165	относится к	2	2
166	общего с	2	2
167	что именно	2	2
168	и наконец	4	2
169	ни один	1	2
170	он в	1	2
171	большей радости	1	2
172	на то	1	2
173	перестает быть	2	2
174	они в	1	2
175	не к	2	2
176	не как	1	2
177	его от	1	2
178	связан с	1	2
179	то ни	1	2
180	к другу	1	2
181	на все	2	2
182	что большинство	1	2
183	в них	5	2
184	к которым	1	2
