N	2gram	Voloshinov_1	Freidism
1	таким образом	7	24
2	и не	14	23
3	не может	12	20
4	точки зрения	10	19
5	прежде всего	21	18
6	в этом	10	15
7	в его	6	15
8	и пр	4	15
9	с помощью	6	14
10	в душе	2	13
11	мы можем	7	13
12	может быть	13	13
13	и его	7	12
14	все эти	2	11
15	как и	10	11
16	с точки	5	11
17	как бы	28	11
18	то что	8	11
19	самом деле	4	10
20	но в	5	10
21	его в	4	10
22	с ним	2	10
23	как мы	9	10
24	так и	6	10
25	и потому	2	10
26	с его	7	9
27	во всех	6	9
28	и в	38	9
29	то же	14	8
30	не только	27	8
31	он не	2	8
32	в своей	2	8
33	еще не	3	8
34	что он	2	8
35	только в	6	8
36	так как	7	8
37	все это	4	8
38	и все	4	8
39	все что	1	8
40	в самом	4	7
41	мы уже	10	7
42	отношение к	2	7
43	и наконец	5	7
44	ни в	1	7
45	мы видели	5	7
46	те же	4	7
47	к нему	2	7
48	один из	4	7
49	тот же	2	7
50	что же	8	7
51	сказать что	3	7
52	в ней	8	6
53	за пределы	1	6
54	так сказать	4	6
55	и с	5	6
56	на протяжении	1	6
57	точку зрения	3	6
58	того что	4	6
59	для него	3	6
60	вовсе не	2	6
61	никогда не	7	6
62	хотя бы	18	6
63	совершенно не	3	6
64	я и	2	5
65	на самом	3	5
66	и на	6	5
67	в чем	1	5
68	и к	4	5
69	в этой	6	5
70	что такое	4	5
71	не в	6	5
72	мы должны	10	5
73	в то	9	5
74	в каком	2	5
75	с сознанием	1	5
76	в себя	1	5
77	душе человека	1	5
78	для этого	1	5
79	но мы	2	5
80	можно сказать	4	5
81	для того	9	5
82	в большинстве	1	5
83	большинстве случаев	1	5
84	а в	5	5
85	но и	13	5
86	связь с	2	5
87	с этим	2	5
88	в свою	6	5
89	что в	1	5
90	смысле слова	1	4
91	в зависимости	5	4
92	той же	5	4
93	связанных с	3	4
94	мы не	9	4
95	в которой	7	4
96	говорить о	1	4
97	я не	1	4
98	зависимости от	5	4
99	но не	2	4
100	нашего сознания	2	4
101	в собственном	1	4
102	желаний и	1	4
103	все же	7	4
104	не было	2	4
105	из этих	1	4
106	с их	1	4
107	в нем	4	4
108	всех этих	1	4
109	на этом	1	4
110	связанные с	2	4
111	при этом	9	4
112	об этом	3	4
113	с другими	2	4
114	в жизни	2	4
115	не менее	1	4
116	в основе	2	4
117	же время	7	4
118	всей жизни	1	4
119	потому что	5	4
120	и для	3	4
121	к тому	4	4
122	т.е в	1	4
123	если мы	4	4
124	того чтобы	7	4
125	характер и	1	4
126	с самого	4	4
127	это только	1	4
128	другими словами	7	4
129	которой мы	4	4
130	организма и	1	4
131	с ними	1	4
132	конечно не	3	4
133	уже не	4	4
134	в котором	3	4
135	как раз	1	4
136	от того	3	4
137	последнем счете	1	4
138	внешней речи	4	4
139	и о	1	4
140	в более	1	4
141	сознания и	1	4
142	в этих	2	4
143	этот вопрос	2	4
144	между ними	3	4
145	в последнем	1	4
146	в таком	1	4
147	жизнь человека	1	3
148	человека и	1	3
149	другому человеку	1	3
150	и есть	1	3
151	собственном смысле	1	3
152	при анализе	1	3
153	теперь мы	1	3
154	на себя	1	3
155	не найдем	1	3
156	конечном счете	1	3
157	в общем	1	3
158	как в	2	3
159	и той	5	3
160	и как	9	3
161	между двумя	2	3
162	всего к	1	3
163	в себе	9	3
164	и те	1	3
165	но ведь	6	3
166	желания чувства	1	3
167	этот процесс	2	3
168	главным образом	3	3
169	о которой	1	3
170	и вот	3	3
171	одной и	2	3
172	всех своих	4	3
173	конечно в	1	3
174	зрения на	2	3
175	может стать	2	3
176	эти высказывания	2	3
177	было бы	7	3
178	уже знаем	1	3
179	мы имеем	2	3
180	мысли и	1	3
181	войти в	2	3
182	тому что	5	3
183	нет никакого	1	3
184	самого начала	4	3
185	одна из	1	3
186	на него	4	3
187	внутренней и	3	3
188	в сознании	3	3
189	две группы	1	3
190	не могут	1	3
191	она не	1	3
192	свою очередь	4	3
193	всем этим	1	3
194	внутренняя речь	5	3
195	только то	1	3
196	что может	1	3
197	если бы	4	3
198	и внешней	3	3
199	и что	1	3
200	и содержание	2	3
201	на всех	1	3
202	в конечном	1	3
203	человека с	2	3
204	человека к	1	3
205	себя в	4	3
206	из которого	1	3
207	у него	1	3
208	со стороны	1	3
209	и т.п	21	3
210	на этот	1	3
211	и оно	1	3
212	вместе с	5	3
213	по своему	3	3
214	слова и	5	3
215	сейчас же	1	3
216	и от	7	3
217	но это	2	3
218	не является	5	3
219	ступенях развития	1	3
220	это как	1	3
221	в голову	3	3
222	когда он	1	3
223	не знает	3	3
224	от всех	1	3
225	для настоящего	1	3
226	жизни и	3	3
227	внешнюю речь	2	3
228	ни на	3	3
229	и выражение	1	2
230	отношения к	3	2
231	чтобы не	1	2
232	не остается	1	2
233	и то	3	2
234	это и	1	2
235	поведения человека	1	2
236	тем же	3	2
237	и до	1	2
238	для своего	1	2
239	нам в	3	2
240	становится совершенно	1	2
241	благодаря тому	1	2
242	не совсем	1	2
243	социальной группы	3	2
244	как не	2	2
245	того же	1	2
246	от всей	1	2
247	между собой	2	2
248	в ее	3	2
249	видели что	3	2
250	но как	2	2
251	ответ на	2	2
252	себе и	2	2
253	или иное	4	2
254	значение для	1	2
255	относится к	2	2
256	всю эту	1	2
257	дает нам	1	2
258	в своем	1	2
259	от этого	1	2
260	помощью которого	1	2
261	что это	4	2
262	в нашем	5	2
263	выражение в	3	2
264	человек не	2	2
265	внутренней речи	18	2
266	их в	3	2
267	но все	4	2
268	при помощи	1	2
269	классового сознания	1	2
270	это не	3	2
271	чаще всего	3	2
272	только о	1	2
273	этом мы	3	2
274	и уже	3	2
275	которой он	1	2
276	на две	1	2
277	так называемый	1	2
278	том что	3	2
279	на один	1	2
280	но если	1	2
281	во второй	3	2
282	и при	2	2
283	мы конечно	2	2
284	в их	1	2
285	мы говорили	2	2
286	сих пор	2	2
287	как это	5	2
288	в отношении	2	2
289	в таких	1	2
290	но для	3	2
291	дело не	1	2
292	в процессе	6	2
293	сознания как	1	2
294	в нас	2	2
295	только не	1	2
296	тем не	1	2
297	и теперь	1	2
298	этом отношении	2	2
299	за ними	2	2
300	в области	5	2
301	если его	1	2
302	все то	2	2
303	когда мы	6	2
304	должны быть	1	2
305	что оно	3	2
306	оно может	1	2
307	и самое	1	2
308	то или	4	2
309	из всего	2	2
310	речи мы	1	2
311	в виду	3	2
312	можно сделать	1	2
313	роль в	3	2
314	в глаза	1	2
315	вещи и	1	2
316	и вообще	2	2
317	воли и	1	2
318	в другом	1	2
319	и поэтому	3	2
320	до сих	1	2
321	социального общения	14	2
322	той социальной	2	2
323	нуждается в	2	2
324	что и	3	2
325	которые он	1	2
326	от этих	1	2
327	во внутренней	4	2
328	что бы	1	2
329	в него	1	2
330	как ее	1	2
331	те словесные	1	2
332	мы видим	3	2
333	в какой	2	2
334	словесное выражение	4	2
335	даже если	1	2
336	может сказать	1	2
337	социальное событие	1	2
338	для всех	2	2
339	не можем	1	2
340	уже в	5	2
341	только на	3	2
342	борьбы с	1	2
343	в нашей	1	2
344	из них	3	2
345	его и	3	2
346	человека на	1	2
347	в конце	6	2
348	содержание и	3	2
349	ничего что	2	2
350	свое выражение	2	2
351	заметить что	2	2
352	и даже	3	2
353	влияние на	4	2
354	с другой	1	2
355	человека в	2	2
356	здесь в	1	2
357	а с	5	2
358	социальной жизни	2	2
359	ничем не	1	2
360	связано с	2	2
361	это прежде	1	2
362	которых мы	1	2
363	зависит от	2	2
364	а не	6	2
365	что мы	11	2
366	речи и	6	2
367	так же	4	2
368	в предыдущей	2	2
369	познакомиться с	1	2
370	явлением в	1	2
371	в развитии	1	2
372	другого человека	2	2
373	представления но	1	2
374	внешнего мира	1	2
375	сказать не	2	2
376	в основном	1	2
377	же самое	5	2
378	это уже	1	2
379	и часто	1	2
380	не существует	4	2
381	для нас	3	2
382	и ни	2	2
383	конце концов	3	2
384	все они	1	2
385	да и	4	2
386	связанный с	2	2
387	из тех	1	2
388	устойчивые и	1	2
389	и представлений	1	2
390	вполне понятно	1	2
391	и другие	1	2
392	в своих	2	2
393	к этому	2	2
394	с новыми	1	1
395	мы начнем	1	1
396	можно говорить	1	1
397	одним из	1	1
398	же как	1	1
399	в движение	1	1
400	относится и	1	1
401	доступ в	1	1
402	чувствовать себя	1	1
403	жизни мы	2	1
404	мы имели	2	1
405	значение эти	1	1
406	конечно с	1	1
407	не имеют	1	1
408	ведь и	2	1
409	намек на	1	1
410	и этот	1	1
411	часть его	1	1
412	обойтись без	1	1
413	со всех	2	1
414	всего того	1	1
415	человека все	2	1
416	или наоборот	1	1
417	и словесный	2	1
418	слагается из	1	1
419	нуждаются в	2	1
420	которую мы	1	1
421	вопрос о	2	1
422	ответить на	2	1
423	теперь как	1	1
424	того состояния	1	1
425	оба эти	1	1
426	идеологические системы	2	1
427	и конфликты	1	1
428	но чаще	1	1
429	речь внутреннюю	1	1
430	жизни как	1	1
431	которое не	2	1
432	но даже	2	1
433	ему в	1	1
434	существование о	1	1
435	в будущем	3	1
436	отражается не	1	1
437	в целом	4	1
438	так а	1	1
439	но от	1	1
440	большей степени	1	1
441	жизни это	2	1
442	в каждой	1	1
443	оказывается что	1	1
444	иное отношение	1	1
445	оценок и	1	1
446	руки или	1	1
447	не был	1	1
448	что его	1	1
449	служит для	1	1
450	без всякого	1	1
451	природу в	1	1
452	там и	1	1
453	природы и	2	1
454	одним словом	1	1
455	и всего	2	1
456	же на	1	1
457	к которой	1	1
458	только потому	2	1
459	социального события	1	1
460	при исследовании	1	1
