N	2gram	Propp_Isto_6	Problema
1	и не	10	28
2	то есть	1	27
3	не только	10	24
4	только в	5	23
5	в виде	6	22
6	вовсе не	2	21
7	и в	26	20
8	в том	12	20
9	ни в	2	17
10	не просто	1	16
11	все эти	8	16
12	то что	6	15
13	потому что	13	15
14	точки зрения	1	14
15	у нас	5	14
16	было бы	2	14
17	но и	9	14
18	также и	1	13
19	перед нами	2	13
20	не в	3	13
21	в себе	3	12
22	том что	10	12
23	не есть	2	12
24	прежде всего	4	11
25	подобного рода	1	11
26	как будто	3	11
27	тем не	1	10
28	и его	7	10
29	не менее	1	10
30	так и	5	10
31	в качестве	3	10
32	при помощи	3	10
33	это значит	1	10
34	не является	1	10
35	в этом	12	9
36	может быть	11	9
37	и даже	1	9
38	все это	1	9
39	но в	7	8
40	таким образом	12	8
41	если бы	3	8
42	значит что	2	8
43	что он	9	8
44	во всяком	2	8
45	то же	5	7
46	мы не	6	7
47	в ней	5	7
48	еще не	9	7
49	и с	6	7
50	ясно что	1	7
51	это не	4	7
52	здесь не	2	7
53	и тем	4	7
54	есть в	1	7
55	с другой	10	7
56	именно в	1	7
57	сказать что	3	7
58	а не	2	7
59	есть не	1	6
60	мы имеем	14	6
61	только при	1	6
62	при этом	3	6
63	об этом	1	6
64	как и	5	6
65	в данном	3	6
66	но если	1	6
67	а также	4	6
68	что здесь	3	6
69	так что	3	6
70	в одно	2	6
71	но это	4	6
72	и от	3	6
73	для нас	2	6
74	другой стороны	8	6
75	в таком	1	6
76	но не	2	5
77	как в	6	5
78	хотя и	1	5
79	и если	1	5
80	в нем	8	5
81	в них	3	5
82	в этих	2	5
83	и очень	1	5
84	когда мы	2	5
85	и вполне	1	5
86	и о	1	5
87	в ее	1	5
88	данном случае	3	5
89	каждый раз	1	5
90	о том	7	5
91	можно сказать	2	5
92	и можно	1	5
93	жизни и	2	5
94	уже не	7	5
95	если мы	1	5
96	так как	18	5
97	случае не	1	5
98	то и	2	5
99	не может	6	5
100	вместе с	8	5
101	так же	2	5
102	не существует	1	5
103	или в	3	5
104	и т	10	4
105	но даже	1	4
106	что его	1	4
107	кроме того	3	4
108	и есть	1	4
109	и наконец	3	4
110	уже в	1	4
111	в этой	2	4
112	что она	3	4
113	которая является	1	4
114	с тем	4	4
115	несмотря на	1	4
116	в своей	3	4
117	всяком случае	2	4
118	в одном	3	4
119	тем самым	2	4
120	отличается от	2	4
121	не имеет	2	4
122	нет ни	2	4
123	можно было	2	4
124	здесь как	1	4
125	жизнь и	1	4
126	с ним	8	4
127	никак не	1	4
128	во всех	1	4
129	и только	3	4
130	тем более	1	4
131	одной из	1	4
132	и ее	3	4
133	или даже	1	4
134	что не	2	4
135	уже давно	2	4
136	с этим	2	4
137	как бы	4	4
138	однако не	1	4
139	и для	1	4
140	солнца и	3	4
141	же в	1	4
142	а в	3	4
143	в то	5	4
144	в зависимости	1	3
145	и этот	1	3
146	он как	1	3
147	но она	1	3
148	то это	5	3
149	и на	12	3
150	он был	2	3
151	но как	4	3
152	заметим что	1	3
153	тут же	1	3
154	мы сейчас	1	3
155	в истории	1	3
156	же и	1	3
157	в своем	2	3
158	и к	1	3
159	сказать о	1	3
160	учение о	1	3
161	имеем в	4	3
162	вообще не	3	3
163	т д	8	3
164	но все	2	3
165	человека в	2	3
166	в другом	1	3
167	того или	1	3
168	здесь нет	2	3
169	в жизни	1	3
170	как это	5	3
171	если и	1	3
172	и другое	2	3
173	как о	1	3
174	правда в	1	3
175	можно ли	1	3
176	казалось бы	1	3
177	уже и	1	3
178	в области	1	3
179	зависимости от	2	3
180	к тому	2	3
181	себе в	4	3
182	как мы	4	3
183	другими словами	3	3
184	с собой	2	3
185	к нему	1	3
186	в ряд	1	3
187	в его	5	3
188	что и	4	3
189	а это	1	3
190	здесь мы	4	3
191	не так	2	3
192	для него	1	3
193	мы можем	7	3
194	тем что	5	3
195	для того	1	3
196	не было	3	3
197	были бы	1	3
198	еще и	1	3
199	в связи	1	3
200	независимо от	3	3
201	из которых	3	3
202	а если	1	3
