N	3gram	Losev_Vlad_1	Problema
1	и т д	2	13
2	тем не менее	2	10
3	в том что	7	9
4	вовсе не есть	1	8
5	и то что	4	7
6	в связи с	1	7
7	во всяком случае	2	6
8	и в этом	1	6
9	с другой стороны	3	5
10	не может быть	3	5
11	что иное как	1	4
12	что же касается	4	4
13	но даже и	2	4
14	как раз и	2	4
15	есть не что	1	4
16	ни в каком	1	4
17	бы то ни	1	4
18	на самом же	1	4
19	в то же	4	4
20	то время как	1	4
21	и то же	1	4
22	также и то	2	4
23	самом же деле	1	4
24	не что иное	1	4
25	в то время	2	4
26	дело в том	4	3
27	должны сказать что	1	3
28	одно и то	1	3
29	содержит в себе	1	3
30	то ни было	1	3
31	в конце концов	3	3
32	то что у	2	3
33	заключается в том	1	3
34	мы должны сказать	1	3
35	собственно говоря никогда	1	3
36	о том что	7	3
37	на этот раз	4	3
38	что и в	2	3
39	это же самое	1	2
40	в том виде	1	2
41	в некотором отношении	1	2
42	в настоящее время	1	2
43	чего бы то	1	2
44	говоря никогда не	1	2
45	да и то	1	2
46	на первый план	2	2
47	мы не будем	1	2
48	в таких случаях	1	2
49	в чем не	1	2
50	бы она ни	1	2
51	у нас выше	1	2
52	и в частности	2	2
53	не только в	2	2
54	а к толстого	15	2
55	в каком случае	1	2
56	но только в	1	2
57	только то что	1	2
58	и ни в	1	2
59	ни в чем	1	2
60	даже и в	1	2
61	и тем самым	1	2
62	можно сказать что	2	2
63	и больше ничего	1	2
64	в сравнении с	1	2
65	дело не в	1	2
66	необходимо сказать что	1	2
67	но в том	1	2
68	и только в	1	2
69	совершенно не прав	1	1
70	мы хотели бы	3	1
71	из всего этого	1	1
72	по одному тому	1	1
73	в те времена	5	1
74	более или менее	3	1
75	заключение мы должны	1	1
76	будет сказать что	1	1
77	в котором он	1	1
78	и по существу	1	1
79	том что он	2	1
80	он не только	2	1
81	уже видели что	1	1
82	как и другие	1	1
83	в лунную ночь	1	1
84	и есть тот	1	1
85	и действительно в	1	1
86	мы перешли к	1	1
87	все же однако	1	1
88	что он не	3	1
89	у а к	1	1
90	чем не заинтересованного	1	1
91	он будет прав	1	1
92	при этом в	1	1
93	вместо этого мы	1	1
94	что не только	1	1
95	но он не	1	1
96	с тем что	1	1
97	о них мы	1	1
98	несмотря на свою	1	1
99	но это не	1	1
100	и совсем не	1	1
101	бы указать на	1	1
102	поскольку она не	1	1
103	из которых мы	1	1
104	жизни и деятельности	1	1
105	здесь не стоит	1	1
106	останавливаться только на	1	1
107	у него с	1	1
108	же деле это	1	1
109	в целом и	1	1
110	мы читаем о	1	1
111	или как мы	1	1
112	в том чтобы	2	1
113	конце концов и	1	1
114	если бы мы	1	1
115	и не очень	1	1
116	с одной стороны	1	1
117	смысле этого слова	1	1
118	и потому что	3	1
119	и потому его	1	1
120	в заключение мы	1	1
121	указывает на то	1	1
122	нам представляется что	1	1
123	так или иначе	1	1
124	о ней не	1	1
125	ничего о ней	1	1
126	еще и потому	2	1
127	мы уже видели	1	1
128	выдвинуть на первый	1	1
129	только в конце	1	1
130	то обстоятельство что	2	1
131	указанием на то	1	1
132	так и в	1	1
133	это и есть	1	1
134	и никогда не	1	1
135	не только не	1	1
136	но отнюдь не	1	1
137	сказать что здесь	1	1
138	в самом деле	1	1
139	но на этот	1	1
140	на то что	4	1
141	именно так как	1	1
142	в конце своей	1	1
143	и в литературе	1	1
144	а именно что	1	1
145	каком случае не	1	1
146	к тому что	1	1
147	если не прямо	1	1
148	для того чтобы	2	1
149	т д в	1	1
150	в себе не	1	1
151	к тому же	2	1
152	то он не	1	1
153	том что и	1	1
