N	2gram	Losev_Prob_3	EvropaiE
1	и в	44	37
2	в отношении	2	32
3	в пределах	1	25
4	точки зрения	5	23
5	что в	8	21
6	не только	14	18
7	с точки	2	17
8	в то	9	16
9	то же	13	15
10	хотя бы	3	15
11	в своем	5	14
12	но в	12	14
13	в качестве	3	14
14	но и	10	14
15	и не	35	14
16	в этом	17	12
17	в их	2	11
18	в том	21	11
19	так и	10	10
20	отнюдь не	10	9
21	в себе	8	9
22	только в	19	9
23	прежде всего	3	9
24	не может	7	9
25	так же	5	9
26	в ее	4	8
27	было бы	8	8
28	в своей	5	8
29	к тому	3	8
30	с одной	2	8
31	одной стороны	1	8
32	также и	16	7
33	а также	4	7
34	того что	8	7
35	так как	9	7
36	с другой	7	7
37	как и	10	7
38	по своему	2	7
39	между прочим	2	7
40	может быть	28	6
41	и на	1	6
42	во всех	2	6
43	на то	3	6
44	то есть	34	6
45	том что	12	6
46	того чтобы	1	6
47	вовсе не	37	6
48	для того	1	6
49	и даже	14	6
50	как бы	9	6
51	с этой	3	6
52	то что	23	6
53	же как	3	5
54	но не	3	5
55	не в	13	5
56	и по	2	5
57	но если	6	5
58	тем самым	5	5
59	как мы	8	5
60	в виде	6	5
61	от этого	1	5
62	в частности	2	5
63	и потому	7	5
64	в той	3	5
65	этой точки	2	5
66	то в	3	4
67	мы не	7	4
68	вопрос о	1	4
69	но даже	4	4
70	в некотором	2	4
71	в ней	5	4
72	независимо от	1	4
73	в самом	3	4
74	во многих	1	4
75	то ни	6	4
76	того или	6	4
77	несмотря на	1	4
78	даже в	1	4
79	не имеет	9	4
80	и притом	4	4
81	в процессе	2	4
82	к ней	1	4
83	той или	12	4
84	бы то	4	4
85	по себе	25	4
86	можно сказать	6	4
87	тем более	3	4
88	именно в	2	4
89	ни было	3	4
90	само по	3	4
91	или иной	8	4
92	не на	1	4
93	как это	2	4
94	для нас	16	4
95	сказать что	16	4
96	или иного	3	4
97	в каком	4	4
98	идет о	1	3
99	из всех	1	3
100	бы и	1	3
101	того же	2	3
102	моря и	1	3
103	как в	5	3
104	когда он	2	3
105	и к	6	3
106	себе не	2	3
107	или иную	1	3
108	в известном	2	3
109	но на	1	3
110	вообще не	1	3
111	в определенном	1	3
112	мы можем	6	3
113	и тем	9	3
114	в них	1	3
115	с тем	5	3
116	мы видели	2	3
117	она в	1	3
118	в которых	3	3
119	можно ли	4	3
120	дело в	4	3
121	никогда не	6	3
122	потому что	25	3
123	во все	1	3
124	бы ни	1	3
125	можно было	4	3
126	о том	6	3
127	от них	1	3
128	что и	9	3
129	отметить что	1	3
130	и только	6	3
131	всяком случае	6	3
132	из них	2	3
133	ту или	1	3
134	себе в	1	3
135	в известной	2	3
136	тем что	4	3
137	там где	1	3
138	ни на	3	3
139	в данном	9	3
140	не является	11	3
141	и для	2	3
142	и от	9	3
143	в результате	2	3
144	это так	2	3
145	ее в	1	3
146	как на	2	3
147	в таком	5	3
148	во всяком	9	3
149	и то	14	2
150	что эти	1	2
151	ведь и	1	2
152	должна быть	1	2
153	и этот	1	2
154	есть не	5	2
155	что если	1	2
156	именно к	1	2
157	из того	3	2
158	которое в	1	2
159	не нужно	1	2
160	между собой	1	2
161	он сам	4	2
162	населения и	1	2
163	ли такое	1	2
164	но как	4	2
165	точка зрения	1	2
166	в сторону	1	2
167	друг от	2	2
168	в истории	1	2
169	его на	1	2
170	с этим	2	2
171	хотя и	5	2
172	тому или	1	2
173	и как	3	2
174	если брать	2	2
175	что это	3	2
176	в этой	3	2
177	и если	6	2
178	бы от	1	2
179	как оно	3	2
180	но именно	2	2
181	он не	8	2
182	на одну	2	2
183	или иному	1	2
184	какой бы	1	2
185	таким образом	9	2
186	поскольку она	1	2
187	это значит	4	2
188	и с	9	2
189	заключается в	4	2
190	с другими	3	2
191	для них	2	2
192	далеко не	1	2
193	нас к	2	2
194	в своих	1	2
195	духовной жизни	1	2
196	и того	1	2
197	в этих	2	2
198	но поскольку	1	2
199	в котором	2	2
200	представление о	1	2
201	не к	1	2
202	эти в	1	2
203	бы о	2	2
204	и более	2	2
205	при условии	2	2
206	она не	3	2
207	тогда когда	1	2
208	и имеет	1	2
209	как будто	3	2
210	именно потому	3	2
211	что на	1	2
212	к той	1	2
213	в порядке	3	2
214	не могут	1	2
215	могут быть	2	2
216	случаях когда	1	2
217	но также	2	2
218	утверждать что	1	2
219	которого мы	1	2
220	от друга	2	2
221	данном случае	7	2
222	мог бы	1	2
223	на месте	1	2
224	по сравнению	2	2
225	если бы	3	2
226	в содержании	1	2
227	а поскольку	1	2
228	и поэтому	1	2
229	и та	1	2
230	и что	7	2
231	и во	2	2
232	во втором	1	2
233	в его	9	2
234	во всей	3	2
235	новый принцип	1	2
236	и можно	2	2
237	ли здесь	1	2
238	мы должны	7	2
239	но с	2	2
240	этот вопрос	3	2
241	есть в	3	2
242	не можем	1	2
243	море и	1	2
244	при помощи	8	2
245	и других	1	2
246	бы совершенно	1	2
247	в одном	1	2
248	заметить что	1	2
249	другой и	1	2
250	а именно	8	2
251	каких бы	1	2
252	только к	2	2
253	на основании	2	2
254	на этот	4	2
255	а не	18	2
256	не означает	1	2
257	поскольку речь	1	2
258	что все	2	2
259	начиная с	1	2
260	вместе с	2	2
261	или по	4	2
262	сравнению с	2	2
263	что же	8	2
264	поскольку он	1	2
265	происходит в	2	2
266	или в	4	2
267	то не	1	2
268	и все	3	2
269	но еще	1	2
270	бы в	2	2
271	всех прочих	1	2
272	стороны в	1	2
273	исключительно в	1	2
274	же в	3	2
275	значения для	1	2
276	а в	5	2
277	даже при	1	2
278	не есть	35	2
279	имеет в	1	2
280	другой стороны	5	2
281	в гораздо	1	2
282	приводит нас	1	2
283	жизни и	6	2
284	вопрос мы	1	1
285	и т	13	1
286	например в	1	1
287	в русских	1	1
288	в тех	3	1
289	получает в	1	1
290	некоторые из	1	1
291	и это	9	1
292	и до	2	1
293	речь идет	1	1
294	или ее	1	1
295	которая при	1	1
296	той же	1	1
297	именно при	1	1
298	из всего	1	1
299	определенного рода	5	1
300	по-разному в	1	1
301	почти все	1	1
302	есть нечто	8	1
303	время как	4	1
304	говорить о	3	1
305	а для	1	1
306	только сама	1	1
307	которое не	1	1
308	то это	10	1
309	когда мы	15	1
310	выходит и	1	1
311	которое дает	1	1
312	быть в	2	1
313	нам представляется	2	1
314	истории в	1	1
315	бы она	2	1
316	окажется в	1	1
317	то мы	1	1
318	самих себя	1	1
319	видели что	1	1
320	чем это	1	1
321	мы будем	2	1
322	значением и	1	1
323	значение и	5	1
324	и земли	1	1
325	отличие от	3	1
326	и будет	2	1
327	за пределы	5	1
328	только путем	3	1
329	относится к	1	1
330	которые не	1	1
331	дает нам	2	1
332	воды и	1	1
333	все же	6	1
334	однако не	1	1
335	кроме того	3	1
336	тех случаях	1	1
337	смысле этого	1	1
338	к тем	1	1
339	могли бы	4	1
340	не являются	2	1
341	говорит об	1	1
342	более или	1	1
343	примерами из	1	1
344	в этот	1	1
345	значения как	1	1
346	как то	1	1
347	это есть	3	1
348	он в	2	1
349	в нашем	5	1
350	поскольку в	1	1
351	его области	1	1
352	для возникновения	1	1
353	с их	2	1
354	же этого	1	1
355	один и	1	1
356	значение так	1	1
357	нами в	2	1
358	имеет для	1	1
359	и тот	1	1
360	бы только	2	1
361	о соотношении	1	1
362	но его	1	1
363	тому же	1	1
364	на его	1	1
365	к выводу	1	1
366	при этом	4	1
367	жизни вообще	1	1
368	сейчас и	1	1
369	т д	13	1
370	смысле она	1	1
371	от которых	1	1
372	этой схеме	1	1
373	не значит	3	1
374	эта последняя	2	1
375	и когда	1	1
376	не как	1	1
377	несколько ниже	1	1
378	находим у	1	1
379	это один	1	1
380	или иных	4	1
381	ни для	2	1
382	но все	3	1
383	от нее	1	1
384	бы они	1	1
385	не станем	1	1
386	не находятся	1	1
387	было только	1	1
388	как они	1	1
389	в нем	9	1
390	оно всегда	3	1
391	значение в	3	1
392	различие между	1	1
393	же касается	4	1
394	возможное только	1	1
395	лишь в	1	1
396	входит в	1	1
397	нас значение	2	1
398	своя собственная	1	1
399	мы сказали	1	1
400	стало возможным	1	1
401	в жизни	1	1
402	роли и	1	1
403	о которых	3	1
404	которое имеет	3	1
405	во внимание	2	1
406	всегда и	1	1
407	иного кроме	1	1
408	здесь можно	1	1
409	одна другую	1	1
410	мы хотели	1	1
411	жизни но	2	1
412	потому и	1	1
413	и всей	2	1
414	перед собой	1	1
415	время для	1	1
416	или менее	1	1
417	есть такая	1	1
418	и поскольку	1	1
419	мы приходим	1	1
420	в такой	1	1
421	мы говорили	2	1
422	то его	1	1
423	в отличие	2	1
424	что при	2	1
425	от себя	2	1
426	и останется	1	1
427	этого различия	1	1
428	на другую	1	1
429	на существование	1	1
430	для этого	6	1
431	для нее	2	1
432	бы нас	2	1
433	тому что	4	1
434	долгий путь	1	1
435	если и	1	1
436	все эти	7	1
437	не менее	10	1
438	вплоть до	1	1
439	но они	1	1
440	что с	1	1
441	имеет свое	1	1
442	с теми	2	1
443	и другое	1	1
444	правда в	1	1
445	чтобы в	1	1
446	революции и	1	1
447	или это	1	1
448	было у	1	1
449	мы все	1	1
450	та или	3	1
451	рассматривать как	2	1
452	казалось бы	1	1
453	только и	8	1
454	действительности но	2	1
455	в самой	2	1
456	находятся в	3	1
457	или иная	3	1
458	они являются	1	1
459	и отражает	1	1
460	такая же	1	1
461	на себе	3	1
462	во всем	1	1
463	и его	5	1
464	каждой из	1	1
465	связи с	8	1
466	мы бы	1	1
467	значение также	1	1
468	так то	1	1
469	в основе	2	1
470	которые никак	1	1
471	у нас	10	1
472	такие же	1	1
473	для такого	1	1
474	свое значение	3	1
475	всегда в	1	1
476	для себя	2	1
477	где этот	1	1
478	в европу	1	1
479	и о	5	1
480	здесь говорить	1	1
481	и сами	2	1
482	отдельные области	1	1
483	имеет значение	6	1
484	язык и	1	1
485	то или	3	1
486	то чтобы	1	1
487	не исключает	1	1
488	жизни только	1	1
489	то время	4	1
490	литературы и	2	1
491	котором мы	1	1
492	и сам	5	1
493	с собой	3	1
494	был бы	1	1
495	которыми мы	1	1
496	об этом	3	1
497	когда в	3	1
498	имеется в	4	1
499	является в	2	1
500	поэтому в	1	1
501	быть может	1	1
502	и вообще	8	1
503	к другу	1	1
504	с ним	7	1
505	означает что	1	1
506	будет уже	2	1
507	является весьма	1	1
508	внимание на	1	1
509	и самодовление	2	1
510	нас в	4	1
511	связь между	1	1
512	из себя	3	1
513	которые мы	3	1
514	всего этого	1	1
515	в ту	1	1
516	и следовательно	2	1
517	друг к	1	1
518	значит что	7	1
519	быть и	3	1
520	и соответствующая	1	1
521	дело с	1	1
522	именно о	1	1
523	всех этих	2	1
524	как нечто	9	1
525	исследования по	1	1
526	которое мы	5	1
527	помощи которого	1	1
528	который в	2	1
529	никак нельзя	2	1
530	и ее	3	1
531	xix и	1	1
532	отношении в	1	1
533	больше чем	1	1
534	с которыми	2	1
535	ведь в	2	1
536	к какому	2	1
537	со своим	2	1
538	переходит в	2	1
539	уже не	7	1
540	уже в	3	1
541	если мы	16	1
542	то и	5	1
543	только тогда	2	1
544	в начале	2	1
545	что не	1	1
546	это значение	2	1
547	моря с	1	1
548	этот раз	3	1
549	тут есть	1	1
550	не будут	2	1
551	для него	3	1
552	мы находим	7	1
553	случае когда	2	1
554	исторического процесса	1	1
555	и искусства	2	1
556	бы смешно	1	1
557	как его	1	1
558	явится для	1	1
559	от того	2	1
560	в более	1	1
561	но за	1	1
562	или иное	2	1
563	его ни	1	1
564	даже не	2	1
565	или иначе	1	1
566	не обязательно	2	1
567	не входя	1	1
568	здесь нужно	1	1
569	с той	5	1
570	она является	1	1
571	толкования его	1	1
572	что для	3	1
573	они вполне	1	1
574	не было	5	1
575	которых мы	1	1
576	зависит от	1	1
577	и далее	1	1
578	человеческой жизни	2	1
579	если даже	1	1
580	с которым	1	1
581	свое собственное	2	1
582	что мы	8	1
583	этот принцип	1	1
584	бы как	2	1
585	если не	3	1
586	в связи	7	1
587	нет ничего	6	1
588	политической и	1	1
589	имеются в	1	1
590	в европе	1	1
591	поэтому если	1	1
592	этих случаях	1	1
593	для всех	1	1
594	что за	1	1
595	а если	1	1
596	с некоторыми	1	1
597	есть только	4	1
598	это различие	1	1
599	многих других	2	1
600	том смысле	3	1
601	действительности как	2	1
602	с ее	2	1
603	этого слова	5	1
604	этого факта	1	1
605	для тех	1	1
606	слова и	3	1
607	тех или	5	1
608	большее количество	1	1
609	одного и	1	1
610	являются не	1	1
611	указать на	1	1
612	при таком	2	1
613	она может	2	1
614	нельзя сказать	2	1
615	это можно	2	1
616	что оно	2	1
617	о котором	1	1
618	а к	2	1
619	в отдельных	1	1
620	ее и	2	1
621	но когда	2	1
622	особого рода	1	1
623	возникает вопрос	1	1
624	пришлось бы	1	1
625	и художественным	3	1
626	находим в	3	1
627	но это	8	1
628	но возможно	1	1
629	и другие	3	1
630	моря не	1	1
631	возможно ли	1	1
632	хотели бы	1	1
633	с ней	5	1
634	же будет	1	1
635	понимать как	3	1
636	ни была	2	1
637	оно не	1	1
638	что даже	4	1
639	имеют дело	1	1
640	есть то	3	1
641	целей и	1	1
642	свои особые	1	1
643	лежащих в	1	1
644	чтобы ее	1	1
645	к этой	1	1
646	вполне понятно	1	1
647	это в	2	1
648	ничего иного	1	1
649	можно назвать	1	1
650	гораздо более	5	1
651	смысле что	3	1
