N	2gram	Nazirov_Tr_1	FransuaR
1	и в	18	45
2	то есть	3	25
3	и не	7	15
4	в этом	9	14
5	но в	6	14
6	не только	8	14
7	во всех	1	13
8	и его	6	13
9	в его	3	13
10	как бы	7	12
11	эти образы	1	12
12	что в	4	12
13	то же	5	11
14	в своем	3	11
15	в то	5	11
16	в романе	10	11
17	право на	1	10
18	в нем	4	10
19	и с	7	10
20	как и	5	10
21	в том	2	10
22	но и	4	10
23	прежде всего	4	10
24	в эпизоде	1	9
25	же время	6	9
26	в ней	1	8
27	таким образом	1	8
28	в самой	1	8
29	как мы	1	8
30	и др	1	8
31	так же	4	8
32	он был	2	7
33	с его	2	7
34	том что	4	7
35	не в	2	7
36	потому что	2	7
37	в эпоху	1	7
38	что и	2	7
39	в конце	3	7
40	и все	4	7
41	все это	4	7
42	в этой	4	6
43	он не	2	6
44	в них	1	6
45	того чтобы	1	6
46	связи с	1	6
47	так и	5	6
48	что он	6	6
49	одним из	1	5
50	например в	1	5
51	самом деле	1	5
52	это и	1	5
53	с ее	3	5
54	и на	7	5
55	и как	3	5
56	все эти	3	5
57	на этом	1	5
58	его в	2	5
59	страха и	1	5
60	с ним	3	5
61	мы видим	1	5
62	человека с	1	5
63	и их	1	5
64	в связи	1	5
65	не может	5	5
66	но это	4	5
67	есть и	1	5
68	той же	1	4
69	и о	1	4
70	но не	1	4
71	в общем	1	4
72	эта связь	1	4
73	перед нами	2	4
74	в самом	2	4
75	об этом	4	4
76	это было	1	4
77	не мог	2	4
78	известной степени	1	4
79	своего рода	3	4
80	дается в	1	4
81	у него	6	4
82	и это	2	4
83	можно было	1	4
84	ничего не	2	4
85	и здесь	2	4
86	о том	2	4
87	только в	1	4
88	характерно что	1	4
89	и даже	4	4
90	а не	1	4
91	его как	1	4
92	чем же	1	4
93	как это	3	4
94	и от	1	4
95	бы в	1	4
96	а также	1	4
97	по поводу	2	4
98	века в	1	3
99	хлеб и	1	3
100	и он	3	3
101	как в	3	3
102	роль играет	1	3
103	как он	1	3
104	вообще не	1	3
105	что она	2	3
106	и вот	1	3
107	ни в	2	3
108	он и	2	3
109	в своей	1	3
110	этой связи	1	3
111	не менее	1	3
112	но они	2	3
113	не имеет	2	3
114	что на	1	3
115	своего отца	3	3
116	и образ	1	3
117	всего этого	1	3
118	в другом	1	3
119	нуждается в	1	3
120	это не	5	3
121	именно в	1	3
122	того что	1	3
123	есть в	1	3
124	для него	3	3
125	в одном	2	3
126	но он	1	3
127	не было	1	3
128	о чем	3	3
129	вместе с	1	3
130	но этот	1	3
131	в году	9	3
132	с помощью	1	3
133	на этот	1	3
134	ту же	1	2
135	чтобы не	1	2
136	и есть	1	2
137	почти не	1	2
138	за все	1	2
139	и до	2	2
140	и за	2	2
141	из своих	2	2
142	в целом	4	2
143	подчеркнуть что	1	2
144	переплетается с	1	2
145	в чем	1	2
146	в данном	2	2
147	отличие от	2	2
148	в истории	1	2
149	все же	5	2
150	и наконец	1	2
151	напомним что	1	2
152	что это	5	2
153	он в	1	2
154	очень важно	2	2
155	роль в	1	2
156	и если	1	2
157	это право	1	2
158	при этом	3	2
159	перестает быть	1	2
160	чувствует себя	1	2
161	дистанции между	1	2
162	эта книга	1	2
163	распространяется на	1	2
164	конечно в	1	2
165	самого автора	1	2
166	на все	1	2
167	лишь в	1	2
168	мира сего	1	2
169	рядом с	1	2
170	и xiii	1	2
171	с тем	2	2
172	несмотря на	5	2
173	когда в	1	2
174	одно из	1	2
175	известной мере	1	2
176	человеком и	1	2
177	не столько	1	2
178	но эта	2	2
179	права на	2	2
180	вплоть до	1	2
181	что эта	1	2
182	на котором	1	2
183	и притом	1	2
184	к ней	1	2
185	игры в	1	2
186	в духе	1	2
187	буржуазной эпохи	1	2
188	не могут	2	2
189	что все	2	2
190	к тому	2	2
191	в пьесе	1	2
192	образы и	1	2
193	данном случае	2	2
194	говорили что	1	2
195	и что	4	2
196	еще в	2	2
197	жизнь и	3	2
198	и т.д	1	2
199	но мы	1	2
200	к нему	3	2
201	между тем	1	2
202	и она	1	2
203	это очень	5	2
204	значение и	1	2
205	на столе	1	2
206	в известной	2	2
207	идет в	1	2
208	может быть	7	2
209	тут же	2	2
210	в особенности	1	2
211	в отличие	2	2
212	один из	3	2
213	один раз	1	2
214	в условиях	1	2
215	xii и	1	2
216	хочет и	1	2
217	на улице	1	2
218	хотя бы	1	2
219	то что	4	2
220	жизни в	1	2
221	в период	1	2
222	ко всему	1	2
223	это в	1	2
224	вряд ли	2	1
225	также что	1	1
226	с жизнью	1	1
227	создания этого	1	1
228	необходимо отметить	1	1
229	то в	1	1
230	из самых	2	1
231	но главное	3	1
232	она все	2	1
233	сам автор	1	1
234	в какой-то	1	1
235	а как	2	1
236	образами в	1	1
237	что уже	1	1
238	в ход	1	1
239	столь же	2	1
240	и мира	1	1
241	не исчерпываются	1	1
242	могло быть	1	1
243	но как	1	1
244	эпизод с	3	1
245	свою жизнь	1	1
246	этот тон	1	1
247	не просто	2	1
248	за пределы	1	1
249	это самое	1	1
250	более чем	1	1
251	о жизни	2	1
252	это был	2	1
253	власть и	1	1
254	слова нельзя	1	1
255	имеет в	2	1
256	за свои	1	1
257	сливается с	1	1
258	бы и	2	1
259	самой природе	1	1
260	средство для	1	1
261	бы не	1	1
262	его а	1	1
263	в себе	4	1
264	человек не	1	1
265	так сказать	1	1
266	творца и	1	1
267	которой не	1	1
268	и еще	1	1
269	xix века	1	1
270	чем у	1	1
271	не как	1	1
272	для понимания	1	1
273	на земле	1	1
274	не могли	1	1
275	никому не	1	1
276	и по	1	1
277	последнее слово	1	1
278	но все	2	1
279	а затем	1	1
280	на всю	1	1
281	в мире	3	1
282	рассказывает о	1	1
283	было в	2	1
284	дома и	2	1
285	известно что	1	1
286	отца и	2	1
287	с начала	1	1
288	начала и	1	1
289	по улицам	1	1
290	из первых	1	1
291	на свои	1	1
292	этом мы	1	1
293	но уже	1	1
294	но затем	1	1
295	тот самый	1	1
296	что не	1	1
297	а за	1	1
298	эту тему	1	1
299	говорится о	1	1
300	обратимся к	1	1
301	в ходе	2	1
302	в котором	1	1
303	знает и	1	1
304	происходит во	1	1
305	понимал что	1	1
306	что я	4	1
307	должны были	1	1
308	тем не	1	1
309	что этот	2	1
310	превратилось в	2	1
311	любовь к	1	1
312	тому что	1	1
313	раз и	2	1
314	любви и	2	1
315	юности то	1	1
316	что с	3	1
317	что ему	1	1
318	того как	1	1
319	одна из	2	1
320	он еще	1	1
321	не вызывает	1	1
322	никогда не	2	1
323	и всегда	1	1
324	характерна и	1	1
325	есть элементы	1	1
326	связь и	1	1
327	но теперь	1	1
328	не нужен	1	1
329	как будто	3	1
330	в области	1	1
331	встречается в	1	1
332	тогда и	1	1
333	году и	1	1
334	что вы	3	1
335	такой образ	1	1
336	указывает на	1	1
337	что при	1	1
338	и потому	1	1
339	время он	1	1
340	где он	1	1
341	из ее	1	1
342	году в	2	1
343	вы не	1	1
344	вещами и	1	1
345	и должна	1	1
346	на другой	1	1
347	в дальнейшем	5	1
348	к жизни	5	1
349	и сам	3	1
350	начинается словами	1	1
351	в образе	6	1
352	он именно	1	1
353	раз он	2	1
354	в последующих	1	1
355	еще не	4	1
356	понятно что	1	1
357	после того	1	1
358	стремление к	1	1
359	в xii	2	1
360	из популярнейших	1	1
361	входит и	1	1
362	лицо его	2	1
363	о нем	1	1
364	часто и	1	1
365	своей книге	1	1
366	вот почему	1	1
367	была его	1	1
368	на вопрос	1	1
369	времени в	2	1
370	связь между	1	1
371	для постановки	1	1
372	я вижу	1	1
373	в форме	1	1
374	ее содержание	1	1
375	в жизнь	1	1
376	облике и	1	1
377	полноте и	1	1
378	в новой	1	1
379	в двух	1	1
380	с ними	1	1
381	от всего	2	1
382	добра и	1	1
383	между этими	2	1
384	и ее	2	1
385	причем в	1	1
386	у ней	1	1
387	именно на	1	1
388	и детей	2	1
389	он очень	1	1
390	так можно	1	1
391	эти черты	1	1
392	завершения в	1	1
393	свидетельствует о	1	1
394	за счет	1	1
395	может случиться	1	1
396	все образы	1	1
397	в душе	2	1
398	говорит о	2	1
399	с этими	1	1
400	к ним	1	1
401	ту сторону	1	1
402	друг друга	2	1
403	не случайно	2	1
404	он любит	1	1
405	жизни на	1	1
406	тем что	2	1
407	любит и	1	1
408	евангелие и	1	1
409	до начала	1	1
410	как у	2	1
411	весьма напоминает	1	1
412	была и	1	1
413	в настоящей	1	1
414	на стол	1	1
415	и стал	1	1
416	всему что	1	1
417	до конца	2	1
418	в отдаленном	1	1
419	власти и	1	1
420	им как	1	1
421	со своими	1	1
422	под влиянием	2	1
423	себя на	1	1
424	в это	2	1
425	в частности	2	1
426	о себе	1	1
427	время с	1	1
428	до этого	1	1
429	ко всем	1	1
430	но особенно	2	1
431	из трех	1	1
432	самой действительности	1	1
433	самых знаменитых	1	1
434	над ним	1	1
435	может так	1	1
436	что за	3	1
437	несколько раз	1	1
438	в той	1	1
439	не удалось	1	1
440	и судьбы	1	1
441	который он	1	1
442	распадается на	1	1
443	этого слова	1	1
444	ему в	1	1
445	еще раз	2	1
446	о его	2	1
447	это выражение	1	1
448	эта встреча	1	1
449	на одной	1	1
450	в книге	1	1
451	это уже	2	1
452	этот образ	4	1
453	о совершенно	1	1
454	как своего	1	1
455	всегда будет	1	1
456	вот его	1	1
457	от него	1	1
458	из себя	1	1
459	за три	1	1
460	а из	1	1
461	борьба двух	1	1
462	шутов и	1	1
463	еще по	1	1
464	здесь есть	1	1
465	свое значение	1	1
466	и эта	1	1
467	и при	1	1
468	что под	1	1
469	только о	2	1
470	этим объясняется	2	1
471	в виде	2	1
472	но еще	1	1
473	в таком	2	1
474	во всяком	1	1
