N	2gram	Voloshinov_1	slovoVRo
1	и в	16	41
2	в нем	4	30
3	могут быть	3	19
4	во всех	3	17
5	не только	7	16
6	и не	4	16
7	точки зрения	8	16
8	но и	4	16
9	а не	1	15
10	то же	2	14
11	и на	4	14
12	и его	8	14
13	в пределах	2	14
14	может быть	17	14
15	и др	3	14
16	не может	8	14
17	в сущности	1	13
18	в его	4	13
19	общего языка	1	13
20	в этом	9	12
21	как бы	5	12
22	так и	4	11
23	в большинстве	3	10
24	себя в	1	9
25	все эти	5	9
26	таким образом	9	9
27	той или	1	9
28	или иной	1	9
29	но в	4	8
30	на его	1	8
31	с точки	6	8
32	как мы	4	8
33	прежде всего	9	8
34	отношение к	5	7
35	все же	1	7
36	в своей	2	7
37	вовсе не	1	7
38	с ним	2	7
39	всех его	2	7
40	во всяком	3	7
41	того же	2	6
42	при этом	6	6
43	в них	2	6
44	оно не	2	6
45	только в	4	6
46	большинстве случаев	3	6
47	и даже	4	6
48	а в	3	6
49	и к	6	5
50	в самом	2	5
51	с другими	3	5
52	всяком случае	3	5
53	все это	4	5
54	в основе	3	5
55	не на	2	5
56	и мир	1	5
57	к нему	1	5
58	как его	1	5
59	с другой	1	5
60	еще более	1	5
61	на своем	1	5
62	ту же	2	4
63	в ней	1	4
64	еще не	5	4
65	с его	7	4
66	за пределы	2	4
67	и наконец	4	4
68	но именно	1	4
69	связанных с	2	4
70	и с	8	4
71	лишь в	1	4
72	входит в	1	4
73	на почве	1	4
74	как и	2	4
75	к предмету	1	4
76	и для	2	4
77	с ее	4	4
78	ничего не	1	4
79	о нем	1	4
80	один из	2	4
81	оно и	2	4
82	с одной	1	4
83	одной стороны	1	4
84	и все	4	4
85	и потому	3	4
86	мы сказали	1	4
87	в смысле	1	4
88	здесь в	1	4
89	известной степени	1	4
90	и часто	1	4
91	его моментах	1	4
92	или к	1	3
93	зависимости от	1	3
94	данном случае	1	3
95	из этих	2	3
96	связанные с	2	3
97	вообще не	2	3
98	и сам	1	3
99	и может	4	3
100	и почти	1	3
101	его в	4	3
102	было бы	2	3
103	он не	2	3
104	и ее	4	3
105	точку зрения	1	3
106	которые в	1	3
107	на всю	1	3
108	а иногда	1	3
109	она не	1	3
110	никогда не	2	3
111	в разных	1	3
112	и здесь	1	3
113	не могут	2	3
114	к тому	1	3
115	и этим	2	3
116	формы и	1	3
117	о том	2	3
118	нем и	1	3
119	все время	1	3
120	в него	5	3
121	в том	3	3
122	поэтому и	2	3
123	бы ни	1	3
124	в качестве	1	3
125	конечно не	6	3
126	и других	2	3
127	его и	1	3
128	для него	6	3
129	так как	4	3
130	у него	2	3
131	в свою	1	3
132	но оно	3	3
133	с этим	2	3
134	влияния на	1	3
135	в данном	1	3
136	и оценок	1	3
137	с этой	2	3
138	в основном	3	3
139	хотя бы	4	3
140	с ними	4	3
141	в свое	2	3
142	на самом	4	2
143	века в	1	2
144	мы уже	2	2
145	той же	1	2
146	мы не	2	2
147	же как	2	2
148	мы и	1	2
149	конечно и	1	2
150	и то	1	2
151	между собой	2	2
152	столь же	1	2
153	по своему	2	2
154	одним словом	1	2
155	он может	1	2
156	но не	1	2
157	абстрактный момент	1	2
158	что они	1	2
159	сих пор	3	2
160	хотя и	1	2
161	от этого	1	2
162	не пытается	1	2
163	или во	1	2
164	время и	1	2
165	различные формы	1	2
166	и единство	1	2
167	и по	2	2
168	на этом	3	2
169	те же	3	2
170	слов о	1	2
171	на все	1	2
172	для них	1	2
173	действительно не	1	2
174	том что	3	2
175	в эту	1	2
176	в этих	3	2
177	друг другу	1	2
178	войти в	2	2
179	остановимся на	1	2
180	на один	1	2
181	в атмосфере	1	2
182	и проч	9	2
183	в самых	1	2
184	из него	1	2
185	на язык	3	2
186	для нас	2	2
187	в сознании	1	2
188	у нас	1	2
189	в духе	1	2
190	на протяжении	2	2
191	и о	2	2
192	роль в	1	2
193	можно было	1	2
194	из одного	1	2
195	и вообще	2	2
196	в другом	1	2
197	др и	1	2
198	можно сказать	4	2
199	нас в	1	2
200	жизни но	1	2
201	наконец в	1	2
202	мы видим	2	2
203	каждый момент	1	2
204	нас здесь	1	2
205	же и	1	2
206	связи с	1	2
207	уже не	1	2
208	если мы	2	2
209	только на	3	2
210	в известной	1	2
211	в одном	3	2
212	с этими	1	2
213	для того	1	2
214	в другой	1	2
215	до сих	3	2
216	не есть	2	2
217	с другом	1	2
218	а с	1	2
219	на которые	1	2
220	а на	2	2
221	с которым	1	2
222	жизнь в	1	2
223	совершенно не	8	2
224	связь с	1	2
225	в частности	2	2
226	так же	2	2
227	и связанных	1	2
228	быть только	1	2
229	друг с	1	2
230	как раз	1	2
231	одна из	1	2
232	интерес к	1	2
233	ни было	2	2
234	основе их	1	2
235	между ними	3	2
236	с ней	1	2
237	сказать что	7	2
238	и эта	1	2
239	к этому	2	2
240	как известно	1	1
241	и через	2	1
242	но этим	1	1
243	тех же	3	1
