N	2gram	Vinokur_St_2	Myslijsy
1	потому что	9	49
2	для нас	1	31
3	и в	29	24
4	может быть	2	23
5	то что	11	20
6	и не	9	19
7	в том	27	18
8	а не	5	18
9	что в	19	16
10	не только	19	15
11	по себе	3	15
12	того же	2	14
13	при этом	2	13
14	не в	4	13
15	было бы	5	13
16	то же	2	12
17	но не	3	12
18	мы можем	1	12
19	не может	2	12
20	мы не	1	11
21	таким образом	10	11
22	вместе с	7	11
23	если бы	2	11
24	что и	2	11
25	только в	2	11
26	тогда как	2	10
27	как в	3	10
28	в себе	2	10
29	для него	4	10
30	и проч	1	10
31	так что	3	10
32	так как	2	10
33	независимо от	1	9
34	в нем	4	9
35	вовсе не	6	9
36	то и	1	9
37	но и	19	9
38	как бы	5	9
39	точно так	1	9
40	и на	6	8
41	в этом	21	8
42	более или	2	8
43	том что	27	8
44	или менее	2	8
45	а в	1	8
46	в чем	1	7
47	с этим	3	7
48	мысль о	1	7
49	как и	2	7
50	всяком случае	3	7
51	того как	7	7
52	или же	1	7
53	не могут	1	7
54	прежде всего	5	7
55	сами по	2	7
56	тем что	3	7
57	того что	5	7
58	во всяком	3	7
59	и т	9	6
60	и как	2	6
61	тем не	2	6
62	в то	2	6
63	не имеет	2	6
64	связи с	4	6
65	свою очередь	1	6
66	между тем	5	6
67	в одном	6	6
68	заметить что	1	6
69	с другой	4	6
70	не было	3	6
71	в ряду	1	6
72	в свою	1	6
73	по поводу	8	6
74	если б	4	5
75	столь же	1	5
76	что они	2	5
77	все же	6	5
78	уже в	1	5
79	на то	2	5
80	и уже	1	5
81	не менее	3	5
82	так и	9	5
83	о том	17	5
84	с другими	1	5
85	тот же	1	5
86	бы ни	2	5
87	из них	3	5
88	в них	2	5
89	для того	7	5
90	и их	1	5
91	приводит в	1	5
92	же в	1	5
93	в которой	11	5
94	а между	1	4
95	сам по	1	4
96	к другому	1	4
97	в самом	7	4
98	еще не	1	4
99	но в	8	4
100	из этих	1	4
101	одно время	1	4
102	только один	1	4
103	как он	2	4
104	и если	1	4
105	внешнего мира	1	4
106	с тем	7	4
107	такой же	1	4
108	в котором	7	4
109	место в	1	4
110	том смысле	2	4
111	сих пор	5	4
112	одном из	3	4
113	между прочим	12	4
114	они не	2	4
115	образом в	1	4
116	одна из	1	4
117	таким путем	1	4
118	сравнительно с	1	4
119	должны быть	1	4
120	и сами	1	4
121	в некоторых	2	4
122	то время	1	4
123	так в	1	4
124	никогда не	3	4
125	без сомнения	1	4
126	к языку	1	4
127	и что	6	4
128	для самого	1	4
129	что он	13	4
130	и вместе	1	4
131	до сих	6	4
132	там где	2	4
133	если не	2	4
134	что оно	1	4
135	от него	1	4
136	во время	2	4
137	в таком	1	4
138	вряд ли	3	3
139	например в	3	3
140	и то	1	3
141	тем же	2	3
142	той же	1	3
143	есть нечто	1	3
144	не совсем	1	3
145	при таких	1	3
146	в создании	1	3
147	очевидно что	2	3
148	со стороны	2	3
149	которые не	3	3
150	хотя и	4	3
151	что это	3	3
152	что она	1	3
153	т д	6	3
154	слова а	1	3
155	не как	1	3
156	отношений между	3	3
157	так например	7	3
158	его не	3	3
159	на все	1	3
160	его в	2	3
161	и тем	1	3
162	кажется что	3	3
163	о которых	2	3
164	в эту	3	3
165	в этих	3	3
166	себе в	1	3
167	ни было	2	3
168	быть не	1	3
169	в ней	7	3
170	мысли в	1	3
171	на него	1	3
172	в каком	2	3
173	оно не	3	3
174	как не	1	3
175	те же	1	3
176	не с	1	3
177	и вообще	2	3
178	на вопрос	3	3
179	от них	1	3
180	и во	1	3
181	в языке	5	3
182	как например	2	3
183	одно из	1	3
184	не так	1	3
185	т п	3	3
186	что на	3	3
187	мысли об	1	3
188	что для	1	3
189	только по	2	3
190	но это	3	3
191	и для	1	3
192	и от	1	3
193	то не	1	3
194	и все	1	3
195	только что	2	3
196	с ними	1	3
197	все что	1	3
198	как на	9	3
199	самом деле	3	2
200	на самом	3	2
201	воспоминания о	2	2
202	не имеют	1	2
203	бы что	1	2
204	вопрос о	6	2
205	что многие	1	2
206	оба эти	3	2
207	с его	2	2
208	только после	1	2
209	совсем не	1	2
210	не то	3	2
211	только потому	2	2
212	что язык	1	2
213	что за	2	2
214	с которыми	1	2
215	по отношению	1	2
216	в общем	3	2
217	за пределы	1	2
218	что во	1	2
219	общего с	1	2
220	на память	4	2
221	отношения между	1	2
222	все эти	2	2
223	и тот	1	2
224	было связано	1	2
225	кажется не	1	2
226	перестает быть	1	2
227	ими в	1	2
228	но вместе	1	2
229	и по	3	2
230	на этом	1	2
231	одно и	1	2
232	но все	7	2
233	в каждом	1	2
234	факт что	6	2
235	в другом	4	2
236	разница между	1	2
237	само собою	2	2
238	ни с	2	2
239	что такое	2	2
240	нет возможности	1	2
241	это что	1	2
242	не столько	7	2
243	и той	1	2
244	но он	3	2
245	тому что	7	2
246	что есть	1	2
247	и его	6	2
248	что с	2	2
249	с теми	1	2
250	сказать что	2	2
251	самого начала	3	2
252	что ему	3	2
253	например что	2	2
254	для кого	1	2
255	но только	1	2
256	того чтобы	6	2
257	все свои	1	2
258	же время	1	2
259	к ней	1	2
260	не знали	5	2
261	у нас	3	2
262	что слово	1	2
263	и это	2	2
264	что все	1	2
265	на другой	1	2
266	с самого	3	2
267	что у	4	2
268	было в	1	2
269	после того	4	2
270	и здесь	3	2
271	внимание на	4	2
272	это было	2	2
273	связь между	1	2
274	не зная	1	2
275	этом смысле	1	2
276	один из	1	2
277	что только	1	2
278	в какой	2	2
279	значения этих	1	2
280	с нею	3	2
281	а это	1	2
282	а то	1	2
283	не дает	2	2
284	о причинах	1	2
285	но что	1	2
286	у него	1	2
287	связано с	1	2
288	быть для	1	2
289	с общим	1	2
290	к которому	1	2
291	такое же	2	2
292	а с	3	2
293	себя и	1	2
294	между ними	1	2
295	ничем не	1	2
296	не на	2	2
297	было для	2	2
298	в связи	1	2
299	форма слова	1	2
300	имея в	1	2
301	так же	3	2
302	сделать его	1	2
303	и потому	2	2
304	как это	2	2
305	не дают	1	2
306	сравнении с	2	2
307	все это	11	2
308	в его	13	2
309	или в	1	2
310	а к	2	2
311	бы в	1	2
312	хотя бы	3	2
313	отношении к	3	2
314	но если	1	2
