N	2gram	Potebnia_M_1	Analitik
1	может быть	27	29
2	в том	26	27
3	не может	22	22
4	и не	18	21
5	и в	39	18
6	но и	20	17
7	а не	21	17
8	не только	21	15
9	тогда как	2	14
10	не в	15	14
11	в этом	15	13
12	как и	9	13
13	в его	5	13
14	при этом	6	12
15	том что	16	12
16	в себе	13	11
17	то есть	42	11
18	но не	8	10
19	то же	6	9
20	в то	4	9
21	а в	5	9
22	есть не	2	8
23	в мире	3	8
24	но в	9	8
25	нуждается в	2	8
26	не есть	10	8
27	тем самым	4	7
28	к тому	4	7
29	этого слова	1	7
30	мы имеем	1	6
31	в сущности	2	6
32	по отношению	13	6
33	в самом	3	6
34	это не	7	6
35	далеко не	1	6
36	точки зрения	8	6
37	в своей	3	6
38	по своей	1	6
39	должен быть	1	6
40	времени и	2	6
41	же время	4	6
42	только в	25	6
43	себя в	1	6
44	то что	10	6
45	прежде всего	4	6
46	в их	2	5
47	что иное	2	5
48	и на	1	5
49	иное как	2	5
50	и как	6	5
51	в произведении	1	5
52	в целом	2	5
53	в этой	3	5
54	лишь в	1	5
55	и его	5	5
56	имеет место	2	5
57	о том	2	5
58	и того	2	5
59	между тем	5	5
60	такого рода	1	5
61	как бы	6	5
62	отношению к	13	5
63	что в	22	5
64	того же	3	4
65	не что	2	4
66	из того	2	4
67	столь же	3	4
68	более чем	1	4
69	все же	6	4
70	сознания в	2	4
71	не следует	5	4
72	с другими	1	4
73	не всегда	1	4
74	с точки	3	4
75	и более	2	4
76	по себе	10	4
77	в области	1	4
78	ни в	1	4
79	могут быть	9	4
80	так и	13	4
81	не с	1	4
82	с ним	3	4
83	в другом	1	4
84	на вопрос	1	4
85	с другой	7	4
86	того что	8	4
87	субъекта и	4	4
88	дело с	1	4
89	уже не	2	4
90	для того	3	4
91	с другим	3	4
92	именно в	1	4
93	себя и	1	4
94	вместе с	8	4
95	как предмет	2	4
96	собственно говоря	1	4
97	не более	4	4
98	ни было	2	4
99	и т	6	3
100	одним из	2	3
101	таком случае	2	3
102	и есть	2	3
103	в полной	1	3
104	бы то	2	3
105	если в	1	3
106	что как	3	3
107	в нашем	1	3
108	как он	1	3
109	в нем	20	3
110	он не	3	3
111	вследствие этого	1	3
112	подобно тому	3	3
113	таким образом	13	3
114	то ни	3	3
115	не будет	2	3
116	бы быть	4	3
117	того или	1	3
118	при встрече	1	3
119	даже в	1	3
120	ведет к	1	3
121	в котором	1	3
122	однако в	4	3
123	того чтобы	2	3
124	т п	4	3
125	о нем	1	3
126	в таком	5	3
127	как будто	2	3
128	не могут	4	3
129	могла бы	2	3
130	в собственном	2	3
131	если бы	14	3
132	к нему	1	3
133	с его	1	3
134	еще не	6	3
135	и представляет	1	3
136	вопрос об	3	3
137	с одной	3	3
138	вопроса о	2	3
139	никто не	3	3
140	что и	6	3
141	одной стороны	3	3
142	что не	10	3
143	более того	1	3
144	человек в	1	3
145	тому как	4	3
146	быть не	4	3
147	что мы	4	3
148	произведении искусства	1	3
149	она может	3	3
150	и все	3	3
151	хотя бы	2	3
152	будто бы	1	3
153	что он	1	3
154	говоря о	1	2
155	отношения к	1	2
156	самом деле	1	2
157	на самом	1	2
158	он может	1	2
159	в первом	5	2
160	едва ли	1	2
161	той же	3	2
162	а как	2	2
163	на себя	1	2
164	и то	3	2
165	и самого	1	2
166	то он	2	2
167	не все	2	2
168	за пределы	2	2
169	что именно	2	2
170	могли бы	2	2
171	отношения человека	1	2
172	с двумя	1	2
173	его к	2	2
174	в противоположность	1	2
175	то в	5	2
176	в которой	2	2
177	все эти	1	2
178	бы не	6	2
179	из этих	4	2
180	думать что	3	2
181	на его	1	2
182	от которого	1	2
183	собственном значении	1	2
184	из виду	1	2
185	и по	6	2
186	на этом	1	2
187	и с	3	2
188	на все	2	2
189	из них	1	2
190	вовсе не	5	2
191	так как	21	2
192	несмотря на	5	2
193	жизни но	1	2
194	одного и	2	2
195	для него	4	2
196	от своего	1	2
197	не должен	1	2
198	не столько	1	2
199	вопрос о	4	2
200	только для	3	2
201	том и	2	2
202	для этого	2	2
203	тогда когда	9	2
204	совпадает с	1	2
205	только не	2	2
206	никогда не	4	2
207	потому что	52	2
208	в сознании	3	2
209	нас самих	1	2
210	в категориях	1	2
211	для себя	3	2
212	как мы	2	2
213	роль в	1	2
214	и о	2	2
215	быть может	1	2
216	здесь не	1	2
217	мысль о	2	2
218	не решает	1	2
219	одного из	2	2
220	еще в	1	2
221	не говоря	1	2
222	должно быть	7	2
223	все прочие	1	2
224	каждом из	1	2
225	язык есть	17	2
226	один из	1	2
227	бы ни	4	2
228	есть чисто	1	2
229	сколько бы	1	2
230	в начале	2	2
231	при помощи	2	2
232	по выражению	1	2
233	следует что	1	2
234	сами по	1	2
235	может служить	1	2
236	бытия и	3	2
237	случае не	1	2
238	этом отношении	1	2
239	со стороны	8	2
240	было бы	12	2
241	что из	1	2
242	душевной жизни	9	2
243	и потому	5	2
244	в данном	1	2
245	она есть	1	2
246	что же	2	2
247	первом случае	1	2
248	не предполагает	1	2
249	основанная на	1	2
250	тем более	2	2
251	нет ничего	2	2
252	другой стороны	5	2
253	была бы	2	2
254	в какой	1	2
255	в понимающем	1	1
256	же нам	1	1
257	то на	4	1
258	например в	1	1
259	язык может	2	1
260	предполагает что	1	1
261	человека и	1	1
262	сам по	1	1
263	внутреннее единство	2	1
264	от своей	1	1
265	явления и	1	1
266	не имеют	5	1
267	должна быть	3	1
268	собственном смысле	1	1
269	видеть в	2	1
270	нельзя назвать	1	1
271	в зависимости	1	1
272	по его	7	1
273	субъективности в	1	1
274	мы не	10	1
275	выше его	1	1
276	язык как	7	1
277	есть нечто	4	1
278	из сказанного	1	1
279	равно как	1	1
280	субъективности и	1	1
281	не вполне	1	1
282	и другая	1	1
283	что можно	3	1
284	как не	1	1
285	зависимости от	1	1
286	всякое понимание	1	1
287	в ней	7	1
288	свою очередь	4	1
289	над ним	1	1
290	ожидать от	1	1
291	по этому	2	1
292	это возможно	1	1
293	в различных	1	1
294	в чем	1	1
295	служит для	2	1
296	во всех	5	1
297	тем как	3	1
298	как если	1	1
299	в ее	1	1
300	мы будем	2	1
301	но как	3	1
302	а только	4	1
303	только тогда	5	1
304	или по	1	1
305	с духом	4	1
306	данной системы	1	1
307	связи и	1	1
308	вследствие чего	1	1
309	и субъективная	1	1
310	независимо от	6	1
311	его на	2	1
312	как в	10	1
313	предполагает в	2	1
314	и объекта	4	1
315	есть в	2	1
316	что касается	1	1
317	помнить что	3	1
318	в противном	3	1
319	и той	3	1
320	в полном	2	1
321	более или	1	1
322	та же	1	1
323	с какой	1	1
324	что это	3	1
325	а во-вторых	1	1
326	бы с	1	1
327	следует понимать	1	1
328	он в	1	1
329	в известном	1	1
330	мифа и	1	1
331	и отношения	1	1
332	но его	1	1
333	если он	1	1
334	этот процесс	1	1
335	противном случае	3	1
336	времена и	1	1
337	в виде	1	1
338	не как	1	1
339	отношений между	3	1
340	нам только	1	1
341	в понятии	2	1
342	от людей	1	1
343	мысли как	1	1
344	имеют значение	1	1
345	из него	2	1
346	его от	1	1
347	что ни	1	1
348	без исключения	1	1
349	и наоборот	6	1
350	но все	2	1
351	от нее	6	1
352	а вместе	3	1
353	что все	3	1
354	сообщения мысли	2	1
355	же не	1	1
356	в состоянии	3	1
357	тем в	1	1
358	и может	2	1
359	себя к	1	1
360	бытием но	1	1
361	его в	1	1
362	заключается в	3	1
363	за собою	1	1
364	которого не	1	1
365	человека только	1	1
366	языку не	1	1
367	мы постараемся	2	1
368	и тем	3	1
369	еще одно	1	1
370	жизни человека	2	1
371	произведения не	1	1
372	для них	2	1
373	в них	3	1
374	все равно	1	1
375	быть понят	1	1
376	с тем	5	1
377	и уже	1	1
378	одна и	1	1
379	между собою	6	1
380	как сказано	1	1
381	только во	1	1
382	остается в	1	1
383	себе все	1	1
384	или менее	1	1
385	в этих	7	1
386	к мысли	2	1
387	все более	3	1
388	во время	1	1
389	и при	3	1
390	и ее	1	1
391	том же	2	1
392	из человеческой	1	1
393	в отношении	1	1
394	взгляд на	2	1
395	в такой	1	1
396	должно предшествовать	1	1
397	же основаниях	1	1
398	ни малейшего	2	1
399	в которых	1	1
400	бы мы	1	1
401	двух и	1	1
402	нем при	1	1
403	есть предмет	1	1
404	одном из	1	1
405	есть его	1	1
406	времени не	1	1
407	но он	2	1
408	не его	1	1
409	по крайней	2	1
410	и эти	1	1
411	их в	1	1
412	возможно только	5	1
413	себя или	1	1
414	есть всегда	1	1
415	случае мы	1	1
416	нас к	1	1
417	тому что	3	1
418	она по	1	1
419	по мере	6	1
420	между людьми	1	1
421	не менее	6	1
422	существует независимо	1	1
423	оба эти	1	1
424	человека но	1	1
425	к этим	1	1
426	на него	3	1
427	в самых	1	1
428	одной и	3	1
429	все без	1	1
430	может только	1	1
431	ничего не	1	1
432	если понятие	1	1
433	что собственно	1	1
434	б в	1	1
435	не говорит	1	1
436	на природу	1	1
437	во всем	4	1
438	прибегать к	1	1
439	но это	5	1
440	совмещает в	1	1
441	быть определено	1	1
442	в каком	6	1
443	одно и	1	1
444	уже о	1	1
445	начиная с	1	1
446	значение только	1	1
447	время жизни	1	1
448	мы по	1	1
449	его с	2	1
450	оно не	3	1
451	на это	1	1
452	языка по	2	1
453	можно и	1	1
454	в виду	2	1
455	но при	3	1
456	проявляется в	2	1
457	людей в	1	1
458	а язык	1	1
459	говоря уже	1	1
460	языка и	17	1
461	уже с	2	1
462	лучше сказать	1	1
463	с языком	2	1
464	со мною	2	1
465	во взаимном	1	1
466	на том	1	1
467	если они	1	1
468	слово есть	1	1
469	те же	1	1
470	в последующих	1	1
471	оно как	1	1
472	сознания и	1	1
473	же эти	1	1
474	том как	3	1
475	которое подобно	1	1
476	является в	1	1
477	он служит	1	1
478	и постоянно	1	1
479	в разных	2	1
480	образом в	1	1
481	воли и	1	1
482	познания и	2	1
483	приближается к	1	1
484	к разрешению	1	1
485	и должно	2	1
486	в самой	3	1
487	другие и	1	1
488	внимание на	1	1
489	и что	10	1
490	говоря точнее	1	1
491	на что	2	1
492	людей как	1	1
493	сила не	1	1
494	аналогии с	1	1
495	это была	1	1
496	и во	3	1
497	связь между	2	1
498	ожидания и	1	1
499	употребление языка	1	1
500	когда оно	1	1
501	конечно может	1	1
502	или напротив	1	1
503	во всей	1	1
504	и только	2	1
505	крайней мере	2	1
506	сомнения в	1	1
507	наконец в	1	1
508	внешнее и	1	1
509	во внутренней	3	1
510	а его	3	1
511	слов и	4	1
512	знания и	1	1
513	помощи языка	1	1
514	даже самого	1	1
515	тех пор	1	1
516	в формах	1	1
517	на которой	1	1
518	оно и	3	1
519	справедливо говорит	1	1
520	понимание есть	2	1
521	мы увидим	3	1
522	что даже	2	1
523	общие понятия	1	1
524	проникнуть в	1	1
525	друг друга	5	1
526	как нечто	1	1
527	в разные	2	1
528	входит в	1	1
529	но то	1	1
530	все они	2	1
531	нем а	1	1
532	так что	16	1
533	для всех	5	1
534	связи с	3	1
535	не можем	2	1
536	если и	2	1
537	языка а	3	1
538	то и	7	1
539	понимать и	1	1
540	разные времена	2	1
541	языком а	1	1
542	языка как	5	1
543	существования и	1	1
544	слова не	2	1
545	во втором	5	1
546	или даже	3	1
547	в душе	11	1
548	с единством	1	1
549	языка но	3	1
550	что речь	2	1
551	за ним	2	1
552	чего бы	2	1
553	и объективности	1	1
554	только одно	1	1
555	ибо он	1	1
556	не так	3	1
557	всяком случае	1	1
558	могло бы	3	1
559	ними нет	1	1
560	слова в	2	1
561	мы находим	1	1
562	в одном	8	1
563	от тех	1	1
564	у него	1	1
565	явлений в	2	1
566	и вместе	2	1
567	легко можно	1	1
568	в науке	1	1
569	были бы	3	1
570	только на	3	1
571	не сама	1	1
572	и даже	4	1
573	нам не	1	1
574	развития в	1	1
575	между которыми	1	1
576	объяснение в	1	1
577	до сих	1	1
578	влияние на	2	1
579	всей своей	1	1
580	вслед за	1	1
581	может показаться	1	1
582	что для	3	1
583	его из	1	1
584	превращается в	1	1
585	не было	4	1
586	и опять	1	1
587	человеческой жизни	1	1
588	его как	1	1
589	индивидуальности то	1	1
590	его собственной	1	1
591	когда же	1	1
592	для человека	2	1
593	речи и	10	1
594	будет иметь	1	1
595	если не	2	1
596	в связи	1	1
597	искусства то	1	1
598	виде в	1	1
599	связь с	2	1
600	ко всем	2	1
601	существует как	1	1
602	в лице	1	1
603	разложения на	1	1
604	в деятельности	2	1
605	в течение	2	1
606	смысле этого	1	1
607	своей субъективности	1	1
608	в мир	1	1
609	в обратном	1	1
610	да и	1	1
611	точность и	1	1
612	своего языка	2	1
613	как речь	1	1
614	смысл в	1	1
615	с этой	2	1
616	в науках	1	1
617	бытия с	1	1
618	противоречия что	1	1
619	сих пор	1	1
620	о его	2	1
621	и таким	1	1
622	второй в	1	1
623	получает от	1	1
624	следует думать	1	1
625	от нас	2	1
626	перед нами	1	1
627	к другим	2	1
628	этом смысле	4	1
629	при всем	1	1
630	и для	5	1
631	говорящего и	1	1
632	не имея	1	1
633	при таком	4	1
634	эстетическое впечатление	1	1
635	прежде чем	3	1
636	и от	3	1
637	все что	2	1
638	не подлежит	1	1
639	человека для	1	1
640	или в	2	1
641	том виде	1	1
642	имеет дело	1	1
643	что оно	2	1
644	впоследствии не	1	1
645	в результате	1	1
646	между ними	1	1
647	о котором	3	1
648	того с	1	1
649	хотя и	3	1
650	ее и	1	1
651	для нас	9	1
652	от него	4	1
653	из себя	5	1
654	мы должны	3	1
655	уже существует	1	1
656	этом можно	1	1
657	же в	2	1
658	есть уже	3	1
659	хотя в	3	1
660	в своих	4	1
661	даже при	1	1
662	в свою	4	1
663	лишь по	1	1
664	или других	1	1
665	отношением к	1	1
666	совершенно не	1	1
667	быть признано	1	1
668	и составляют	1	1
669	из этого	2	1
670	таким же	2	1
671	в действительности	4	1
672	где он	1	1
673	жизни и	2	1
674	то оно	2	1
675	по поводу	3	1
676	они не	1	1
677	во всяком	3	1
678	этой точки	1	1
679	событий в	1	1
