N	3gram	Potebnia_M_2	FransuaR
1	о том что	1	5
2	то же время	2	5
3	в то же	2	5
4	с одной стороны	3	4
5	в большинстве случаев	1	4
6	большей или меньшей	1	3
7	в большей или	1	3
8	во втором случае	1	3
9	до сих пор	4	3
10	одной стороны и	1	2
11	и тот же	1	2
12	во всех этих	1	2
13	с другой стороны	2	2
14	удовольствия и неудовольствия	2	2
15	таким образом в	2	2
16	то есть в	1	2
17	в том что	7	2
18	то есть когда	1	1
19	и того же	6	1
20	а потому что	1	1
21	что с ним	1	1
22	и неудовольствия и	1	1
23	дело в том	1	1
24	более или менее	8	1
25	о том как	1	1
26	один и тот	1	1
27	что если б	1	1
28	что же касается	1	1
29	то есть именно	1	1
30	между тем как	2	1
31	не во всех	1	1
32	что в некоторых	1	1
33	из того что	1	1
34	всякий раз как	1	1
35	не знали что	1	1
36	они связаны с	1	1
37	со всех сторон	1	1
38	было для него	2	1
39	вместе с тем	1	1
40	только для того	1	1
41	сам по себе	4	1
42	то все это	1	1
43	прежде всего его	1	1
44	смысле этого слова	3	1
45	и как бы	1	1
46	все же не	1	1
47	в связи с	1	1
48	то что он	1	1
49	во время самого	1	1
50	друг к другу	1	1
51	для того чтобы	2	1
52	не может быть	2	1
53	разнообразие и богатство	1	1
54	мы видели что	1	1
55	в то время	4	1
56	имеет для нас	1	1
57	не там где	1	1
58	после того как	2	1
59	и на все	1	1
60	в одном из	1	1
61	что касается до	1	1
62	представлений но эти	1	1
63	но все же	1	1
64	в нем самом	1	1
65	одного и того	6	1
66	бы при этом	1	1
67	не в большей	1	1
68	это как бы	1	1
69	том что он	1	1
70	что и в	1	1
