N	2gram	Tiupa_Narr_1	Myshleni
1	внутренней речи	1	67
2	речи и	1	30
3	в этом	17	29
4	точки зрения	10	28
5	и в	19	26
6	для себя	1	24
7	не только	32	24
8	то что	11	24
9	таким образом	1	23
10	с точки	2	21
11	представляет собой	13	19
12	в том	18	18
13	и не	20	18
14	том что	14	17
15	потому что	1	16
16	как и	7	15
17	как мы	3	14
18	того что	1	14
19	так же	2	14
20	в ходе	1	12
21	и его	5	12
22	что в	3	12
23	мысли и	1	11
24	речи но	1	11
25	в слове	1	11
26	но и	23	11
27	не может	10	11
28	что они	3	10
29	в развитии	1	10
30	по своей	3	10
31	в сущности	3	9
32	в самом	1	9
33	в себе	8	9
34	тем что	3	9
35	что мы	2	9
36	мышлении и	1	9
37	по своему	1	9
38	же как	3	8
39	то же	4	8
40	что он	6	8
41	только в	4	8
42	внутренней речью	1	8
43	сказать что	4	8
44	тем самым	6	8
45	и то	1	7
46	мы не	1	7
47	и к	1	7
48	к тому	7	7
49	в ситуации	1	7
50	может быть	25	7
51	прежде всего	4	7
52	в меру	1	7
53	самом деле	2	6
54	речевой деятельности	1	6
55	во всех	1	6
56	по отношению	7	6
57	все же	7	6
58	что это	3	6
59	все эти	2	6
60	было бы	4	6
61	и тем	4	6
62	в ее	3	6
63	между собой	2	6
64	в какой	2	6
65	именно в	6	6
66	а не	12	6
67	как бы	4	6
68	в смысле	1	6
69	оно есть	1	5
70	в целом	1	5
71	как говорит	3	5
72	могли бы	1	5
73	в силу	4	5
74	и с	4	5
75	что этот	1	5
76	у нее	2	5
77	она не	2	5
78	в процессе	1	5
79	же самое	1	5
80	данном случае	4	5
81	во второй	2	5
82	является в	1	5
83	если бы	1	5
84	в виду	1	5
85	можно сказать	5	5
86	с одной	7	5
87	в качестве	21	5
88	на всем	1	5
89	в начале	1	5
90	одно из	2	5
91	слова в	1	5
92	одной стороны	7	5
93	речи а	1	5
94	как это	6	5
95	в данном	5	5
96	отношению к	6	5
97	с этой	1	5
98	и для	2	5
99	в речи	1	5
100	переходит к	1	4
101	отношения между	1	4
102	едва ли	1	4
103	еще не	7	4
104	с другой	8	4
105	если в	3	4
106	это и	3	4
107	как в	7	4
108	но в	6	4
109	и во	1	4
110	в котором	1	4
111	не в	14	4
112	в той	6	4
113	не менее	3	4
114	не по	1	4
115	никогда не	3	4
116	своей природе	1	4
117	связи с	4	4
118	в области	2	4
119	не могут	1	4
120	что оно	1	4
121	не есть	3	4
122	имеет место	4	4
