N	3gram	Vygotskiy__3	VeschiIm
1	не может быть	2	18
2	это значит что	4	17
3	бы то ни	1	9
4	то ни было	1	9
5	что иное как	1	8
6	не что иное	1	8
7	в том что	17	6
8	на то что	3	6
9	есть не что	1	5
10	в свою очередь	2	5
11	тем не менее	5	5
12	с точки зрения	1	4
13	и то что	2	4
14	не только в	1	4
15	более или менее	1	3
16	подобно тому как	1	3
17	сам по себе	1	3
18	из того что	1	3
19	в собственном смысле	6	3
20	можно было бы	5	3
21	то и другое	4	3
22	вместе с тем	10	3
23	указывает на то	1	3
24	все же не	1	3
25	само по себе	2	3
26	вообще не есть	1	3
27	сама по себе	1	3
28	этой точки зрения	2	2
29	какого бы то	1	2
30	о том как	1	2
31	с этой точки	2	2
32	в данном случае	1	2
33	того что она	1	2
34	взаимного понимания между	1	2
35	заключается в том	7	2
36	к тому что	1	2
37	так или иначе	1	2
38	таким образом что	2	1
39	и того же	4	1
40	оба эти момента	2	1
41	и тому же	1	1
42	того же типа	2	1
43	тот же самый	1	1
44	при современном состоянии	1	1
45	мы видим таким	1	1
46	только потому что	2	1
47	имеет дело с	2	1
48	в этом смысле	2	1
49	в этом случае	1	1
50	на первый план	2	1
51	до сих пор	1	1
52	тот или иной	1	1
53	в зависимости от	5	1
54	сами по себе	3	1
55	что как бы	1	1
56	не имеет никакого	1	1
57	кроме того что	1	1
58	для этого метода	1	1
59	на этой стадии	2	1
60	того что они	3	1
61	ни в какой	4	1
62	отвлеченного понятия это	1	1
63	хотя бы и	1	1
64	в применении к	1	1
65	то время как	4	1
66	является не просто	1	1
67	этих моментов в	1	1
68	в самом начале	1	1
69	так же как	6	1
70	того что мы	1	1
71	один из основных	1	1
72	не потому что	1	1
73	в том чтобы	1	1
74	между ними в	1	1
75	в понятии и	1	1
76	что мы имеем	1	1
77	мы не знаем	1	1
78	с одной стороны	5	1
79	в конце концов	1	1
80	смысле этого слова	4	1
81	на том основании	1	1
82	мы будем говорить	1	1
83	и в этом	2	1
84	с тем же	1	1
85	языка или гортани	1	1
86	и как бы	1	1
87	той и другой	1	1
88	в каком случае	1	1
89	потому что она	1	1
90	вещи как ее	1	1
91	к истине и	1	1
92	вещи так как	1	1
93	может быть самой	1	1
94	с другой стороны	3	1
95	выразить и иначе	1	1
96	остановиться на этом	1	1
97	не мог бы	3	1
98	значит что в	1	1
99	и во всяком	2	1
100	взаимное понимание и	1	1
101	может быть совершенно	1	1
102	ни в каком	1	1
103	в себя уже	1	1
104	во всяком случае	4	1
105	мы не можем	1	1
106	в то время	4	1
107	мы подходим к	1	1
108	и вместе с	2	1
109	не только потому	1	1
110	о том что	3	1
111	если бы оно	1	1
112	с этим последним	1	1
113	видим таким образом	1	1
114	к одному и	1	1
115	этого метода является	2	1
116	и в результате	1	1
117	одного и того	4	1
118	для того чтобы	7	1
119	непосредственного отношения к	1	1
120	что оно не	1	1
121	в результате этого	1	1
122	все же существует	1	1
123	друг с другом	5	1
124	что и в	5	1
125	ни было но	1	1
126	одному и тому	1	1
127	как мы говорили	1	1
