N	2gram	Bakhtin_Pr_2	Istorich
1	и т	13	27
2	и в	43	26
3	т д	4	24
4	так же	2	18
5	т е	26	18
6	то что	7	16
7	не только	11	15
8	может быть	23	14
9	что в	4	14
10	же как	1	13
11	между двумя	1	12
12	но и	14	12
13	и пр	2	11
14	так и	3	10
15	таким образом	5	10
16	и его	8	10
17	что он	13	10
18	все же	3	9
19	его в	3	9
20	что и	3	9
21	так как	4	9
22	и не	29	9
23	то же	8	8
24	мы знаем	1	8
25	этих случаях	2	8
26	а в	5	8
27	в этом	13	7
28	он не	9	7
29	об этом	2	7
30	как и	14	7
31	в этих	6	7
32	во время	4	7
33	их в	4	7
34	как в	2	7
35	мы рассмотрим	1	7
36	что здесь	1	7
37	в качестве	1	7
38	превращается в	2	7
39	героя в	3	7
40	и то	2	6
41	еще не	9	6
42	как он	2	6
43	не всегда	1	6
44	мы можем	2	6
45	могут быть	3	6
46	к нему	5	6
47	мы видим	1	6
48	а не	7	6
49	не может	18	6
50	вместе с	1	6
51	когда он	3	6
52	это и	1	5
53	мы уже	3	5
54	то это	2	5
55	но не	5	5
56	и как	2	5
57	но в	10	5
58	уже не	3	5
59	и только	3	5
60	и по	1	5
61	с собой	4	5
62	но все	2	5
63	в другом	7	5
64	и с	5	5
65	это не	3	5
66	к которым	1	5
67	не в	11	5
68	ничего не	3	5
69	как мы	10	5
70	и здесь	3	5
71	и что	5	5
72	в его	10	5
73	с ними	2	5
74	в одном	12	5
75	у него	6	5
76	тем что	3	5
77	до сих	7	5
78	и др	2	5
79	из которых	1	5
80	сих пор	7	5
81	к этому	1	5
82	вопрос о	2	4
83	на себя	2	4
84	в которых	2	4
85	но он	4	4
86	с водой	1	4
87	в своей	4	4
88	но эта	2	4
89	что этот	2	4
90	даже в	3	4
91	того как	2	4
92	же он	1	4
93	указывает на	2	4
94	здесь не	6	4
95	так в	1	4
96	о том	5	4
97	и даже	3	4
98	вовсе не	5	4
99	с другой	4	4
100	такое же	1	4
101	все что	1	4
102	другой стороны	3	4
103	он получает	1	3
104	например в	2	3
105	и действительно	1	3
106	из этих	2	3
107	в одной	3	3
108	перед нами	7	3
109	его к	2	3
110	все эти	5	3
111	на то	5	3
112	и если	1	3
113	что она	1	3
114	при этом	6	3
115	он должен	1	3
116	что у	2	3
117	что ни	1	3
118	а затем	2	3
119	те же	1	3
120	должен был	1	3
121	не мог	1	3
122	том что	2	3
123	от своего	1	3
124	и при	2	3
125	как это	1	3
126	меня не	1	3
127	не имеет	1	3
128	на него	3	3
129	во всем	3	3
130	связи с	1	3
131	к себе	7	3
132	все еще	1	3
133	и он	5	3
134	она не	3	3
135	в образе	2	3
136	домой и	1	3
137	но мы	1	3
138	в другой	1	3
139	в том	6	3
140	мы увидим	5	3
141	только в	4	3
142	человека с	1	3
143	переходит в	2	3
144	связан с	1	3
145	а именно	1	3
146	не на	4	3
147	о чем	1	3
148	там где	4	3
149	входить в	1	3
150	к своему	1	3
151	как бы	22	3
152	по существу	3	3
153	или в	8	3
154	для нас	2	3
155	из своего	1	3
156	но это	4	3
157	же в	1	3
158	уже нет	1	3
159	е в	1	3
160	между ними	4	3
161	и другие	1	3
162	мы здесь	2	2
163	он может	1	2
164	и есть	1	2
165	не хочет	3	2
166	должна быть	3	2
167	видеть в	1	2
168	а как	4	2
169	эта форма	1	2
170	ему в	1	2
171	в некотором	1	2
172	собой в	1	2
173	то мы	1	2
174	отношение к	2	2
175	в этой	1	2
176	с этим	2	2
177	вот как	4	2
178	в своем	4	2
179	хотя и	5	2
180	увидим что	1	2
181	конечно не	2	2
182	сливается с	2	2
183	что это	2	2
184	в целом	2	2
185	тут и	1	2
186	еще один	3	2
187	эти новые	1	2
188	в себе	5	2
189	другом случае	1	2
190	в нем	12	2
191	не к	1	2
192	на этом	1	2
193	здесь мы	2	2
194	связанных с	1	2
195	с целью	1	2
196	лишь в	8	2
197	хотя бы	2	2
198	было бы	5	2
199	известно что	2	2
200	из них	2	2
201	и тем	1	2
202	стоит на	1	2
203	которой он	1	2
204	этот материал	1	2
205	и их	3	2
206	что я	6	2
207	тем не	2	2
208	все это	5	2
209	однако в	1	2
210	по себе	11	2
211	что есть	1	2
212	не менее	3	2
213	в таких	1	2
214	не могло	1	2
215	одна из	2	2
216	по своей	1	2
217	героя а	1	2
218	что на	2	2
219	у нас	2	2
220	не могут	4	2
221	его с	1	2
222	не есть	2	2
223	я тебя	1	2
224	и этим	3	2
225	на том	2	2
226	никогда не	9	2
227	связь в	1	2
228	живет в	1	2
229	том как	1	2
230	и на	10	2
231	если бы	3	2
232	в самую	1	2
233	после того	1	2
234	о ты	1	2
235	три раза	1	2
236	а у	1	2
237	от них	2	2
238	и во	1	2
239	в форме	2	2
240	того что	2	2
241	на которой	1	2
242	меня и	2	2
243	себя в	3	2
244	так что	5	2
245	уже в	2	2
246	и они	2	2
247	в виде	3	2
248	есть в	3	2
249	его и	2	2
250	ни в	2	2
251	в языке	1	2
252	только с	1	2
253	не случайно	1	2
254	не говорит	1	2
255	герой и	3	2
256	в других	1	2
257	он живет	1	2
258	но есть	1	2
259	говорит о	1	2
260	на этот	4	2
261	его как	1	2
262	надо еще	1	2
263	с помощью	1	2
264	он уже	1	2
265	он говорит	2	2
266	этого слова	2	2
267	смысле этого	1	2
268	есть и	3	2
269	же самое	1	2
270	но для	3	2
271	в связи	1	2
272	это он	4	2
273	от него	1	2
274	и все	6	2
275	этот вопрос	4	2
276	сказать что	2	2
277	но этот	2	2
278	на это	1	2
279	е для	1	2
280	вопрос мы	1	1
281	предполагает что	1	1
282	силы и	1	1
283	почти не	2	1
284	в тягость	5	1
285	к другому	5	1
286	его же	1	1
287	можно в	1	1
288	из его	2	1
289	все те	1	1
290	и могут	1	1
291	той же	3	1
292	их и	1	1
293	есть не	1	1
294	бы уже	1	1
295	это совершенно	1	1
296	мы не	4	1
297	при анализе	1	1
298	это сделали	1	1
299	что если	3	1
300	выходит из	1	1
301	не была	3	1
302	себе да	2	1
303	он как	1	1
304	есть нечто	1	1
305	так чтобы	4	1
306	время как	2	1
307	но она	1	1
308	принадлежит к	1	1
309	этом так	1	1
310	е как	1	1
311	себе что	2	1
312	теперь на	1	1
313	меньшей степени	1	1
314	не от	1	1
315	он был	3	1
316	на них	1	1
317	он сам	3	1
318	со словами	2	1
319	в различных	3	1
320	правда этот	1	1
321	во всех	4	1
322	его так	1	1
323	от его	1	1
324	землю и	1	1
325	то он	1	1
326	мы будем	3	1
327	но как	1	1
328	друг на	2	1
329	не говорят	1	1
330	если в	1	1
331	а он	3	1
332	в эти	1	1
333	слова на	5	1
334	себе и	4	1
335	выражения как	1	1
336	себя за	1	1
337	в особом	1	1
338	как образ	1	1
339	данного типа	1	1
340	как к	1	1
341	что как	1	1
342	а становится	1	1
343	может поэтому	1	1
344	однако не	1	1
345	берет его	1	1
346	целый ряд	2	1
347	и наконец	6	1
348	и к	3	1
349	нет здесь	1	1
350	и говорит	1	1
351	к чему	1	1
352	та же	2	1
353	в ответ	1	1
354	у каждого	1	1
355	что так	3	1
356	то и	2	1
357	им в	2	1
358	взаимоотношение между	1	1
359	нами в	2	1
360	ничего и	1	1
361	ее как	1	1
362	почти всегда	2	1
363	люди а	1	1
364	не могла	1	1
365	но на	2	1
366	существа и	1	1
367	на свой	6	1
368	вообще не	1	1
369	не следует	1	1
370	героя здесь	1	1
371	к миру	2	1
372	он все	1	1
373	красный цвет	1	1
374	нет кажется	1	1
375	одному из	1	1
376	на одну	2	1
377	и социальной	1	1
378	на таком	1	1
379	в узком	2	1
380	не как	6	1
381	мир как	1	1
382	предмет и	1	1
383	никому не	3	1
384	чтобы их	1	1
385	одно и	2	1
386	где нет	1	1
387	этом он	1	1
388	или два	1	1
389	на ту	1	1
390	на этой	1	1
391	себя не	1	1
392	знает что	2	1
393	может стать	4	1
394	и мы	1	1
395	он есть	2	1
396	форму и	1	1
397	но уже	1	1
398	он является	2	1
399	в них	4	1
400	о которых	1	1
401	на материале	2	1
402	берет на	1	1
403	на друга	2	1
404	и уже	1	1
405	как целое	1	1
406	такой же	3	1
407	и тогда	1	1
408	героем и	1	1
409	точки зрения	13	1
410	или точнее	1	1
411	именно и	1	1
412	в котором	6	1
413	образом и	3	1
414	дать полную	1	1
415	друг другу	1	1
416	отцом и	1	1
417	что было	2	1
418	и эти	1	1
419	именно к	1	1
420	и герой	2	1
421	и очень	2	1
422	а от	1	1
423	так он	1	1
424	власть в	1	1
425	и функции	1	1
426	здесь ничего	1	1
427	в то	7	1
428	тогда когда	1	1
429	на два	3	1
430	а ты	1	1
431	и имеет	1	1
432	его дух	1	1
433	ним а	1	1
434	а порой	1	1
435	находятся в	1	1
436	явление в	1	1
437	на дороге	1	1
438	в три	1	1
439	можно сказать	1	1
440	ее с	1	1
441	и является	2	1
442	это слово	5	1
443	нам важно	1	1
444	со своим	1	1
445	эти три	1	1
446	до того	1	1
447	и делает	1	1
448	мы и	2	1
449	в основе	1	1
450	ему не	1	1
451	одним из	1	1
452	сюжета в	2	1
453	у меня	5	1
454	обращается к	1	1
455	действует в	1	1
456	очень часто	1	1
457	и заставляет	1	1
458	его служить	2	1
459	на того	1	1
460	взять да	1	1
461	и другой	1	1
462	его за	1	1
463	должны быть	2	1
464	они друг	1	1
465	к тому	4	1
466	образом между	1	1
467	а что	5	1
468	служить и	1	1
469	для его	1	1
470	где он	1	1
471	приведем еще	1	1
472	ничего общего	1	1
473	на предмет	4	1
474	здесь еще	1	1
475	чудо и	2	1
476	и это	4	1
477	глубоко в	1	1
478	типа может	1	1
479	с ее	1	1
480	не всякая	1	1
481	как не	1	1
482	затем его	1	1
483	то время	2	1
484	в пределах	16	1
485	приводит к	6	1
486	поэтому мы	1	1
487	в глаза	2	1
488	на нее	1	1
489	он соприкасается	1	1
490	особенно в	2	1
491	отождествляется с	1	1
492	здесь нет	3	1
493	и каждый	1	1
494	об этой	1	1
495	во второй	1	1
496	это только	1	1
497	жизнь и	1	1
498	с героем	1	1
499	в последней	1	1
500	его функцией	1	1
501	является в	1	1
502	не за	3	1
503	между собой	2	1
504	для этого	2	1
505	по мере	4	1
506	с ним	3	1
507	но здесь	5	1
508	внимательнее к	1	1
509	все его	2	1
510	в виду	3	1
511	собственно в	1	1
512	там в	3	1
513	а к	1	1
514	о нем	6	1
515	много примеров	1	1
516	водой как	1	1
517	имеется одно	1	1
518	говорилось о	1	1
519	мог бы	1	1
520	на что	1	1
521	д но	1	1
522	кто он	1	1
523	этих двух	1	1
524	важно не	1	1
525	он его	1	1
526	нас в	1	1
527	функций в	1	1
528	его герой	2	1
529	бы в	5	1
530	говорит он	1	1
531	тем более	1	1
532	врывается в	1	1
533	и следовательно	3	1
534	его силы	1	1
535	в него	7	1
536	сюда относится	1	1
537	быть и	2	1
538	но так	2	1
539	один из	1	1
540	но с	1	1
541	человека в	4	1
542	тот же	3	1
543	одной из	1	1
544	нем не	1	1
545	к их	1	1
546	очень много	1	1
547	и так	2	1
548	но то	1	1
549	и выходит	2	1
550	из которого	1	1
551	же она	2	1
552	и знает	1	1
553	в большинстве	9	1
554	только на	3	1
555	друг за	1	1
556	в начале	1	1
557	здесь же	1	1
558	большинстве случаев	8	1
559	глаза и	1	1
560	же они	1	1
561	как их	1	1
562	здесь перед	1	1
563	среди которых	1	1
564	друг друга	1	1
565	речь и	2	1
566	как раз	4	1
567	почему не	1	1
568	они становятся	1	1
569	этом рассказе	1	1
570	различных направлениях	1	1
571	материал в	2	1
572	или иначе	1	1
573	не обязательно	1	1
574	нельзя сказать	2	1
575	по своим	3	1
576	эти две	1	1
577	лица в	1	1
578	к которому	1	1
579	он часто	1	1
580	при всей	1	1
581	человека который	1	1
582	как же	2	1
583	он во	1	1
584	а с	2	1
585	если мы	2	1
586	что не	2	1
587	прежде всего	10	1
588	связано с	1	1
589	не было	1	1
590	у его	1	1
591	человек в	1	1
592	лучше к	1	1
593	для историка	1	1
594	он и	3	1
595	для чего	2	1
596	в центре	1	1
597	за другом	1	1
598	в европе	1	1
599	под его	1	1
600	над ним	1	1
601	не знал	1	1
602	что же	7	1
603	и всей	1	1
604	в мир	1	1
605	и героем	1	1
606	как будто	1	1
607	в это	1	1
608	в различные	1	1
609	в основном	1	1
610	силу и	1	1
611	н я	1	1
612	мере того	1	1
613	здесь в	3	1
614	случае он	1	1
615	ведет его	1	1
616	которых он	1	1
617	то будет	2	1
618	для выражения	1	1
619	в самые	1	1
620	она может	1	1
621	за свое	1	1
622	узком смысле	2	1
623	в результате	4	1
624	которая в	1	1
625	в другое	1	1
626	жизни и	1	1
627	она уже	1	1
628	еще более	2	1
629	и ни	1	1
630	в сюжет	1	1
631	действительно не	1	1
632	в большей	1	1
633	его функции	1	1
634	это ничего	3	1
635	ты не	1	1
636	это все	3	1
637	теперь он	2	1
638	две стороны	1	1
639	не знает	3	1
640	это в	1	1
641	же относится	1	1
642	их с	2	1
643	но эти	4	1
644	а я	1	1
645	в своих	2	1
646	по поводу	1	1
647	он у	1	1
648	который не	2	1
649	им и	1	1
650	как на	1	1
651	том числе	1	1
652	они не	1	1
