N	2gram	Tiupa_Teor_1	Problemy
1	и в	18	35
2	как бы	5	31
3	и не	13	27
4	что он	1	24
5	в его	6	21
6	но в	9	19
7	как и	4	18
8	не может	4	18
9	о себе	2	17
10	к другому	1	16
11	в нем	4	16
12	то есть	12	16
13	то же	7	15
14	с самим	1	15
15	в сущности	1	14
16	в этом	8	14
17	и его	8	14
18	для него	2	14
19	может быть	17	14
20	но и	9	14
21	все это	2	14
22	он не	3	13
23	к нему	1	13
24	в другом	3	12
25	прежде всего	2	12
26	и к	3	12
27	в пределах	5	11
28	в то	6	11
29	слова и	1	11
30	не только	16	10
31	не в	7	10
32	же время	5	10
33	героя и	5	10
34	то что	3	10
35	самим собою	2	9
36	в отношении	3	9
37	я не	2	8
38	как мы	1	8
39	так и	10	8
40	себя и	1	8
41	о мире	1	8
42	и слово	1	8
43	и для	2	8
44	потому что	3	8
45	еще не	4	7
46	на них	1	7
47	с его	5	7
48	самим собой	3	7
49	лишь в	6	7
50	таким образом	3	7
51	для себя	1	7
52	и сам	1	7
53	вовсе не	3	7
54	так же	2	7
55	себя самого	1	7
56	точки зрения	9	7
57	а в	13	7
58	отношении к	2	7
59	отношению к	4	7
60	и на	1	6
61	но не	9	6
62	по отношению	4	6
63	отношение к	5	6
64	что они	1	6
65	в самом	4	6
66	в каждом	1	6
67	в слове	3	6
68	к тому	2	6
69	в одном	2	6
70	и что	3	6
71	только в	6	6
72	слова в	2	6
73	на меня	3	6
74	и т.п	4	6
75	не знает	3	6
76	что в	9	6
77	и то	2	5
78	как в	5	5
79	в себе	9	5
80	внутренней речи	13	5
81	голосов в	1	5
82	от себя	3	5
83	в конце	2	5
84	даже в	3	5
85	себе самом	1	5
86	его с	1	5
87	и это	2	5
88	в глаза	2	5
89	в том	16	5
90	с ними	1	5
91	так что	1	5
92	и даже	2	5
93	когда я	1	5
94	к своему	1	5
95	как к	2	5
96	этого слова	3	5
97	ивана карамазова	1	4
98	в мире	19	4
99	он в	1	4
100	в чем	1	4
101	над собой	1	4
102	сливается с	1	4
103	что это	1	4
104	но на	1	4
105	на его	1	4
106	и вот	3	4
107	из своего	1	4
108	его в	2	4
109	все и	1	4
110	в них	2	4
111	рядом с	1	4
112	в своей	6	4
113	в такой	1	4
114	но он	3	4
115	друг другу	1	4
116	ли я	1	4
117	по себе	1	4
118	я для	1	4
119	никогда не	4	4
120	и без	1	4
121	как раз	2	4
122	как будто	2	4
123	и делает	1	4
124	его за	1	4
125	той или	1	4
126	герой из	1	4
127	между тем	5	4
128	наконец в	1	4
129	теперь в	1	4
130	только на	1	4
131	так как	1	4
132	у него	1	4
133	тем что	1	4
134	или иной	4	4
135	с другой	7	4
136	что не	1	4
137	а не	9	4
138	с которым	1	4
139	но как	1	4
140	по своему	2	4
141	в той	2	4
142	бы в	1	4
143	я в	16	4
144	тот же	1	4
145	а между	1	3
146	говорить о	3	3
147	в виду	5	3
148	бы то	1	3
149	во всех	1	3
150	совсем не	1	3
151	для других	1	3
152	за пределы	2	3
153	в одной	1	3
154	в целом	3	3
155	все эти	2	3
156	ее как	1	3
157	одно и	1	3
158	то ни	1	3
159	было бы	1	3
160	этом смысле	2	3
161	нет в	1	3
