N	2gram	Losev_Vlad_1	Vvedenie
1	и т	2	42
2	т д	2	36
3	и в	31	32
4	в том	11	31
5	в этом	14	30
6	том что	14	26
7	может быть	6	26
8	не только	24	22
9	для того	2	21
10	того чтобы	2	20
11	таким образом	3	19
12	также и	10	18
13	то что	18	16
14	потому что	11	15
15	так как	8	15
16	не может	6	14
17	в самом	2	13
18	в нем	4	13
19	о том	11	13
20	со стороны	2	13
21	в их	1	12
22	в общем	3	12
23	представляет собой	1	12
24	в его	12	12
25	того что	2	12
26	только в	9	12
27	и не	17	12
28	как на	2	12
29	как мы	9	11
30	ясно что	2	11
31	в данном	1	11
32	что такое	2	11
33	что в	14	10
34	то же	6	9
35	в истории	4	9
36	и как	4	9
37	но в	12	9
38	этом смысле	4	9
39	это не	1	8
40	не в	5	8
41	тем не	2	8
42	не менее	2	8
43	с другой	3	8
44	именно в	1	8
45	самом деле	1	7
46	вопрос о	1	7
47	но не	3	7
48	все же	3	7
49	было бы	2	7
50	точки зрения	2	7
51	уже и	2	7
52	дело с	1	7
53	как нечто	1	7
54	прежде всего	1	7
55	смысле этого	1	7
56	о котором	2	7
57	и это	2	6
58	в принципиальном	1	6
59	из этих	2	6
60	как он	4	6
61	том чтобы	2	6
62	с тем	2	6
63	как и	4	6
64	вовсе не	5	6
65	в то	8	6
66	в качестве	6	6
67	же время	4	6
68	тем что	2	6
69	не могут	1	6
70	один из	4	6
71	и его	7	6
72	и даже	15	6
73	но и	19	6
74	а именно	2	6
75	все это	5	6
76	хотя бы	2	6
77	одним из	2	5
78	в целом	3	5
79	иное как	1	5
80	так например	2	5
81	об этом	7	5
82	на почве	1	5
83	и тем	1	5
84	в них	2	5
85	но если	1	5
86	сказать что	7	5
87	так что	10	5
88	уже в	7	5
89	не есть	1	5
90	что не	1	5
91	на этот	6	5
92	а не	1	5
93	по своему	3	5
94	она есть	1	5
95	в течение	9	5
96	в г	1	5
97	другой стороны	3	5
98	вместе с	3	5
99	и то	10	4
100	как это	7	4
101	той же	2	4
102	в и	1	4
