N	3gram	Voloshinov_1	Myslijsy
1	более или менее	1	8
2	сами по себе	1	7
3	во всяком случае	1	7
4	в том что	4	7
5	в свою очередь	1	6
6	по крайней мере	1	5
7	тем не менее	3	5
8	а между тем	1	4
9	подобно тому как	1	4
10	до сих пор	3	4
11	сам по себе	1	4
12	в то время	1	4
13	то время как	1	3
14	с одной стороны	2	3
15	по себе не	1	3
16	но тем не	2	3
17	на самом деле	2	2
18	нам кажется что	1	2
19	между тем как	1	2
20	одно и то	2	2
21	и тогда когда	1	2
22	то что мы	1	2
23	с другой стороны	2	2
24	то же время	1	2
25	как на самом	1	2
26	не может быть	7	2
27	с самого начала	1	2
28	в этом смысле	1	2
29	в то же	1	2
30	и то же	2	2
31	сама по себе	1	2
32	один и тот	1	1
33	дело в том	4	1
34	в некоторых языках	2	1
35	одной стороны и	2	1
36	может быть только	1	1
37	бы то ни	3	1
38	и др и	1	1
39	находящееся в душе	1	1
40	и не может	3	1
41	и для него	1	1
42	со всех сторон	1	1
43	и не в	3	1
44	можно найти в	1	1
45	имеет дело с	1	1
46	влияние на все	1	1
47	мы таким образом	1	1
48	как и в	1	1
49	то ни было	3	1
50	это не так	2	1
51	непосредственно сливается с	1	1
52	все же не	1	1
53	внутренней и внешней	1	1
54	друг к другу	1	1
55	и тот же	1	1
56	и притом с	1	1
57	то что я	1	1
58	и проч и	1	1
59	можно подумать что	1	1
60	так относится к	1	1
61	что не только	1	1
62	на этом основании	1	1
63	и независимо от	1	1
64	о том что	1	1
65	ничего общего с	1	1
66	мы можем сказать	2	1
67	но все же	1	1
68	кажется что мы	1	1
69	если бы не	1	1
70	это как бы	3	1
71	и в этом	1	1
72	не может находиться	1	1
73	не зная этого	1	1
