N	3gram	Losev_Prob_5	Istorich
1	с другой стороны	5	8
2	и т д	1	8
3	с одной стороны	3	7
4	в том что	8	5
5	до сих пор	2	4
6	не только в	1	4
7	о том что	9	4
8	и на земле	1	3
9	о том как	1	3
10	вместе с тем	3	3
11	в данном случае	2	3
12	то время как	3	3
13	в то время	3	3
14	не может быть	2	3
15	потому что он	2	2
16	другой стороны он	1	2
17	все же можно	1	2
18	но и в	2	2
19	точно так же	3	2
20	то же мы	1	2
21	во всяком случае	2	2
22	по отношению к	2	2
23	а именно что	1	2
24	но все же	2	2
25	по всему миру	1	2
26	после того как	3	2
27	можно было бы	1	2
28	таким образом если	1	1
29	что иное как	3	1
30	а если он	1	1
31	между небом и	1	1
32	на месте в	1	1
33	борьбы с ним	1	1
34	этот мотив в	1	1
35	только потому что	1	1
36	по существу и	1	1
37	там где нет	1	1
38	на дне моря	1	1
39	в том числе	2	1
40	том что он	2	1
41	в своей работе	1	1
42	как бы с	1	1
43	в одной из	1	1
44	мы находим в	2	1
45	то и другое	2	1
46	также и с	1	1
47	небом и землей	1	1
48	и то и	1	1
49	в таком случае	2	1
50	в союзе с	1	1
51	друг на друга	1	1
52	по аналогии с	1	1
53	интересно не только	1	1
54	том числе и	1	1
55	но это не	1	1
56	на первый взгляд	1	1
57	с этой точки	1	1
58	то или иное	1	1
59	и то что	3	1
60	к скале это	1	1
61	что они были	1	1
62	не потому что	1	1
63	одной стороны он	1	1
64	на задний план	1	1
65	потому что оно	1	1
66	а также и	1	1
67	и при помощи	1	1
68	а с другой	3	1
69	так или иначе	1	1
70	все же не	3	1
71	на землю и	1	1
72	в других местах	1	1
73	что у него	1	1
74	к скале за	1	1
75	и в том	1	1
76	в том смысле	1	1
77	этой точки зрения	1	1
78	что этот мотив	1	1
79	все того же	2	1
80	и знает что	2	1
81	похожи друг на	1	1
82	от того что	1	1
83	таким образом мы	1	1
84	том смысле что	1	1
85	так и в	1	1
86	что наряду с	1	1
87	и вместе с	1	1
88	у нас и	2	1
89	что в ней	1	1
90	по своей воле	1	1
91	что представление о	1	1
92	от солнца и	1	1
93	не менее в	1	1
94	с этой стороны	1	1
95	можно сказать что	3	1
96	на то что	2	1
97	не что иное	3	1
98	тем не менее	5	1
99	в сравнении с	3	1
100	для того чтобы	2	1
101	и как будто	1	1
102	здесь не в	1	1
103	но никогда не	1	1
